ST	aspA	glnA	gltA	glyA	pgm	tkt	uncA	clonal_complex
3939	8	2	5	53	456	3	1	ST-607 complex
3940	4	7	10	4	125	7	1	ST-45 complex
3941	18	70	77	97	205	86	47	
3942	64	22	164	230	123	101	60	
3943	18	89	72	109	122	94	16	
3944	2	4	42	3	2	1	5	ST-21 complex
3945	18	33	22	142	134	51	243	
3946	22	61	4	64	57	25	23	ST-1034 complex
3947	2	7	4	48	131	24	57	
3948	37	52	72	26	127	29	23	ST-692 complex
3949	9	1	4	62	4	2	6	ST-257 complex
3950	64	89	77	357	94	160	16	
3951	37	59	4	358	126	25	271	
3952	33	39	30	78	113	367	17	ST-828 complex
3953	33	39	30	79	104	374	17	ST-828 complex
3954	2	78	1	2	7	1	5	ST-48 complex
3955	2	331	1	3	2	1	6	ST-21 complex
3956	2	1	2	362	2	1	5	ST-21 complex
3957	2	78	1	3	2	1	5	ST-21 complex
3958	17	2	5	5	8	2	4	ST-177 complex
3959	1	4	21	2	6	3	17	ST-61 complex
3960	8	1	57	26	74	29	35	
3961	2	29	4	27	10	25	24	
3962	2	131	57	26	107	29	35	
3963	7	2	5	2	11	3	1	ST-607 complex
3964	24	7	2	2	10	3	1	ST-464 complex
3965	7	28	2	28	17	34	12	ST-573 complex
3966	2	1	12	3	2	3	6	ST-21 complex
3967	7	2	79	3	2	1	202	
3968	8	2	52	68	11	5	7	
3969	7	2	33	2	10	3	6	ST-353 complex
3970	4	7	10	249	3	7	1	ST-45 complex
3971	2	332	1	2	7	1	5	ST-48 complex
3972	7	53	2	10	149	3	3	ST-574 complex
3973	8	2	3	4	5	9	3	ST-42 complex
3974	8	10	2	2	11	1	6	ST-354 complex
3975	8	1	4	3	2	1	1	ST-21 complex
3976	7	53	2	2	11	3	3	ST-574 complex
3977	8	71	2	2	11	12	6	ST-354 complex
3978	1	17	2	2	6	3	5	ST-61 complex
3979	2	10	5	37	2	1	5	ST-206 complex
3980	2	28	2	28	17	34	77	ST-573 complex
3981	8	10	2	2	17	1	6	ST-354 complex
3982	1	333	2	2	6	3	17	ST-61 complex
3983	84	141	29	144	74	136	87	ST-1287 complex
3984	9	30	2	2	89	1	6	ST-460 complex
3985	33	39	30	79	188	47	17	ST-828 complex
3986	33	39	30	79	113	43	68	ST-828 complex
3987	33	39	66	79	113	77	17	
3988	2	17	2	3	75	1	5	ST-21 complex
3989	33	39	30	79	113	47	36	
3990	33	66	30	79	104	43	17	ST-828 complex
3991	248	39	30	82	104	56	17	ST-828 complex
3992	7	1	5	17	11	11	6	ST-49 complex
3993	7	17	5	15	23	3	12	ST-443 complex
3994	9	2	4	4	4	5	6	ST-257 complex
3995	9	115	57	26	127	29	35	ST-692 complex
3996	1	334	6	4	3	3	3	ST-22 complex
3997	1	2	3	4	457	9	3	ST-42 complex
3998	1	172	269	62	458	377	1	
3999	64	22	85	363	134	101	16	
4000	18	22	30	345	134	378	47	
4001	22	335	4	64	74	25	23	ST-1034 complex
4002	2	59	84	105	126	25	57	
4003	27	2	22	104	1	86	16	
4004	18	22	270	100	134	160	16	
4005	250	70	22	18	134	106	5	
4006	2	4	21	2	6	3	17	ST-61 complex
4007	60	69	2	10	11	3	6	ST-52 complex
4008	2	1	12	27	10	25	5	
4009	33	39	65	79	104	77	17	ST-828 complex
4010	7	71	5	62	13	379	26	
4011	1	313	3	4	5	9	3	ST-42 complex
4012	2	1	1	3	140	3	272	ST-21 complex
4013	9	2	4	62	4	1	17	ST-257 complex
4014	1	1	2	2	225	3	272	ST-61 complex
4015	4	7	10	4	1	380	1	ST-45 complex
4016	1	2	3	2	5	9	3	ST-42 complex
4017	1	1	2	2	140	3	17	ST-61 complex
4018	2	1	1	3	2	7	5	ST-21 complex
4019	7	2	5	2	10	9	6	ST-353 complex
4020	3	2	5	2	6	11	6	ST-49 complex
4021	24	33	22	104	43	109	31	ST-1275 complex
4022	9	2	4	62	6	5	17	ST-257 complex
4023	7	33	5	2	453	3	26	ST-353 complex
4024	4	7	10	4	1	9	1	ST-45 complex
4025	4	7	10	3	1	9	1	ST-45 complex
4026	2	1	1	10	2	1	6	ST-21 complex
4027	12	6	271	176	40	32	3	ST-179 complex
4028	18	22	78	98	138	381	16	ST-952 complex
4029	18	22	22	97	115	175	6	
4030	94	7	90	125	174	147	100	
4031	1	6	61	176	40	32	1	ST-179 complex
4032	84	106	29	28	74	99	35	ST-1287 complex
4033	18	33	22	104	139	175	16	
4034	27	33	22	49	43	82	273	ST-1275 complex
4035	84	61	29	368	127	29	23	
4036	7	84	2	25	11	59	6	
4037	7	4	2	2	89	59	6	ST-460 complex
4038	1	3	6	4	89	3	3	ST-22 complex
4039	7	84	5	2	56	3	6	ST-353 complex
4040	8	10	5	2	11	49	6	ST-354 complex
4041	7	84	1	25	11	1	5	
4042	33	39	30	82	248	35	17	ST-828 complex
4043	33	39	150	79	210	35	17	
4044	33	39	65	79	104	47	17	ST-828 complex
4045	33	39	65	82	104	35	17	ST-828 complex
4046	33	39	30	186	104	43	17	ST-828 complex
4047	33	39	66	186	104	43	41	ST-828 complex
4048	33	39	65	186	104	35	17	ST-828 complex
4049	252	2	2	2	10	1	1	ST-464 complex
4050	33	38	150	82	104	43	41	ST-828 complex
4051	1	3	6	4	3	3	275	ST-22 complex
4052	7	21	5	2	10	1	6	ST-353 complex
4053	7	4	5	68	11	3	6	ST-353 complex
4054	79	21	2	10	11	68	8	ST-446 complex
4055	1	2	42	4	5	9	3	ST-42 complex
4056	8	2	2	53	11	3	1	ST-607 complex
4057	7	4	2	68	11	3	5	ST-574 complex
4058	160	84	5	267	11	3	5	
4059	33	39	30	369	104	43	17	ST-828 complex
4060	77	338	2	2	89	59	6	ST-460 complex
4061	249	4	5	93	11	3	6	
4062	2	27	1	4	19	1	5	ST-21 complex
4063	166	7	10	4	42	51	1	ST-283 complex
4064	24	30	2	2	11	120	6	ST-460 complex
4065	251	337	195	367	284	245	274	
4066	24	30	2	2	89	59	1	ST-460 complex
4067	14	2	5	72	2	383	6	
4068	33	39	30	79	104	3	17	ST-828 complex
4069	18	2	22	104	1	86	31	
4070	33	39	30	115	104	47	41	ST-828 complex
4071	2	59	4	27	126	25	23	ST-1034 complex
4072	131	38	30	186	104	3	41	
4073	18	33	72	364	116	382	6	
4074	18	22	22	97	115	387	47	
4075	18	22	275	104	2	94	5	
4076	18	70	22	97	115	388	47	
4077	83	10	5	10	11	3	46	
4078	2	1	4	28	58	25	23	ST-1332 complex
4079	2	61	4	3	2	25	23	ST-1034 complex
4080	37	4	10	48	58	80	23	
4081	81	104	273	113	143	43	67	
4082	81	104	274	113	143	43	67	
4083	33	39	30	82	152	35	17	ST-828 complex
4084	33	39	30	78	152	35	17	ST-828 complex
4085	53	39	44	82	104	35	17	ST-828 complex
4086	33	39	44	82	104	44	68	ST-828 complex
4087	33	38	44	82	104	44	68	
4088	33	39	30	78	104	35	68	ST-828 complex
4089	81	104	69	113	471	43	67	
4090	2	2	5	2	59	1	5	ST-206 complex
4091	8	10	2	2	11	3	6	ST-354 complex
4092	7	17	12	2	10	3	5	ST-353 complex
4093	18	33	31	326	1	86	16	
4094	4	7	10	4	1	7	21	ST-45 complex
4095	1	2	276	47	40	369	1	
4096	1	33	22	49	43	82	31	ST-1275 complex
4097	64	105	278	100	134	390	16	
4098	18	33	78	18	139	175	16	
4099	9	30	2	2	11	59	6	ST-460 complex
4100	35	43	281	5	8	46	1	
4101	76	33	22	49	43	7	31	ST-1275 complex
4102	200	6	61	176	40	180	3	
4103	161	33	31	104	43	109	278	
4104	18	2	78	97	115	175	47	
4105	18	22	22	98	115	175	47	
4106	2	106	4	48	470	25	23	ST-1034 complex
4107	103	110	30	140	188	393	79	ST-1150 complex
4108	24	2	2	2	11	3	1	ST-464 complex
4109	1	2	3	2	2	9	3	ST-42 complex
4110	24	1	12	3	2	1	6	ST-21 complex
4111	3	6	22	24	12	28	1	ST-508 complex
4112	24	30	2	2	6	59	5	ST-460 complex
4113	2	29	4	48	10	25	23	ST-1034 complex
4114	10	7	10	4	42	7	1	ST-45 complex
4115	2	29	4	48	13	24	23	
4116	18	33	72	104	116	86	6	
4117	18	22	277	18	139	175	16	
4118	200	6	61	176	40	7	3	
4119	10	33	22	6	43	82	31	ST-1275 complex
4120	10	4	2	2	6	3	17	ST-61 complex
4121	1	6	137	176	40	7	3	ST-179 complex
4122	43	336	2	365	125	25	57	
4123	10	33	22	18	116	7	47	
4124	2	61	4	100	6	25	23	ST-1034 complex
4125	2	29	84	48	13	25	23	
4126	64	33	31	104	43	258	31	
4127	9	25	2	10	2	3	5	ST-52 complex
4128	10	31	8	104	40	134	1	
4129	2	33	4	105	6	25	23	ST-1034 complex
4130	242	340	78	97	115	175	47	
4131	94	6	90	125	174	147	100	
4132	2	52	4	48	2	25	23	ST-702 complex
4133	2	29	4	48	2	25	23	ST-1034 complex
4134	9	2	78	97	115	175	47	
4135	4	22	10	4	42	51	1	ST-45 complex
4136	4	22	10	4	42	7	1	ST-45 complex
4137	18	33	72	364	116	86	5	
4138	37	4	10	48	58	25	23	
4139	2	4	4	48	2	25	280	
4140	18	2	263	104	469	398	31	
4141	17	342	8	5	8	2	21	ST-177 complex
4142	2	28	4	28	74	25	125	ST-1034 complex
4143	7	3	6	4	3	3	3	ST-22 complex
4144	7	78	42	4	106	12	5	
4145	4	7	10	4	1	10	26	ST-45 complex
4146	84	106	29	28	136	1	6	ST-1287 complex
4147	2	4	2	4	19	1	6	ST-658 complex
4148	114	195	103	140	459	164	79	
4149	33	39	30	82	113	43	74	ST-828 complex
4150	2	28	6	28	2	1	1	
4151	7	17	5	3	149	1	5	
4152	2	1	41	3	2	1	5	ST-21 complex
4153	7	17	5	62	1	12	6	ST-353 complex
4154	8	10	2	4	11	7	1	ST-354 complex
4155	7	28	4	4	17	7	12	ST-573 complex
4156	114	28	4	28	74	25	125	
4157	7	21	5	37	60	1	5	ST-206 complex
4158	7	84	5	10	119	178	8	
4159	33	39	30	82	475	43	17	ST-828 complex
4160	33	39	30	82	476	43	17	ST-828 complex
4161	1	172	95	62	477	32	147	
4162	84	61	29	64	74	29	23	ST-1034 complex
4163	22	61	29	26	127	29	23	ST-692 complex
4164	2	25	2	283	2	3	5	
4165	103	110	103	350	4	368	79	ST-1150 complex
4166	33	153	44	82	113	43	17	ST-828 complex
4167	33	153	44	82	104	43	17	ST-828 complex
4168	33	39	30	82	104	225	211	ST-828 complex
4169	33	38	44	82	113	43	17	ST-828 complex
4170	33	38	30	81	104	394	17	ST-828 complex
4171	33	262	30	82	104	44	36	ST-828 complex
4172	33	38	30	81	104	43	17	ST-828 complex
4173	33	39	44	82	113	47	17	ST-828 complex
4174	32	39	30	82	118	43	36	ST-828 complex
4175	33	39	30	375	113	47	17	ST-828 complex
4176	33	153	30	82	113	43	17	ST-828 complex
4177	27	33	10	49	43	20	1	ST-1275 complex
4178	9	2	5	10	11	3	105	ST-607 complex
4179	8	2	5	4	11	7	105	ST-607 complex
4180	4	7	40	4	224	51	1	ST-283 complex
4181	7	1	5	10	11	28	6	ST-49 complex
4182	7	2	5	2	156	3	5	ST-353 complex
4183	1	10	22	24	12	28	1	ST-508 complex
4184	7	17	12	2	10	3	26	ST-353 complex
4185	10	2	50	62	91	367	45	
4186	1	6	137	176	40	180	3	ST-179 complex
4187	2	59	4	48	126	29	23	
4188	37	52	57	371	129	29	23	ST-692 complex
4189	10	6	137	176	40	32	3	ST-179 complex
4190	18	22	165	98	116	86	16	ST-952 complex
4191	10	7	10	4	42	7	21	ST-45 complex
4192	18	109	82	18	138	61	16	
4193	2	59	4	48	13	25	23	ST-1034 complex
4194	27	6	22	24	12	28	1	ST-508 complex
4195	1	1	2	176	2	3	5	
4196	18	22	277	18	133	175	16	
4197	18	22	4	97	115	86	47	
4198	10	2	95	129	40	134	1	
4199	10	7	3	3	5	180	3	
4200	10	1	22	49	43	82	31	ST-1275 complex
4201	18	22	22	104	6	94	3	
4202	18	22	275	351	122	113	16	ST-952 complex
4203	26	2	9	51	8	46	1	ST-682 complex
4204	2	2	73	147	220	190	104	
4205	76	33	22	49	43	95	31	ST-1275 complex
4206	1	2	3	3	5	7	3	ST-42 complex
4207	253	6	282	374	478	392	279	
4208	18	7	165	98	129	86	16	ST-952 complex
4209	18	2	263	104	43	398	31	
4210	10	33	22	49	11	82	31	ST-1275 complex
4211	1	2	8	62	472	400	6	
4212	17	165	95	5	8	2	21	ST-177 complex
4213	17	43	8	5	8	2	1	ST-177 complex
4214	2	52	29	48	6	99	23	ST-702 complex
4215	10	33	22	6	11	82	31	ST-1275 complex
4216	2	59	4	28	473	25	283	
4217	37	4	4	28	126	25	271	
4218	33	38	150	79	210	35	17	
4219	131	38	150	79	104	35	17	
4220	7	84	103	350	188	3	6	
4221	30	38	30	82	104	5	17	ST-828 complex
4222	2	4	1	234	7	1	5	ST-48 complex
4223	64	22	68	98	1	17	60	
4224	47	22	61	98	1	17	1	
4225	2	25	5	10	149	12	35	
4226	2	75	2	48	141	34	1	ST-661 complex
4227	24	2	10	2	10	3	1	ST-464 complex
4228	24	2	2	2	10	34	1	ST-464 complex
4229	43	25	5	10	149	12	35	
4230	43	75	4	48	141	34	1	ST-661 complex
4231	75	2	14	2	10	3	1	ST-464 complex
4232	151	75	10	48	141	34	1	ST-661 complex
4233	249	75	4	48	141	34	1	ST-661 complex
4234	259	1	1	3	2	1	5	ST-21 complex
4235	4	17	2	3	2	1	5	ST-21 complex
4236	62	4	5	2	1	1	5	ST-48 complex
4237	10	86	2	62	260	401	6	
4238	9	2	52	10	11	3	1	ST-607 complex
4239	124	39	30	79	189	35	41	
4240	67	4	5	68	11	3	6	
4241	9	53	5	2	23	3	3	
4242	7	17	5	10	350	3	3	ST-353 complex
4243	7	17	2	2	23	3	12	ST-443 complex
4244	7	30	2	15	89	59	6	ST-460 complex
4245	24	2	2	3	89	3	6	ST-460 complex
4246	9	2	2	10	11	5	6	ST-257 complex
4247	8	5	2	2	11	12	6	ST-354 complex
4248	7	2	6	10	23	37	1	
4249	7	2	5	2	10	3	3	ST-353 complex
4250	55	172	21	49	125	83	6	
4251	8	2	5	2	11	3	6	ST-607 complex
4252	37	52	57	26	127	25	23	ST-692 complex
4253	2	17	52	3	2	1	5	ST-21 complex
4254	37	52	57	26	129	25	23	ST-692 complex
4255	62	3	6	331	3	75	3	ST-22 complex
4256	8	2	2	212	153	3	147	
4257	8	52	225	26	127	29	23	ST-692 complex
4258	2	2	2	10	10	59	5	
4259	8	10	2	2	13	12	6	ST-354 complex
4260	55	21	2	71	4	37	3	
4261	14	21	2	10	153	3	6	ST-52 complex
4262	2	217	52	3	23	100	5	
4263	14	21	2	10	23	3	6	ST-52 complex
4264	9	30	2	15	89	59	6	ST-460 complex
4265	9	2	6	15	22	3	6	ST-52 complex
4266	2	59	4	27	126	7	23	
4267	7	17	2	2	22	3	12	ST-353 complex
4268	60	69	52	10	90	3	6	
4269	9	17	5	10	10	3	1	ST-353 complex
4270	8	2	2	212	258	370	147	
4271	8	1	52	3	2	1	1	ST-21 complex
4272	4	7	10	4	5	7	1	ST-45 complex
4273	2	1	285	3	2	1	5	ST-21 complex
4274	247	39	134	82	104	35	17	ST-828 complex
4275	2	52	220	26	372	24	35	
4276	4	7	10	4	42	7	267	ST-45 complex
4277	9	25	2	10	22	304	6	ST-52 complex
4278	2	36	5	62	23	67	6	
4279	27	22	22	376	43	86	31	ST-1275 complex
4280	9	2	4	62	4	59	6	ST-257 complex
4281	24	30	286	2	89	402	6	ST-460 complex
4282	2	257	4	243	2	48	35	
4283	33	38	30	82	188	47	41	
4284	114	110	30	79	188	164	79	
4285	33	39	65	79	104	403	41	
4286	8	1	1	3	11	1	1	ST-21 complex
4287	181	17	52	10	11	3	6	
4288	7	2	5	2	58	3	6	ST-353 complex
4289	24	30	5	72	2	5	39	
4290	7	21	5	2	2	1	5	ST-206 complex
4291	33	327	30	79	113	43	17	ST-828 complex
4292	8	1	17	3	23	1	1	
4293	7	21	2	2	86	3	1	ST-464 complex
4294	2	71	5	62	2	67	285	
4295	24	21	2	2	482	59	6	ST-460 complex
4296	8	17	2	306	153	253	147	
4297	9	25	287	10	22	3	6	ST-52 complex
4298	6	4	5	2	4	282	5	
4299	33	39	66	79	104	219	17	ST-828 complex
4300	37	1	29	64	131	24	23	
4301	33	39	240	79	483	43	17	ST-828 complex
4302	8	2	5	53	480	3	1	ST-607 complex
4303	1	17	2	15	484	3	1	ST-443 complex
4304	33	39	30	79	243	43	17	ST-828 complex
4305	2	71	5	62	11	67	269	
4306	245	1	12	3	2	1	5	ST-21 complex
4307	2	4	4	105	455	25	57	
4308	123	91	194	261	339	208	173	
4309	33	39	150	82	248	35	17	ST-828 complex
4310	7	17	265	15	23	3	12	ST-443 complex
4311	2	71	5	62	11	12	6	
4312	33	38	44	82	104	43	132	ST-828 complex
4313	33	39	30	79	113	12	17	ST-828 complex
4314	2	28	29	64	486	267	124	
4315	22	28	4	64	363	3	35	
4316	32	38	30	79	104	43	36	
4317	8	1	6	3	2	157	1	
4318	33	38	293	79	188	47	41	
4319	7	97	5	2	135	3	26	ST-353 complex
4320	80	22	20	377	134	111	286	
4321	33	39	30	82	113	1	17	ST-828 complex
4322	22	247	4	28	363	29	35	
4323	2	2	2	10	10	404	5	
4324	24	2	288	72	22	405	6	
4325	24	2	2	72	22	405	6	
4326	260	2	5	2	10	3	6	ST-353 complex
4327	24	2	2	72	22	406	6	
4328	60	345	2	2	23	3	6	
4329	37	52	57	26	127	407	23	ST-692 complex
4330	10	346	290	19	10	132	7	ST-403 complex
4331	7	2	5	10	11	408	1	ST-607 complex
4332	24	347	2	15	23	12	12	ST-443 complex
4333	37	61	291	26	127	24	35	
4334	37	348	292	26	485	29	23	ST-692 complex
4335	22	349	80	48	127	34	35	
4336	1	350	5	332	261	293	3	
4337	2	1	1	380	2	1	5	ST-21 complex
4338	2	351	12	88	2	1	5	ST-21 complex
4339	2	352	84	105	126	25	57	
4340	8	52	57	26	74	29	287	ST-692 complex
4341	22	146	29	26	487	25	23	
4342	237	306	254	340	433	410	288	
4343	263	61	120	64	488	29	23	
4344	24	114	2	378	11	3	3	ST-574 complex
4345	262	30	2	379	89	3	6	ST-460 complex
4346	261	2	289	10	10	409	1	
4347	1	7	40	4	224	51	1	ST-283 complex
4348	7	17	2	2	6	3	5	ST-61 complex
4349	37	15	75	48	126	25	23	
4350	27	2	22	104	122	86	31	
4351	254	70	77	97	115	86	47	
4352	18	353	22	97	115	86	47	
4353	2	165	73	2	220	190	104	
4354	2	61	4	381	489	32	23	ST-1034 complex
4355	1	172	95	62	43	32	147	
4356	136	104	88	113	266	238	95	
4357	9	17	2	382	11	3	6	ST-52 complex
4358	8	10	2	40	11	12	6	ST-354 complex
4359	1	355	42	4	90	25	8	
4360	103	110	30	140	210	164	79	ST-1150 complex
4361	255	339	279	383	479	391	276	
4362	10	33	164	49	11	82	31	ST-1275 complex
4363	7	17	2	10	11	3	6	ST-574 complex
4364	1	22	63	384	40	7	1	
4365	243	324	280	370	493	389	277	
4366	35	43	281	5	8	46	21	
4367	244	343	272	366	474	399	289	
4368	2	59	4	48	131	25	283	
4369	264	356	12	3	2	1	5	ST-21 complex
4370	8	17	5	2	2	59	6	ST-353 complex
4371	8	112	5	2	10	59	6	ST-353 complex
4372	7	2	5	385	10	3	6	ST-353 complex
4373	7	112	5	62	11	413	6	ST-581 complex
4374	2	71	5	62	494	67	6	
4375	1	357	295	4	3	40	3	ST-22 complex
4376	7	17	5	2	13	386	5	ST-353 complex
4377	2	6	1	3	6	1	5	ST-21 complex
4378	37	52	57	26	2	29	23	ST-692 complex
4379	2	1	1	2	2	1	6	ST-21 complex
4380	1	6	61	176	40	32	3	ST-179 complex
4381	4	7	10	4	42	3	1	ST-45 complex
4382	258	174	207	193	134	381	284	
4383	2	61	4	64	332	7	3	ST-1034 complex
4384	7	53	2	10	11	3	1	ST-574 complex
4385	266	2	2	72	22	405	6	
4386	27	33	22	390	43	350	31	ST-1275 complex
4387	2	17	52	389	2	1	5	ST-21 complex
4388	24	17	297	2	2	3	1	ST-464 complex
4389	24	17	12	2	2	3	1	ST-464 complex
4390	24	17	12	3	2	1	1	
4391	4	338	70	10	1	7	1	ST-45 complex
4392	7	2	5	2	10	413	6	ST-353 complex
4393	9	2	213	72	22	3	210	
4394	33	39	103	79	500	35	17	
4395	24	17	1	2	11	3	6	ST-353 complex
4396	8	2	2	212	11	253	5	
4397	60	69	52	10	151	3	6	
4398	7	4	1	2	11	58	6	
4399	7	366	42	62	501	67	6	
4400	268	55	5	10	11	68	8	ST-446 complex
4401	18	268	229	18	502	86	16	
4402	24	30	2	10	11	3	6	ST-52 complex
4403	24	30	5	2	89	3	6	ST-460 complex
4404	7	17	52	10	13	3	6	ST-353 complex
4405	33	38	30	82	104	58	6	ST-828 complex
4406	32	39	30	82	104	3	6	ST-828 complex
4407	33	42	241	82	11	3	211	
4408	33	39	30	82	104	3	17	ST-828 complex
4409	33	38	30	82	89	3	17	ST-828 complex
4410	33	38	30	82	11	3	17	ST-828 complex
4411	37	28	120	28	127	34	23	
4412	103	110	103	4	188	7	1	ST-1150 complex
4413	103	110	103	62	188	67	6	ST-1150 complex
4414	103	110	103	140	188	85	17	ST-1150 complex
4415	7	28	5	62	1	67	6	ST-581 complex
4416	2	1	1	9	447	1	3	ST-21 complex
4417	4	115	57	26	149	29	35	
4418	124	39	30	79	104	43	17	ST-828 complex
4419	2	115	298	26	127	29	35	
4420	81	39	30	82	104	56	17	ST-828 complex
4421	2	17	1	2	7	3	5	ST-48 complex
4422	33	39	30	391	104	47	17	ST-828 complex
4423	24	2	2	2	10	3	6	ST-464 complex
4424	2	2	2	64	238	3	35	
4425	33	39	30	139	113	47	17	ST-828 complex
4426	9	10	2	2	105	5	6	ST-354 complex
4427	2	1	42	3	148	1	35	ST-21 complex
4428	2	115	298	3	127	29	35	
4429	103	39	30	82	189	44	17	ST-828 complex
4430	37	365	21	64	505	24	23	
4431	33	38	30	82	118	85	17	ST-828 complex
4432	2	75	4	48	141	299	1	ST-661 complex
4433	33	66	122	192	189	44	17	
4434	165	39	30	79	104	35	17	ST-828 complex
4435	81	39	30	79	104	47	17	ST-828 complex
4436	2	28	29	64	11	3	35	
4437	33	39	30	79	504	85	41	
4438	4	115	40	26	127	29	35	
4439	7	71	5	37	10	3	6	ST-353 complex
4440	2	52	120	48	127	99	294	ST-702 complex
4441	87	39	30	82	104	35	17	ST-828 complex
4442	81	39	30	82	104	43	17	ST-828 complex
4443	33	39	30	82	104	43	74	ST-828 complex
4444	9	2	4	62	4	99	12	ST-257 complex
4445	33	39	65	139	113	43	17	ST-828 complex
4446	81	39	30	139	113	47	17	
4447	1	31	29	176	40	32	3	ST-179 complex
4448	81	39	30	79	104	35	17	ST-828 complex
4449	24	75	80	47	141	34	1	
4450	81	39	30	82	113	47	17	ST-828 complex
4451	2	115	57	26	127	29	1	ST-692 complex
4452	7	71	5	62	11	178	1	
4453	33	39	65	82	104	43	17	ST-828 complex
4454	2	364	163	38	141	3	35	
4455	7	84	27	10	148	1	6	
4456	7	71	5	62	17	67	6	ST-581 complex
4457	33	39	30	192	503	56	17	ST-828 complex
4458	2	362	4	38	141	267	35	ST-433 complex
4459	33	39	30	139	104	43	17	ST-828 complex
4460	2	75	4	48	141	12	1	ST-661 complex
4461	33	39	30	82	113	44	74	ST-828 complex
4462	87	39	30	82	104	43	17	ST-828 complex
4463	33	124	30	82	113	44	74	
4464	33	110	30	82	104	47	74	ST-828 complex
4465	33	39	30	79	189	47	74	
4466	2	363	29	28	17	25	58	ST-1332 complex
4467	76	105	284	104	43	285	31	
4468	24	75	80	48	141	34	1	ST-661 complex
4469	2	75	4	48	141	34	12	ST-661 complex
4470	7	17	4	28	17	34	12	ST-573 complex
4471	24	2	1	2	10	3	1	ST-464 complex
4472	2	52	29	194	127	99	23	ST-702 complex
4473	33	39	30	79	189	43	41	ST-828 complex
4474	24	17	2	3	2	1	5	ST-21 complex
4475	91	39	30	82	104	43	17	ST-828 complex
4476	24	71	5	62	17	67	6	
4477	2	362	4	38	141	34	35	ST-433 complex
4478	4	2	4	62	4	5	10	ST-257 complex
4479	2	1	5	64	2	1	5	ST-21 complex
4480	87	124	30	82	189	44	74	
4481	8	367	80	64	129	25	35	
4482	7	17	301	243	23	3	12	ST-443 complex
4483	1	4	303	4	3	3	6	ST-22 complex
4484	33	39	30	79	506	47	5	
4485	2	1	1	3	2	1	297	ST-21 complex
4486	1	2	1	3	5	9	3	ST-42 complex
4487	1	1	2	2	2	3	17	ST-61 complex
4488	2	1	2	4	2	1	5	ST-21 complex
4489	7	368	5	395	10	3	26	ST-353 complex
4490	2	28	4	28	127	3	35	
4491	175	6	216	332	261	7	262	
4492	1	14	2	2	6	1	17	ST-61 complex
4493	33	283	44	82	189	414	17	
4494	1	4	2	2	496	3	17	ST-61 complex
4495	237	306	254	340	433	349	290	
4496	2	15	98	48	356	25	23	
4497	2	4	4	48	358	25	280	
4498	1	2	3	4	5	9	21	ST-42 complex
4499	98	359	98	125	180	150	113	
4500	2	29	296	48	131	25	57	
4501	237	2	254	340	433	349	290	
4502	37	52	21	388	127	29	23	ST-692 complex
4503	1	2	9	5	5	9	21	ST-42 complex
4504	2	15	4	48	356	150	23	
4505	2	1	6	3	2	3	5	ST-21 complex
4506	9	1	2	10	22	3	6	ST-52 complex
4507	9	2	2	212	309	253	147	
4508	175	6	216	332	261	7	3	
4509	2	6	5	4	261	7	3	
4510	2	52	57	26	74	29	6	ST-692 complex
4511	37	1	57	26	74	24	35	
4512	37	52	57	26	74	29	23	ST-692 complex
4513	17	146	8	5	8	29	4	ST-177 complex
4514	84	61	29	26	127	29	23	ST-692 complex
4515	2	146	57	26	126	29	35	
4516	2	1	57	28	74	29	35	
4517	2	1	57	26	107	29	35	
4518	37	1	57	26	74	29	23	ST-692 complex
4519	84	61	29	64	127	29	23	
4520	84	61	57	64	107	29	23	
4521	2	61	292	26	107	25	23	ST-1034 complex
4522	22	61	29	26	127	61	23	
4523	37	7	57	26	107	29	23	ST-692 complex
4524	10	33	61	104	134	7	89	
4525	7	17	2	15	23	429	12	ST-443 complex
4526	2	17	2	3	2	1	301	ST-21 complex
4527	1	4	2	2	6	418	17	ST-61 complex
4528	7	8	5	2	10	3	299	ST-353 complex
4529	4	7	10	4	1	7	300	ST-45 complex
4530	8	10	2	2	11	12	12	ST-354 complex
4531	2	75	5	28	17	34	1	ST-661 complex
4532	124	39	122	79	189	47	17	
4533	8	1	6	82	2	1	12	
4534	10	33	269	49	43	82	31	ST-1275 complex
4535	10	7	269	4	261	3	50	
4536	37	52	4	64	129	29	23	ST-692 complex
4537	2	75	4	79	141	34	1	ST-661 complex
4538	33	39	30	139	113	43	3	ST-828 complex
4539	4	7	299	4	1	7	1	ST-45 complex
4540	124	39	30	79	104	56	17	ST-828 complex
4541	9	2	4	62	4	5	259	ST-257 complex
4542	8	10	2	2	11	12	249	ST-354 complex
4543	124	39	30	79	189	47	17	
4544	4	110	103	140	188	164	79	ST-1150 complex
4545	33	39	30	139	189	47	17	ST-828 complex
4546	9	1	6	3	2	1	12	ST-21 complex
4547	2	4	1	2	7	416	5	ST-48 complex
4548	7	4	5	2	19	1	6	ST-353 complex
4549	4	7	1	4	42	299	1	ST-45 complex
4550	114	110	30	140	188	164	79	ST-1150 complex
4551	81	39	30	391	104	47	17	ST-828 complex
4552	9	2	4	6	508	5	59	ST-257 complex
4553	33	39	30	324	104	85	17	ST-828 complex
4554	84	106	29	28	74	417	90	ST-1287 complex
4555	2	61	57	64	332	7	23	ST-1034 complex
4556	7	1	2	2	127	3	6	ST-353 complex
4557	2	1	1	3	509	1	5	ST-21 complex
