ST	adk	fumC	gyrB	icd	mdh	purA	recA	clonal_complex
4133	8	3	58	8	5	16	4	
4134	290	54	55	352	334	323	38	
4135	6	11	4	444	7	8	6	
4136	6	537	5	9	9	8	2	
4137	43	41	15	18	11	324	6	
4138	6	4	4	16	24	325	14	
4139	357	4	12	16	24	8	14	
4140	358	11	4	10	7	8	6	
4141	10	11	4	12	342	8	2	
4142	6	4	12	443	20	12	7	
4143	9	65	5	1	11	13	6	
4144	4	26	322	25	5	5	19	
4145	6	538	12	1	9	2	7	
4146	10	11	4	1	11	8	2	
4147	10	7	5	10	12	8	49	
4148	6	11	14	18	7	7	71	
4149	6	4	5	10	20	23	6	
4150	13	475	49	16	17	64	25	
4151	31	90	326	10	24	35	47	
4152	21	35	20	6	5	91	4	
4153	10	11	4	55	8	8	2	
4154	6	4	4	18	24	326	14	
4155	48	46	69	253	8	327	148	
4156	6	11	4	8	8	328	2	
4157	6	6	14	445	7	7	71	
4158	6	539	4	8	8	8	2	
4160	10	7	4	1	8	8	2	
4161	6	11	4	8	24	8	104	
4162	6	4	14	16	24	2	14	
4163	100	23	7	45	8	3	2	
4164	100	540	7	141	7	3	7	
4165	100	23	7	447	7	2	7	
4166	83	331	42	12	1	2	2	
4167	36	24	9	13	17	11	287	
4168	62	88	78	29	59	58	62	
4169	12	12	8	12	15	329	2	
4170	228	170	85	207	116	149	106	
4171	53	542	47	13	36	28	29	
4172	10	541	4	8	8	8	12	
4173	6	6	32	16	9	7	6	
4174	9	6	389	159	9	47	6	
4175	195	239	26	446	169	163	2	
4176	6	11	4	136	7	8	6	
4177	76	14	121	36	17	11	96	
4178	76	43	13	15	18	50	25	
4179	15	18	13	13	30	115	13	
4180	6	4	4	10	7	239	7	
4181	76	24	9	13	148	11	68	
4182	10	4	4	16	7	13	2	
4183	10	11	4	358	8	13	2	
4184	10	459	4	8	8	8	7	
4186	10	11	47	8	8	13	2	
4187	20	40	41	43	5	32	2	
4188	20	40	41	43	8	32	2	
4189	10	11	4	8	42	13	2	
4191	13	43	19	14	23	11	30	
4192	88	24	49	36	95	11	91	
4193	101	14	10	200	17	7	10	
4194	6	11	10	200	7	8	6	
4195	13	40	93	13	23	28	10	
4196	360	24	19	14	23	1	10	
4197	58	543	136	30	112	1	2	
4198	137	4	5	1	11	7	7	
4199	112	11	5	12	8	321	86	
4200	6	23	32	449	9	8	7	
4201	62	100	17	31	5	58	4	
4202	83	93	136	30	1	162	29	
4203	53	106	47	13	36	28	29	
4204	24	11	4	8	8	8	73	
4205	37	10	14	200	17	7	10	
4206	37	10	14	200	17	7	10	
4207	37	14	10	200	17	7	10	
4208	4	26	2	25	4	5	2	
4209	14	38	19	37	17	11	26	
4210	67	32	87	52	70	126	2	
4211	6	29	14	10	11	23	6	
4212	6	65	32	26	11	8	2	
4213	6	95	15	157	9	8	14	
4214	112	11	4	12	8	8	86	
4215	100	276	16	446	1	1	2	
4216	35	35	61	52	5	5	2	
4217	10	11	4	292	8	175	2	
4218	28	14	10	14	30	94	92	
4219	13	40	19	13	23	25	66	
4220	53	303	4	13	23	25	109	
4221	242	313	253	269	216	17	204	
4223	92	4	87	96	347	58	2	
4225	12	193	176	30	1	1	2	
4226	53	26	47	13	36	28	29	
4227	6	4	14	18	11	26	7	
4228	200	29	308	52	5	16	4	
4229	6	243	14	1	24	62	7	
4230	92	291	87	140	249	321	272	
4231	100	466	16	113	313	321	261	
4234	10	7	4	8	9	8	2	
4235	76	115	10	119	30	330	136	
4236	20	38	19	43	5	11	2	
4237	366	38	86	13	17	11	26	
4238	10	11	4	8	8	9	2	
4239	10	118	4	8	8	8	2	
4240	6	6	162	26	11	8	2	
4241	10	27	5	16	12	8	2	
4242	112	11	5	12	8	18	86	
4243	79	3	206	451	5	16	182	
4244	23	28	22	27	5	331	4	
4245	6	549	12	1	20	8	7	
4246	4	2	2	4	4	4	296	
4247	83	550	280	453	112	2	138	
4248	46	4	13	29	77	127	22	
4249	6	445	326	12	282	178	297	
4250	6	4	4	85	43	12	298	
4251	6	4	5	18	11	8	299	
4252	57	11	1	454	7	8	2	
4253	10	11	4	8	8	306	2	
4254	62	100	17	31	5	8	4	
4255	10	7	4	8	12	5	2	
4256	6	45	41	43	7	8	6	
4257	101	6	97	108	26	8	2	
4258	91	88	3	56	11	26	6	
4259	6	38	33	37	20	8	26	
4260	13	475	49	13	17	64	25	
4261	6	4	12	1	20	18	126	
4262	36	24	9	13	17	11	7	
4263	6	4	4	16	24	8	25	
4264	37	38	19	37	17	11	14	
4265	27	32	24	29	26	19	26	
4266	6	4	12	1	20	13	9	
4267	6	6	4	16	24	8	7	
4268	142	43	13	455	348	14	137	
4269	10	11	394	8	8	13	73	
4270	6	4	33	1	20	18	7	
4271	6	4	4	16	24	48	14	
4272	8	7	1	8	8	48	6	
4273	10	4	33	16	11	48	6	
4274	6	551	5	28	1	1	2	
4275	6	7	5	1	8	1	27	
4276	368	11	4	10	7	8	6	
4277	82	552	73	456	349	332	300	
4278	369	4	395	18	9	8	2	
4279	54	554	396	49	45	216	4	
4280	13	555	19	36	16	10	10	
4281	6	4	3	16	11	8	301	
4282	6	4	3	457	9	8	6	
4283	13	166	47	458	23	28	122	
4284	13	166	47	458	7	28	122	
4285	9	556	4	18	24	16	14	
4286	6	191	4	88	7	333	7	
4287	10	553	4	8	8	8	2	
4288	35	57	2	27	37	5	4	
4289	179	371	53	58	1	1	2	
4290	164	35	130	25	5	1	39	
4291	47	39	19	37	17	25	10	
4292	38	29	12	1	9	8	7	
4293	6	4	22	88	11	8	14	
4294	277	29	101	1	20	8	6	
4295	9	29	5	1	11	319	6	
4296	83	260	176	291	24	2	2	
4297	36	39	10	13	17	11	28	
4298	36	160	131	6	5	16	99	
4299	13	52	10	14	17	25	2	
4300	85	100	78	29	59	58	62	
4301	99	6	33	33	24	8	9	
4302	62	88	17	31	5	5	4	
4303	6	19	57	18	9	8	6	
4304	6	4	4	29	24	5	14	
4305	24	11	4	8	8	8	291	
4306	203	557	390	232	40	1	302	
4307	92	4	87	96	70	2	2	
4340	370	546	391	450	345	40	290	
4341	14	558	10	14	17	7	74	
4342	18	559	17	6	5	5	39	
4343	13	560	19	36	23	11	10	
4344	36	561	9	13	17	11	25	
4345	6	189	5	10	9	8	6	
4346	9	65	69	1	9	13	6	
4347	64	11	5	8	7	1	41	
4348	223	271	318	29	70	146	167	
4349	27	45	41	43	5	32	2	
4350	13	13	40	13	23	311	66	
4351	85	40	78	29	59	58	62	
4352	10	22	135	8	8	8	2	
4353	18	302	157	31	351	16	4	
4354	53	88	47	13	36	28	29	
4355	85	88	78	29	59	58	14	
4356	9	6	33	13	24	8	73	
4357	371	23	3	18	9	2	41	
4358	6	11	95	104	8	8	2	
4359	43	41	266	18	11	7	6	
4360	9	86	5	1	9	13	6	
4361	21	35	61	6	5	5	4	
4362	9	65	288	1	9	13	6	
4363	13	13	9	13	16	5	9	
4364	13	13	9	13	16	10	181	
4365	100	11	4	8	8	13	73	
4366	13	37	29	25	4	5	73	
4367	99	6	33	33	7	8	7	
4368	21	35	61	52	7	5	4	
4369	6	212	4	1	5	48	7	
4370	101	88	30	108	26	79	2	
4371	6	6	4	16	7	1	7	
4372	13	563	9	13	16	10	9	
4373	223	271	398	29	70	146	167	
4374	10	564	5	8	352	8	2	
4375	10	7	4	12	8	334	2	
4376	119	150	12	459	24	8	6	
4377	83	306	362	460	209	16	181	
4378	372	4	14	16	24	8	303	
4379	137	4	5	1	353	13	7	
4380	6	4	3	18	11	7	2	
4381	6	11	5	1	20	306	2	
4382	9	23	32	1	9	8	6	
4383	10	189	4	8	8	13	2	
4384	9	65	5	1	203	13	6	
4385	9	6	33	131	24	8	73	
