ST	aroE	gdh	gki	recP	spi	xpt	ddl	clonal_complex
5925	2	5	4	1	10	6	118	
5926	1	2	29	4	43	1	5	
5927	16	9	89	3	9	16	18	
5928	12	16	19	10	238	14	9	
5929	5	9	4	1	10	1	118	
5930	10	5	4	1	6	1	118	
5931	12	8	9	104	3	20	9	
5932	10	5	54	1	32	1	118	
5933	2	5	36	3	17	339	1	
5934	162	13	4	10	17	115	28	
5935	2	10	9	18	36	1	31	
5936	12	8	230	5	6	20	8	
5937	12	57	2	6	6	22	14	
5938	8	88	4	18	9	112	19	
5939	5	5	4	1	3	1	118	
5940	2	5	36	16	6	339	1	
5941	16	32	4	5	9	92	17	
5942	8	8	9	104	6	20	6	
5943	1	17	73	47	36	1	5	
5944	43	31	9	1	17	1	9	
5945	43	5	4	16	7	111	255	
5946	2	9	54	5	6	115	15	
5947	1	9	9	1	6	1	31	
5948	12	8	9	10	17	1	14	
5949	7	9	255	16	9	1	14	
5950	2	13	8	5	9	20	8	
5951	1	25	4	4	15	20	17	
5952	10	16	54	1	32	1	15	
5953	12	5	1	5	6	1	6	
5954	2	2	4	5	9	3	18	
5955	193	1	4	1	18	58	17	
5956	42	35	2	36	9	363	18	
5957	7	277	111	10	13	1	6	
5958	7	9	19	1	253	48	14	
5959	2	13	9	1	254	19	14	
5960	7	11	10	43	6	8	411	
5961	1	5	5	5	6	3	65	
5962	7	278	8	6	3	1	8	
5963	2	13	162	16	15	14	44	
5964	6	230	1	1	7	1	31	
5965	2	38	62	10	17	20	5	
5966	1	12	2	16	10	364	6	
5967	5	40	4	19	10	6	27	
5968	7	13	4	16	6	10	31	
5969	18	9	2	16	6	20	245	
5970	1	8	1	1	16	187	18	
5971	1	2	1	5	17	4	14	
5972	10	13	4	16	6	365	31	
5973	2	194	53	18	10	1	271	
5974	1	2	4	1	17	14	14	
5975	2	53	2	1	6	19	18	
5976	7	5	1	10	13	1	6	
5977	1	2	7	18	17	14	17	
5978	2	5	2	1	6	79	1	
5979	7	16	1	8	14	11	14	
5980	2	9	9	1	6	17	9	
5981	1	15	87	134	10	1	6	
5982	2	12	2	8	6	1	14	
5983	5	8	1	62	6	77	412	
5984	25	8	1	165	6	77	412	
5985	13	9	1	1	9	1	18	
5986	7	279	9	166	77	105	14	
5987	1	16	274	1	15	11	1	
5988	13	280	53	17	14	366	31	
5989	7	2	1	1	10	1	45	
5990	5	61	95	16	218	14	14	
5991	13	280	53	17	14	1	31	
5992	18	9	4	32	6	2	413	
5993	180	5	9	16	6	28	5	
5994	5	5	27	1	10	1	70	
5995	12	251	4	1	15	1	1	
5996	2	16	150	1	13	1	29	
5997	1	60	67	16	15	104	14	
5998	1	60	67	16	10	103	17	
5999	2	13	175	6	25	6	14	
6000	7	13	8	6	25	6	271	
6001	8	19	2	83	6	22	14	
6002	61	60	2	16	10	104	17	
6003	7	13	36	6	25	6	14	
6004	2	8	4	4	6	1	17	
6005	8	10	29	16	1	26	1	
6006	7	5	1	1	15	1	43	
6007	1	8	9	2	6	367	6	
6008	2	5	1	11	122	368	14	
6009	7	13	8	6	25	6	23	
6010	1	13	14	4	14	4	271	
6011	7	13	4	16	6	1	17	
6012	7	15	40	1	6	1	22	
6013	7	15	275	10	6	1	22	
6014	194	9	15	14	10	16	1	
6015	7	2	4	1	43	321	21	
6016	7	29	1	1	6	31	14	
6017	16	5	73	5	10	16	19	
6018	6	5	5	5	7	3	5	
6019	10	25	78	4	10	20	28	
6020	1	32	97	5	6	88	62	
6021	2	11	4	4	17	88	19	
6022	15	15	1	16	6	20	17	
6023	5	5	6	10	9	20	6	
6024	7	8	19	16	15	1	14	
6025	8	5	4	3	6	1	168	
6026	10	5	9	5	6	130	14	
6027	1	16	34	1	6	6	9	
6028	2	9	4	4	10	28	6	
6029	1	5	29	1	43	20	8	
6030	10	11	6	1	7	146	5	
6031	16	5	2	12	6	3	168	
6032	2	17	107	4	9	105	182	
6033	16	5	62	10	17	1	6	
6034	10	18	4	10	17	1	17	
6035	15	8	9	16	6	88	8	
6036	8	10	2	16	6	26	14	
6037	8	5	4	12	15	16	6	
6038	1	32	97	5	6	88	168	
6039	6	230	1	10	7	1	31	
6040	10	8	82	16	81	1	14	
6041	7	62	1	63	6	1	14	
6042	18	5	4	3	6	1	168	
6043	2	5	36	12	17	21	126	
6044	2	11	1	1	17	20	14	
6045	7	43	2	18	13	49	6	
6046	20	28	1	1	15	1	14	
6047	1	5	4	5	5	320	8	
6048	1	5	7	5	27	28	8	
6049	1	5	27	22	1	1	1	
6050	1	8	4	5	27	19	9	
6051	2	5	9	15	125	14	31	
6052	2	19	2	17	6	44	1	
6053	5	17	4	16	6	1	14	
6054	7	5	4	5	5	1	8	
6055	7	13	8	5	9	6	6	
6056	10	18	4	1	7	19	8	
6057	10	20	8	5	6	1	29	
6058	12	5	89	8	6	3	14	
6059	15	29	4	21	30	7	19	
6060	16	32	4	5	6	6	17	
6061	16	32	19	5	6	92	17	
6062	16	34	4	5	17	4	14	
6063	43	60	2	1	11	14	288	
6064	142	5	4	5	6	33	277	
6065	43	5	4	1	36	259	74	
6066	26	9	2	14	9	16	19	
6067	195	5	36	12	17	21	14	
6068	8	13	14	4	17	369	14	
6069	163	5	4	5	255	115	15	
6070	1	8	4	47	36	1	414	
6071	2	9	54	167	15	288	118	
6072	2	9	54	168	6	288	389	
6073	1	8	276	15	25	20	168	
6074	12	8	277	1	3	20	14	
6075	16	12	278	1	41	33	33	
6076	13	60	9	1	9	14	6	
6077	2	11	54	5	6	1	118	
6078	2	9	54	5	6	288	6	
6079	12	19	2	17	6	370	14	
6080	12	5	19	1	238	177	415	
6081	7	5	279	5	9	6	8	
6082	16	282	4	18	6	108	14	
6083	12	62	54	169	6	1	5	
6084	12	62	9	2	6	371	5	
6085	1	2	4	38	256	14	9	
6086	12	5	19	1	238	177	416	
6087	16	283	4	18	6	3	417	
6088	12	8	9	104	3	20	418	
6089	1	10	280	16	9	19	9	
6090	172	262	261	5	42	372	168	
6091	16	13	4	18	6	373	14	
6092	6	284	2	2	9	20	148	
6093	10	11	4	16	257	1	145	
6094	8	11	36	3	258	115	6	
6095	12	8	9	104	3	20	417	
6096	12	8	9	104	3	19	418	
6097	12	62	1	2	6	374	14	
6098	16	9	253	3	9	375	5	
6099	8	5	4	1	15	376	14	
6100	7	13	8	10	6	14	124	
6101	12	8	9	1	3	377	14	
6102	15	5	62	10	6	378	118	
6103	172	262	261	5	42	379	168	
6104	2	5	36	63	17	112	17	
6105	2	5	36	55	17	380	14	
6106	10	16	54	1	11	20	75	
6107	2	2	4	38	15	381	9	
6108	15	5	281	5	6	14	18	
6109	1	11	74	5	6	382	18	
6110	1	11	74	170	6	14	18	
6111	12	8	9	104	3	20	419	
6112	12	11	9	3	3	20	1	
6113	43	285	4	16	7	383	255	
6114	2	11	4	5	6	111	420	
6115	1	11	4	38	256	14	9	
6116	1	10	9	18	259	1	262	
6117	12	8	9	1	3	16	108	
6118	7	10	1	2	260	1	18	
6119	2	5	255	3	6	1	107	
6120	10	13	53	1	72	38	421	
6121	1	5	4	32	14	20	422	
6122	7	270	4	18	15	20	28	
6123	16	13	4	4	261	113	18	
6124	16	29	9	1	248	33	33	
6125	10	13	4	16	262	10	31	
6126	1	5	4	5	263	1	8	
6127	196	57	54	16	17	20	19	
6128	150	38	282	16	6	1	14	
6129	150	1	34	5	10	384	14	
6130	7	13	4	1	6	385	6	
6131	18	38	4	5	17	339	1	
6132	199	5	287	29	6	168	59	
6133	12	286	4	10	27	3	5	
6134	2	5	288	12	2	21	14	
6135	12	287	54	5	17	112	17	
6136	198	13	9	1	238	115	9	
6137	197	18	4	1	7	19	9	
6138	4	419	2	4	6	1	1	
6139	1	8	19	5	6	3	425	
6140	7	13	249	6	3	6	8	
6141	15	291	19	15	6	20	26	
6142	13	8	4	1	15	390	8	
6143	10	16	285	1	6	1	31	
6144	1	5	4	5	5	3	426	
6145	10	11	4	16	264	1	145	
6146	1	5	4	172	5	3	8	
6147	2	5	286	18	42	3	18	
6148	8	8	263	12	6	104	14	
6149	5	266	8	66	9	103	245	
6150	2	19	2	17	6	22	427	
6151	4	29	4	15	220	12	31	
6152	7	29	4	15	17	12	31	
6153	8	37	9	29	265	12	53	
6154	15	16	1	22	6	40	26	
6155	1	13	1	1	15	23	9	
6156	8	10	2	1	1	26	9	
6157	8	10	2	42	1	26	1	
6158	5	5	62	2	6	11	14	
6159	7	13	2	6	10	1	1	
6160	7	26	2	6	10	1	1	
6161	13	14	4	12	1	1	180	
6162	5	5	7	7	8	8	4	
6163	1	13	9	12	94	28	428	
6164	1	5	9	12	94	28	18	
6165	7	25	289	4	15	20	28	
6166	8	207	14	4	17	4	14	
6167	7	13	14	4	17	51	14	
6168	7	1	4	1	18	58	18	
6169	7	5	9	9	6	4	6	
6170	12	8	9	3	6	20	57	
6171	4	8	4	8	161	120	125	
6172	147	62	1	12	266	1	14	
6173	43	292	9	4	10	391	6	
6174	2	19	2	17	6	22	429	
6175	7	294	4	5	6	1	18	
6176	2	5	36	12	17	21	19	
6177	189	8	9	9	56	4	6	
6178	2	295	2	17	6	22	14	
6179	200	5	1	1	6	31	14	
6180	2	20	14	1	6	1	29	
6181	7	13	8	6	1	6	264	
6182	18	5	2	5	6	343	14	
6183	1	5	2	173	6	1	14	
6184	15	16	19	15	6	20	430	
6185	5	8	4	16	6	104	31	
6186	15	29	4	21	30	1	431	
6187	8	43	14	8	17	4	14	
6188	1	16	4	10	17	1	19	
6189	7	5	1	4	6	31	14	
6190	10	8	290	35	6	1	14	
6191	8	8	4	1	6	3	168	
6192	1	12	47	5	6	14	255	
6193	2	32	165	5	6	112	145	
6194	93	8	29	1	9	12	14	
6195	7	31	8	1	6	1	31	
6196	5	15	15	1	17	303	6	
6197	10	13	34	16	15	111	31	
6198	2	13	2	1	6	121	22	
6199	2	32	9	47	7	21	19	
6200	5	29	4	21	30	1	14	
6201	142	10	4	16	17	33	277	
6202	13	13	4	16	6	365	120	
6203	13	5	69	1	9	14	17	
6204	58	8	4	15	10	1	9	
6205	4	4	2	4	27	1	1	
6206	5	6	33	1	6	3	4	
6207	8	5	53	12	6	1	8	
6208	2	5	54	4	9	33	309	
6209	93	60	4	113	6	20	70	
6210	18	5	14	5	6	19	9	
6211	12	13	14	12	17	4	14	
6212	1	8	34	5	268	397	17	
6213	2	5	29	12	16	3	435	
6214	7	6	1	2	6	15	436	
6215	4	4	2	4	4	8	1	
6216	4	4	2	4	4	1	437	
6217	4	4	2	4	4	398	437	
6218	4	4	2	174	4	1	1	
6219	4	4	2	175	4	1	1	
6220	4	4	293	5	4	1	1	
6221	7	5	4	2	48	20	28	
6222	7	21	4	12	1	1	14	
6223	1	12	1	5	15	26	14	
6224	12	7	4	12	10	1	27	
6225	5	21	4	29	10	1	27	
6226	4	5	4	5	5	1	1	
6227	12	19	2	17	6	20	14	
6228	12	19	2	17	6	3	14	
6229	7	19	2	17	7	22	14	
6230	1	5	36	5	5	3	5	
6231	12	19	34	17	6	22	14	
6232	10	13	2	1	15	20	31	
6233	1	10	2	32	9	3	417	
6234	12	19	11	17	6	22	14	
6235	7	22	1	2	5	3	14	
6236	8	13	11	4	15	20	168	
6237	2	5	2	1	1	26	1	
6238	23	13	2	4	15	4	19	
6239	10	2	34	16	15	14	145	
6240	10	2	11	16	15	14	145	
6241	2	8	34	16	1	26	1	
6242	2	8	2	16	1	26	1	
6243	10	2	53	16	15	14	145	
6244	5	13	2	50	15	4	19	
6245	5	13	11	4	15	4	19	
6246	2	5	11	16	1	26	1	
6247	5	13	11	4	15	1	1	
6248	2	5	34	16	1	26	1	
6249	10	2	9	16	15	14	145	
6250	1	5	11	1	9	14	145	
6251	5	13	19	4	15	4	6	
6252	10	13	11	16	6	1	31	
6253	1	5	11	32	14	20	6	
6254	1	5	11	32	14	20	199	
6255	1	5	4	32	14	20	199	
6256	1	5	34	32	14	20	422	
6257	189	43	19	32	14	20	199	
6258	1	5	53	32	14	20	14	
6259	7	13	53	6	25	6	8	
6260	6	5	53	32	14	20	199	
6261	1	5	53	32	14	3	5	
6262	1	5	19	32	14	20	199	
6263	17	5	53	32	14	20	199	
6264	1	5	53	32	9	20	199	
6265	1	13	8	6	25	6	8	
6266	1	22	53	32	14	20	199	
6267	1	8	34	4	6	1	14	
6268	1	5	53	32	14	352	199	
6269	1	11	53	32	14	22	199	
6270	4	8	19	15	6	20	26	
6271	10	13	9	10	6	273	14	
6272	15	62	19	10	36	20	6	
6273	12	16	9	5	3	20	6	
6274	4	16	2	15	4	1	1	
6275	4	16	19	15	3	20	26	
6276	1	38	9	1	241	1	18	
6277	7	8	9	3	3	20	57	
6278	6	5	9	5	15	339	6	
6279	15	29	4	21	30	1	5	
6280	15	29	4	3	30	20	14	
6281	7	13	8	6	25	246	8	
6282	15	8	9	1	6	4	6	
6283	2	8	36	12	30	21	1	
6284	15	29	4	5	30	1	14	
6285	15	29	4	21	30	352	5	
6286	7	13	8	6	72	38	8	
6287	7	13	8	32	25	6	8	
6288	15	29	4	21	30	352	101	
6289	15	9	4	5	17	20	18	
6290	2	62	1	25	10	20	14	
6291	2	62	1	25	6	58	5	
6292	6	62	5	30	88	1	5	
6293	7	22	1	2	5	20	271	
6294	10	38	1	8	6	1	5	
6295	2	5	1	2	88	1	27	
6296	7	22	1	2	5	220	14	
6297	7	22	1	2	5	1	271	
6298	6	62	5	30	88	220	6	
6299	6	62	1	25	6	58	5	
6300	2	17	1	25	6	1	6	
6301	2	270	1	6	6	1	18	
6302	8	270	1	2	6	20	17	
6303	15	13	4	6	30	20	5	
6304	7	22	1	2	5	220	271	
6305	15	13	4	6	30	1	5	
6306	2	62	4	25	6	4	6	
6307	2	62	1	25	6	1	14	
6308	7	5	1	4	15	20	28	
6309	2	8	1	25	15	20	6	
6310	1	10	9	43	5	1	17	
6311	13	5	1	3	17	8	14	
6312	8	5	10	3	6	1	6	
6313	8	5	36	3	6	111	5	
6314	1	11	10	5	6	14	6	
6315	7	5	36	3	6	1	6	
6316	1	11	10	12	6	14	6	
6317	2	11	4	5	6	6	111	
6318	10	8	4	1	6	48	18	
6319	8	10	4	1	17	12	31	
6320	1	5	9	16	77	105	18	
6321	7	8	8	12	6	6	63	
6322	5	16	8	16	25	104	14	
6323	1	13	9	1	77	105	18	
6324	7	32	8	12	6	1	63	
6325	7	32	8	12	10	6	63	
6326	25	31	4	16	42	6	44	
6327	10	12	2	113	3	28	63	
6328	2	32	9	47	6	20	17	
6329	18	38	4	5	17	105	1	
6330	8	19	2	27	7	389	71	
6331	5	5	6	16	9	1	34	
6332	12	8	54	5	17	112	17	
6333	4	4	2	4	4	38	1	
6334	5	5	4	1	10	22	118	
6335	12	5	1	2	6	7	269	
6336	180	5	4	5	10	19	7	
6337	10	5	1	113	9	220	8	
6338	93	13	7	16	6	220	70	
6339	5	6	1	60	6	3	4	
6340	7	30	8	6	6	19	1	
6341	4	4	2	4	13	1	1	
6342	13	13	4	16	6	10	120	
6343	7	187	122	15	17	1	290	
6344	15	29	4	21	30	1	41	
6345	1	12	1	23	7	4	14	
6346	5	13	4	11	6	14	31	
6347	16	5	1	5	9	1	28	
6348	8	8	263	5	6	104	14	
6349	43	5	4	10	32	3	74	
6350	7	11	10	108	6	8	1	
6351	1	4	2	8	4	1	1	
6352	15	11	146	15	11	3	9	
6353	12	19	2	17	6	22	6	
6354	1	8	21	5	6	130	14	
6355	1	43	41	18	6	49	8	
6356	10	8	82	16	81	28	14	
6357	1	60	4	1	6	123	120	
6358	8	5	4	1	6	20	1	
6359	2	5	174	1	7	1	5	
6360	2	5	29	18	42	3	9	
6361	2	8	4	2	13	60	8	
6362	93	15	7	113	6	20	14	
6363	12	60	9	1	6	22	14	
6364	8	5	2	16	1	1	1	
6365	5	5	1	50	116	1	75	
6366	2	32	9	5	6	21	17	
6367	16	5	53	5	241	1	5	
6368	16	2	53	5	9	1	5	
6369	16	2	4	1	241	1	5	
6370	16	12	9	5	248	33	33	
6371	6	62	5	1	88	26	6	
6372	15	9	4	5	15	20	18	
6373	7	9	1	13	15	20	28	
6374	7	9	5	13	15	20	28	
6375	7	25	8	5	10	246	14	
6376	7	25	8	5	10	6	6	
6377	7	9	8	13	15	246	28	
6378	6	62	4	5	88	58	6	
6379	6	13	8	6	25	20	8	
6380	12	9	4	13	15	58	28	
6381	51	9	4	13	15	58	28	
6382	7	9	4	5	15	20	28	
6383	6	62	5	30	88	20	199	
6384	6	62	5	30	88	6	5	
6385	7	9	4	5	15	58	18	
6386	7	25	8	5	10	58	271	
6387	6	62	5	30	88	58	199	
6388	7	9	5	6	15	20	28	
6389	7	25	8	5	10	6	14	
6390	7	9	4	13	14	20	28	
6391	6	13	8	10	25	1	8	
6392	7	22	8	2	5	1	14	
6393	2	270	1	6	6	20	18	
6394	2	10	4	10	6	3	2	
6395	7	42	4	5	9	1	6	
6396	7	25	29	5	10	79	6	
6397	12	11	2	17	6	22	14	
6398	4	16	19	15	6	400	1	
6399	4	16	19	15	6	401	1	
6400	4	16	1	15	6	20	1	
6401	4	298	19	15	6	20	1	
6402	1	9	1	1	6	3	17	
6403	1	16	71	1	6	17	6	
6404	7	16	1	1	6	402	14	
6405	7	16	19	15	6	20	102	
6406	2	13	4	5	30	121	29	
6407	7	12	7	1	116	14	14	
6408	202	13	8	6	1	6	8	
6409	15	29	4	21	30	267	14	
6410	7	6	4	2	10	28	14	
6411	203	32	6	6	6	1	14	
6412	15	13	4	16	6	121	17	
6413	2	13	2	5	6	124	14	
6414	7	12	6	1	116	14	29	
6415	5	6	1	2	6	403	4	
6416	8	299	4	15	39	12	14	
6417	11	6	4	2	10	28	14	
6418	2	16	2	5	6	121	14	
6419	11	6	1	2	6	3	4	
6420	5	25	4	4	15	20	1	
6421	5	9	8	6	1	6	384	
6422	1	5	4	5	5	27	14	
6423	7	12	7	21	116	14	29	
6424	8	13	2	1	6	121	121	
6425	12	5	2	6	6	1	14	
6426	15	60	2	1	6	121	121	
6427	15	17	4	148	6	1	439	
6428	2	16	23	176	42	3	18	
6429	8	175	40	1	6	234	270	
6430	2	13	294	5	6	121	29	
6431	5	6	1	2	6	3	440	
6432	8	8	19	177	77	1	68	
6433	11	13	2	5	6	121	29	
6434	204	32	6	6	6	1	14	
6435	5	6	1	178	6	1	271	
6436	11	13	8	6	6	121	121	
6437	8	8	19	16	269	1	68	
6438	7	29	8	6	1	6	8	
6439	10	9	4	16	1	6	384	
6440	10	16	128	16	6	14	14	
6441	7	8	53	12	6	1	8	
6442	8	201	223	16	9	20	118	
6443	10	50	53	1	9	3	309	
6444	8	14	2	16	6	26	1	
6445	2	42	54	8	6	88	20	
6446	13	13	6	5	10	4	17	
6447	16	9	6	10	6	1	18	
6448	13	13	6	5	10	140	17	
6449	10	16	54	10	6	1	168	
6450	43	9	1	1	11	20	70	
6451	1	2	29	4	43	1	255	
6452	10	13	4	5	15	1	11	
6453	5	13	261	2	6	1	14	
6454	72	5	2	5	10	88	148	
6455	2	42	9	1	6	19	20	
6456	16	32	4	5	17	88	168	
6457	5	13	1	2	6	1	14	
6458	58	9	4	4	6	142	9	
6459	10	8	29	1	42	142	31	
6460	10	11	7	113	13	20	70	
6461	2	17	4	53	67	20	8	
6462	1	9	1	1	11	20	70	
6463	20	5	4	5	6	83	9	
6464	8	16	53	1	17	33	9	
6465	2	42	2	1	6	115	20	
6466	16	12	29	1	6	33	1	
6467	5	25	1	3	6	1	14	
6468	123	15	10	12	6	115	262	
6469	93	60	7	113	13	20	70	
6470	6	57	83	28	7	1	31	
6471	10	13	53	1	72	88	168	
6472	8	10	223	1	13	1	71	
6473	58	5	4	47	218	79	5	
6474	2	5	10	1	9	83	74	
6475	10	5	4	1	67	20	11	
6476	2	12	9	1	6	20	5	
6477	10	16	54	1	9	7	31	
6478	7	14	4	10	1	1	14	
6479	1	12	1	1	15	187	19	
6480	1	13	29	1	43	115	18	
6481	72	5	81	16	7	3	288	
6482	2	12	1	18	6	1	8	
6483	1	239	53	18	15	2	11	
6484	1	2	29	4	32	1	255	
6485	8	5	7	12	1	16	6	
6486	13	32	2	1	17	20	148	
6487	2	5	10	1	15	1	74	
6488	1	2	7	4	43	1	255	
6489	1	2	29	1	43	115	18	
6490	1	2	29	4	6	1	8	
6491	2	5	10	5	6	1	6	
6492	2	5	10	16	6	1	31	
6493	2	9	4	1	10	140	19	
6494	2	10	9	1	17	20	19	
6495	2	12	9	5	9	235	8	
6496	2	12	10	18	6	1	6	
6497	2	13	4	10	17	115	28	
6498	2	42	2	1	6	1	20	
6499	2	60	54	8	6	88	20	
6500	5	13	1	3	6	1	14	
6501	6	57	83	28	15	1	15	
6502	6	60	4	5	27	123	5	
6503	7	2	29	16	6	1	11	
6504	7	5	4	53	67	20	14	
6505	7	5	36	3	11	1	6	
6506	7	16	4	5	27	88	1	
6507	8	10	2	12	1	1	1	
6508	8	15	89	1	6	224	11	
6509	8	32	2	1	17	20	148	
6510	10	16	5	10	6	1	168	
6511	12	12	1	5	6	20	9	
6512	20	65	1	1	15	14	8	
6513	72	5	4	5	15	1	9	
6514	72	5	4	16	7	3	288	
6515	72	5	4	16	27	3	288	
6516	1	5	2	10	6	1	22	
6517	206	8	2	4	6	1	1	
6518	2	5	1	16	6	192	17	
6519	7	11	10	1	6	8	4	
6520	6	5	4	10	7	1	5	
6521	8	11	10	1	6	8	90	
6522	10	307	14	1	6	1	29	
6523	1	60	9	1	17	105	441	
6524	1	12	1	16	270	4	14	
6525	6	62	1	25	6	220	6	
6526	7	22	4	2	5	20	271	
6527	2	8	1	25	6	20	6	
6528	2	62	1	25	6	1	28	
6529	7	22	255	2	5	1	14	
6530	1	11	10	5	6	1	6	
6531	15	5	36	3	6	1	6	
6532	12	19	2	17	6	58	14	
6533	2	5	4	3	5	3	5	
6534	1	2	29	4	6	1	453	
6535	2	5	10	180	6	1	74	
6536	2	5	29	16	6	390	18	
6537	2	8	36	12	17	21	448	
6538	2	32	9	47	6	406	17	
6539	2	32	165	171	6	404	145	
6540	2	65	36	12	17	21	449	
6541	5	8	296	1	9	14	14	
6542	5	8	297	8	77	103	245	
6543	5	300	1	16	17	79	14	
6544	5	303	6	16	9	1	14	
6545	6	5	4	5	36	409	9	
6546	6	10	29	180	27	83	454	
6547	6	304	83	28	17	1	9	
6548	7	2	29	38	10	1	451	
6549	7	5	10	18	6	8	447	
6550	7	5	249	6	10	6	50	
6551	7	5	299	18	6	8	1	
6552	7	13	8	6	25	6	452	
6553	7	13	301	6	25	1	74	
6554	7	14	4	12	1	1	446	
6555	7	187	122	87	17	1	444	
6556	8	5	5	92	6	20	442	
6557	8	10	246	70	2	407	5	
6558	8	10	295	70	11	28	255	
6559	8	12	4	18	271	83	19	
6560	8	306	2	12	1	1	1	
6561	8	306	2	12	1	1	14	
6562	10	13	53	1	67	406	31	
6563	10	13	300	16	6	111	31	
6564	10	29	2	1	246	38	41	
6565	10	60	4	10	15	405	11	
6566	10	60	4	10	272	405	11	
6567	12	308	302	179	10	142	17	
6568	12	308	302	179	10	142	22	
6569	13	32	2	1	17	20	450	
6570	13	32	2	1	271	20	148	
6571	13	305	6	5	10	140	17	
6572	15	290	4	10	7	88	9	
6573	29	34	19	182	36	22	445	
6574	29	34	96	183	36	411	445	
6575	58	301	54	10	17	79	190	
6576	72	5	4	16	7	408	288	
6577	72	309	10	5	7	410	33	
6578	93	60	298	113	17	20	70	
6579	97	38	9	18	77	1	443	
6580	150	1	282	5	10	20	14	
6581	162	2	4	10	17	140	5	
6582	162	13	4	10	17	405	28	
6583	162	16	54	1	10	7	31	
6584	181	16	19	43	9	20	6	
6585	181	302	19	15	2	20	26	
6586	199	5	97	29	6	168	59	
6587	205	162	2	1	55	38	41	
6588	207	2	4	181	10	4	8	
6589	207	5	4	5	15	4	8	
6590	207	60	4	10	15	405	11	
6591	208	308	302	179	10	142	17	
6592	1	5	7	4	10	1	8	
6593	1	5	7	4	10	1	14	
6594	1	5	7	12	217	1	14	
6595	1	5	7	19	17	1	14	
6596	1	5	7	27	10	1	8	
6597	1	5	9	1	9	3	14	
6598	1	8	1	10	10	4	6	
6599	1	8	4	1	1	4	68	
6600	1	10	4	1	9	4	5	
6601	1	13	14	4	217	51	15	
6602	1	21	136	9	6	26	6	
6603	2	1	59	1	6	31	271	
6604	2	5	1	12	15	277	18	
6605	2	5	29	12	10	3	14	
6606	2	5	29	12	19	3	14	
6607	2	5	59	1	16	3	14	
6608	2	8	2	12	6	1	309	
6609	2	13	9	6	6	112	14	
6610	2	13	14	4	217	4	14	
6611	2	21	9	1	10	19	14	
6612	2	27	2	4	9	51	5	
6613	2	27	2	12	9	4	31	
6614	2	27	4	19	9	4	31	
6615	5	4	12	1	1	11	2	
6616	5	5	4	1	9	1	14	
6617	5	5	4	2	10	1	27	
6618	5	7	4	4	10	40	27	
6619	7	2	1	4	17	1	8	
6620	7	2	1	5	10	1	5	
6621	7	5	1	8	14	37	14	
6622	7	5	1	8	14	88	14	
6623	7	5	4	12	1	1	11	
6624	7	5	4	12	48	20	28	
6625	7	5	8	8	14	11	14	
6626	7	5	8	12	10	12	14	
6627	7	5	10	18	6	37	1	
6628	7	5	18	8	14	389	14	
6629	7	6	1	8	6	1	14	
6630	7	12	1	4	6	12	18	
6631	7	13	8	6	10	14	14	
6632	7	14	4	4	1	1	14	
6633	7	14	4	12	6	1	14	
6634	7	14	4	12	19	1	14	
6635	7	14	4	18	1	1	6	
6636	7	14	4	25	19	1	14	
6637	7	14	4	27	1	1	14	
6638	7	14	172	12	1	1	14	
6639	7	15	4	2	1	1	14	
6640	7	21	1	1	10	1	14	
6641	7	21	1	1	13	31	14	
6642	7	21	1	8	14	11	14	
6643	7	21	8	6	10	112	14	
6644	7	25	4	2	48	277	28	
6645	7	25	4	23	48	20	28	
6646	7	25	8	6	25	112	8	
6647	8	5	2	2	2	11	71	
6648	8	5	2	5	9	1	14	
6649	8	5	2	16	10	26	1	
6650	8	5	211	12	49	3	5	
6651	8	7	4	5	10	40	14	
6652	8	8	2	16	49	3	1	
6653	8	8	9	1	6	4	6	
6654	8	8	9	2	6	4	6	
6655	8	8	153	66	42	1	14	
6656	8	10	2	16	1	88	1	
6657	8	10	15	29	2	28	71	
6658	8	11	34	16	15	1	145	
6659	8	12	29	12	115	3	18	
6660	8	21	4	12	5	3	8	
6661	8	21	9	2	6	4	14	
6662	8	21	15	16	49	26	1	
6663	8	37	9	1	2	47	5	
6664	8	37	9	2	2	47	5	
6665	8	43	9	8	7	28	6	
6666	10	5	4	12	5	3	8	
6667	10	5	4	12	10	3	14	
6668	10	8	30	5	6	1	14	
6669	10	8	72	1	6	1	9	
6670	11	21	8	18	5	6	14	
6671	11	21	29	12	10	3	14	
6672	12	1	4	1	18	58	6	
6673	12	5	1	1	13	31	14	
6674	12	5	74	5	10	6	14	
6675	12	8	9	10	6	149	14	
6676	12	13	29	6	10	6	14	
6677	12	14	4	12	10	1	14	
6678	12	21	29	12	6	3	14	
6679	12	60	4	12	10	277	5	
6680	13	5	1	4	9	1	18	
6681	13	8	6	10	112	14	1	
6682	15	16	19	15	6	25	26	
6683	15	6	1	2	6	3	4	
6684	2	13	2	16	6	121	29	
6685	7	13	8	6	1	412	8	
6686	209	29	4	21	30	1	14	
6687	7	38	4	4	17	3	6	
6688	68	11	4	15	103	170	5	
6689	8	5	53	3	6	112	168	
6690	16	9	111	5	7	329	8	
6691	8	5	2	27	2	11	1	
6692	2	13	162	16	15	14	210	
6693	5	31	8	1	9	1	14	
6694	43	38	9	4	10	3	6	
6695	1	8	223	16	6	115	14	
6696	58	9	4	10	6	20	14	
6697	43	292	9	4	10	3	6	
6698	15	18	6	10	17	1	19	
6699	1	168	19	47	9	19	2	
