ST	aroC	dnaN	hemD	hisD	purE	sucA	thrA
2717	2	4	446	43	481	2	425	
2718	131	183	447	21	25	9	172	
2719	580	410	38	574	184	45	499	
2720	13	41	25	74	337	332	3	
2721	99	525	58	11	111	9	2	
2722	52	351	119	183	36	83	23	
2723	2	59	23	64	38	539	591	
2724	470	28	31	151	22	441	30	
2725	17	188	47	58	5	9	22	
2726	9	15	6	12	90	19	2	
2727	50	80	448	85	40	58	4	
2728	111	47	49	42	12	58	592	
2729	231	38	422	651	236	340	209	
2730	215	112	79	96	572	64	449	
2731	75	2	224	403	90	2	12	
2732	242	221	72	81	573	246	76	
2733	48	526	3	176	255	236	142	
2734	191	77	80	22	18	91	91	
2735	465	183	8	216	8	146	97	
2736	50	11	25	21	59	35	63	
2738	15	117	15	62	109	7	151	
2739	581	3	449	702	140	9	594	
2740	52	519	38	402	169	58	183	
2741	582	349	261	703	8	19	595	
2742	14	118	263	704	27	128	8	
2743	50	10	25	705	10	13	4	
2744	13	12	17	706	13	16	4	
2745	50	10	450	72	10	540	4	
2746	115	75	8	115	575	116	110	
2747	6	7	10	707	8	10	14	
2748	9	9	6	12	576	12	2	
2749	124	507	10	10	6	10	14	
2750	13	224	25	16	33	58	596	
2751	13	11	16	708	12	15	4	
2752	6	527	10	124	5	541	14	
2753	216	46	451	149	223	156	4	
2754	140	392	40	11	140	180	597	
2755	30	28	31	333	497	29	300	
2756	6	13	3	381	2	19	338	
2757	230	38	452	408	236	216	345	
2758	65	528	28	24	577	50	598	
2759	198	14	98	709	321	9	22	
2760	229	176	453	214	18	85	599	
2761	32	241	454	30	24	244	32	
2762	139	174	68	132	133	9	600	
2763	583	70	93	78	113	6	68	
2764	130	529	25	125	84	9	101	
2765	65	451	29	312	20	26	60	
2766	231	381	452	658	342	340	209	
2767	217	208	13	249	578	23	4	
2768	110	410	25	710	184	165	4	
2769	41	42	43	711	9	12	2	
2770	111	107	8	49	12	58	4	
2771	128	530	100	27	22	129	30	
2772	202	75	8	204	120	116	162	
2773	145	26	30	282	141	87	28	
2774	33	26	30	144	283	87	601	
2775	65	451	29	82	20	26	60	
2776	33	26	159	712	21	87	28	
2777	584	531	455	72	33	35	596	
2778	235	25	28	83	579	86	602	
2779	145	26	30	713	141	87	28	
2780	17	18	22	17	580	21	19	
2781	33	26	30	460	21	542	134	
2782	429	104	25	85	33	58	4	
2783	13	12	17	16	117	16	603	
2784	81	69	36	12	68	543	17	
2785	14	188	15	233	191	192	34	
2786	41	2	3	46	36	19	604	
2787	30	28	31	57	22	29	30	
2788	197	532	456	714	132	46	435	
2790	151	176	27	22	18	24	174	
2791	90	534	76	27	82	89	30	
2792	230	381	457	408	236	216	606	
2793	125	63	17	397	12	58	3	
2794	559	64	40	96	448	186	553	
2795	41	9	21	12	8	544	17	
2796	156	535	40	447	113	9	607	
2797	117	39	41	9	6	7	12	
2798	39	536	233	715	138	545	102	
2799	231	38	288	408	342	340	209	
2800	55	149	458	716	581	546	50	
2801	56	25	75	717	80	26	79	
2802	261	78	29	24	262	243	60	
2803	104	100	459	78	104	9	48	
2804	349	327	257	415	366	345	363	
2805	10	7	12	718	5	9	2	
2806	13	208	49	719	33	35	4	
2807	46	67	15	12	2	14	14	
2808	585	4	40	608	157	547	323	
2809	5	85	79	88	76	95	608	
2810	556	86	210	720	169	548	609	
2811	158	143	29	174	20	50	60	
2812	514	384	38	16	33	35	410	
2814	20	4	460	14	16	19	18	
2815	61	537	8	721	582	64	4	
2816	587	12	17	16	13	16	4	
2818	11	10	13	13	584	13	4	
2819	15	126	101	88	585	19	18	
2820	2	18	46	210	140	550	610	
2821	50	80	25	85	40	551	611	
2822	30	28	31	151	57	29	30	
2823	15	71	18	7	36	552	612	
2824	13	11	461	16	13	15	4	
2825	145	26	30	282	21	87	28	
2826	39	117	47	402	136	45	57	
2827	378	286	30	282	21	87	28	
2828	230	38	462	632	586	216	209	
2829	5	2	3	723	5	5	10	
2830	29	26	30	212	283	87	457	
2831	111	46	25	16	40	58	63	
2833	117	538	15	14	93	10	613	
2834	10	15	15	237	5	12	86	
2835	111	109	17	149	41	553	23	
2836	10	539	15	31	25	20	33	
2838	43	83	17	49	12	13	83	
2839	590	134	82	96	36	109	4	
2840	5	85	79	726	76	95	85	
2841	10	436	46	126	587	19	12	
2842	13	80	464	113	12	15	145	
2845	418	14	224	730	89	313	2	
2846	14	438	122	172	6	7	2	
2847	395	320	466	608	588	315	615	
2848	255	540	30	731	464	229	616	
2849	145	26	30	55	283	87	28	
2850	592	26	30	282	229	87	28	
2851	50	80	25	85	492	58	4	
2852	110	117	16	441	36	168	3	
2854	7	193	8	72	39	149	158	
2855	2	2	15	732	15	20	12	
2856	84	76	467	16	12	13	4	
2857	545	503	468	72	483	107	196	
2858	10	14	469	31	25	20	33	
2859	25	77	27	22	18	555	169	
2860	10	4	470	130	438	128	8	
2861	33	26	30	213	21	87	28	
2863	191	23	27	22	589	24	174	
2864	10	7	12	9	5	9	617	
2865	277	363	187	305	277	235	91	
2866	10	7	12	9	5	9	618	
2867	594	28	31	27	590	556	81	
2868	380	482	276	511	240	360	208	
2869	42	542	48	48	40	35	4	
2870	595	42	43	58	9	12	2	
2871	39	86	101	190	169	105	619	
2872	30	28	31	151	22	129	30	
2873	56	25	28	263	48	50	78	
2874	14	101	108	33	5	12	8	
2875	110	177	16	441	36	168	3	
2876	111	47	49	42	591	58	3	
2877	137	13	10	196	5	557	565	
2878	111	543	17	149	41	13	23	
2879	230	38	245	416	342	216	209	
2881	41	42	43	733	9	558	2	
2882	597	28	472	151	22	29	30	
2883	216	544	473	248	582	105	196	
2884	46	14	15	12	97	19	18	
2885	480	450	8	204	491	103	303	
2886	13	127	48	113	41	559	4	
2887	46	69	15	12	592	19	18	
2888	598	545	474	382	593	560	349	
2889	13	11	475	113	161	107	4	
2890	56	78	28	83	594	26	27	
2891	83	11	476	734	12	15	4	
2892	230	546	244	407	359	216	209	
2893	2	14	24	14	2	453	8	
2894	92	36	3	735	5	475	22	
2895	42	169	48	736	12	23	4	
2896	130	547	25	125	84	9	101	
2897	26	24	29	24	20	26	620	
2898	2	4	477	43	541	2	425	
2899	599	356	18	33	2	146	621	
2900	111	46	478	16	40	58	63	
2901	59	137	479	737	595	8	530	
2902	161	548	8	620	596	561	90	
2903	111	47	480	738	12	58	3	
2906	602	58	8	640	597	79	622	
2908	75	67	10	17	598	9	66	
2909	13	12	482	16	13	16	4	
2910	172	64	97	740	61	475	623	
2911	93	4	18	90	5	96	89	
2912	5	2	3	7	6	200	11	
2913	1	549	1	1	1	1	5	
2914	75	361	224	172	325	7	330	
2915	13	127	48	113	599	23	4	
2916	13	34	71	16	59	83	4	
2919	346	439	17	128	76	9	22	
2921	92	117	8	215	179	207	624	
2922	4	21	18	9	6	12	17	
2923	46	122	3	18	472	138	1	
2924	33	26	30	282	21	229	625	
2925	83	11	25	21	33	16	4	
2926	7	6	8	659	7	8	13	
2927	62	4	8	742	8	9	322	
2928	285	26	30	84	21	87	28	
2929	352	169	78	743	368	333	272	
2930	16	2	45	744	36	39	42	
2931	604	53	54	60	5	53	54	
2932	10	550	12	9	5	9	2	
2933	65	143	28	24	237	26	340	
2934	526	31	486	62	14	19	34	
2935	119	433	17	42	5	13	4	
2936	10	7	12	9	112	564	2	
2937	17	18	22	17	5	565	19	
2939	18	7	8	9	39	9	481	
2940	13	208	49	719	33	16	4	
2942	161	2	8	746	600	457	96	
2944	13	12	17	747	13	16	4	
2945	11	41	55	42	34	567	4	
2946	191	77	27	22	18	239	222	
2947	2	31	10	62	601	19	34	
2948	10	60	58	66	6	568	12	
2949	10	7	12	9	5	9	626	
2950	10	86	12	589	6	9	11	
2952	608	26	30	212	283	145	28	
2953	2	7	9	749	5	9	12	
2954	313	551	224	750	8	569	397	
2955	5	110	487	122	2	19	22	
2956	10	19	12	9	5	570	2	
2958	5	194	271	9	5	42	2	
2976	614	555	489	754	608	576	630	
2979	17	101	8	439	6	117	12	
2980	114	101	8	439	6	117	12	
2981	10	7	10	9	5	9	104	
2988	10	7	12	756	5	9	2	
2990	3	36	43	38	16	577	38	
2993	618	557	491	757	611	578	631	
2998	620	558	492	759	614	580	633	
3000	5	2	493	7	6	6	11	
3002	48	128	96	762	116	119	118	
3003	45	4	8	44	1	56	8	
3004	621	559	494	763	615	581	634	
3005	622	560	495	764	616	582	635	
3006	346	439	8	125	76	19	124	
3007	621	559	496	765	617	281	636	
3008	623	561	497	766	618	583	637	
3010	2	7	12	767	8	9	17	
3011	624	563	498	768	619	584	638	
3012	18	7	128	9	39	9	33	
3013	10	7	12	9	5	9	639	
3014	10	7	12	9	620	9	2	
3015	10	7	12	9	621	9	2	
3016	41	37	8	246	622	101	181	
3017	10	7	12	9	623	9	2	
3018	101	97	3	125	438	19	22	
3019	10	7	12	9	624	9	2	
3020	10	7	12	9	5	9	640	
3021	10	7	12	9	5	585	2	
3022	625	63	499	769	625	23	149	
3023	230	38	245	651	342	340	209	
3024	16	2	500	43	36	39	42	
3025	156	70	152	447	626	9	607	
3026	111	83	17	13	35	16	552	
3027	84	11	16	42	40	71	23	
3028	11	46	25	16	161	15	4	
3029	15	70	93	78	113	6	102	
3030	180	564	209	770	161	586	4	
3031	22	200	25	72	10	23	4	
3032	626	70	501	771	627	9	161	
3033	180	169	209	770	161	586	4	
3034	139	174	68	132	36	9	168	
3035	13	63	25	16	59	13	63	
3036	180	179	502	243	628	9	373	
3037	203	63	25	21	40	15	4	
3038	210	169	209	104	41	23	4	
3039	37	31	503	14	8	6	465	
3040	358	565	16	42	33	71	23	
3042	231	501	504	651	236	216	209	
3043	627	392	40	11	140	180	18	
3044	450	442	10	12	76	2	8	
3045	10	7	21	772	15	12	12	
3046	10	7	12	9	629	9	2	
3048	112	162	85	584	503	465	108	
3049	559	187	10	262	95	9	210	
3050	111	109	8	120	318	587	4	
3051	628	567	49	42	12	58	3	
3052	405	176	27	324	18	85	25	
3053	56	25	29	24	20	588	27	
3054	426	399	68	21	136	9	432	
3055	9	9	6	12	9	9	2	
3087	10	204	68	247	64	132	194	
3088	13	11	25	197	12	433	4	
3089	112	356	505	99	119	589	643	
3090	48	128	96	119	116	119	644	
3091	22	11	25	21	10	23	645	
3092	42	11	48	149	12	590	4	
3093	44	284	215	675	332	7	646	
3094	233	2	3	7	6	591	11	
3095	13	127	506	113	114	107	4	
3096	11	10	25	773	10	35	4	
3097	50	80	507	85	40	58	4	
3098	42	11	48	774	12	13	4	
3099	50	568	25	85	40	58	4	
3100	7	12	54	436	40	9	3	
3101	72	117	36	33	630	53	95	
3102	84	76	38	42	12	13	647	
3103	112	162	508	584	503	465	108	
3104	41	9	18	12	25	37	2	
3105	75	569	10	17	15	9	66	
3106	46	570	112	12	36	19	18	
3107	11	10	13	13	10	468	4	
3108	139	174	68	132	631	9	168	
3109	13	109	49	13	632	13	4	
3110	188	199	21	62	36	592	190	
3111	13	11	509	15	12	15	4	
3112	285	26	30	144	21	87	648	
3113	417	216	8	163	140	207	86	
3114	629	4	87	33	90	317	166	
3115	41	67	10	12	71	303	12	
3116	138	160	40	277	115	58	4	
3117	72	32	40	775	139	79	324	
3118	127	439	350	163	76	19	298	
3119	630	19	12	9	5	9	2	
3120	127	90	25	33	2	33	41	
3121	631	63	48	186	36	165	3	
3122	437	41	109	279	2	593	95	
3123	5	571	3	7	6	6	11	
3124	13	11	510	16	13	15	649	
3125	110	572	25	776	84	53	192	
3126	10	71	511	12	15	20	18	
3127	145	26	30	212	21	87	28	
3128	2	5	116	88	5	7	650	
3129	346	97	8	86	438	19	344	
3130	378	378	30	665	21	28	473	
3131	25	77	27	380	18	24	174	
3132	41	178	10	777	633	112	565	
3133	46	55	23	778	16	54	56	
3134	46	430	18	130	8	594	115	
3135	632	38	8	36	2	9	36	
3136	2	15	283	418	8	14	12	
3137	18	14	313	9	5	18	21	
3138	10	7	12	9	5	595	2	
3139	18	7	8	9	39	9	48	
3140	10	14	12	31	25	20	33	
3141	2	7	9	9	188	9	12	
3142	48	31	35	779	26	40	8	
3143	457	356	85	116	91	596	194	
3145	72	531	49	72	33	35	596	
3146	41	42	43	58	9	597	2	
3147	634	47	49	42	12	58	3	
3148	231	38	245	427	236	216	209	
3149	30	28	31	27	22	29	540	
3150	14	2	331	7	634	19	12	
3151	46	573	3	18	635	19	1	
3152	20	574	23	14	16	19	140	
3153	20	4	512	14	16	19	140	
3154	16	2	513	43	36	39	42	
3156	103	302	79	386	95	308	6	
3157	636	4	10	33	90	6	275	
3158	33	352	30	780	21	353	80	
3159	29	26	30	55	141	145	474	
3160	255	26	514	282	21	28	651	
3161	39	11	17	21	33	58	111	
3162	33	26	30	212	21	28	28	
3163	46	124	47	470	36	19	18	
3164	48	31	35	14	26	598	8	
3165	36	31	35	14	26	599	652	
3166	5	133	141	33	189	101	126	
3167	484	13	18	781	391	9	104	
3168	10	19	12	782	5	9	2	
3169	62	53	54	60	636	53	54	
3170	105	2	3	12	637	19	17	
3171	88	26	30	460	21	87	132	
3172	5	2	3	7	6	6	653	
3175	5	2	3	7	638	6	11	
3179	127	64	78	86	84	9	124	
3180	2	4	40	43	639	423	425	
3181	10	7	12	9	5	388	2	
3182	147	13	516	123	15	19	17	
3183	293	264	80	257	294	91	236	
3184	101	576	25	128	84	19	124	
3185	12	2	15	784	11	14	16	
3186	33	352	30	55	21	353	80	
3187	453	431	10	552	640	39	82	
3188	14	13	10	9	6	12	17	
3189	640	169	48	21	40	35	4	
3191	641	92	84	97	98	104	98	
3194	65	78	29	82	20	50	60	
3195	56	24	28	24	641	26	79	
3196	133	577	34	135	24	137	654	
3197	643	482	517	511	240	601	208	
3198	188	36	518	786	8	602	2	
3200	25	82	325	788	18	85	25	
3201	62	53	54	789	5	53	54	
3203	5	75	8	96	39	394	97	
3205	10	578	15	31	25	20	33	
3206	646	38	288	408	236	216	209	
3207	42	169	17	49	12	83	4	
3208	5	2	3	6	642	5	10	
3209	5	2	3	6	5	5	655	
3210	14	112	43	123	118	115	656	
3211	41	13	10	12	5	19	12	
3212	110	64	25	125	548	90	101	
3213	647	579	25	254	28	45	4	
3214	101	4	25	163	643	10	298	
3215	648	112	43	123	118	115	120	
3216	231	38	519	408	644	340	209	
3217	10	7	12	9	110	9	657	
3218	11	10	25	790	10	58	4	
3219	62	53	54	791	5	53	54	
3220	649	20	3	20	5	22	22	
3221	650	14	15	31	25	20	33	
3222	255	286	520	55	645	87	658	
3223	5	2	3	7	6	6	659	
3224	10	19	12	9	5	603	2	
3225	101	4	8	125	84	10	192	
3226	14	75	521	17	5	161	12	
3227	3	541	7	4	3	3	7	
3228	10	7	522	9	5	9	2	
3229	378	26	30	55	21	604	28	
3230	346	75	8	96	646	605	374	
3231	5	2	523	7	6	6	11	
3232	589	1	524	620	647	606	142	
3233	5	580	3	7	6	6	11	
3234	50	46	48	21	33	15	4	
3235	10	19	12	9	5	310	2	
3236	22	104	48	231	114	107	660	
3237	13	10	25	113	648	71	4	
3238	136	90	111	33	84	226	41	
3239	10	7	12	9	5	607	2	
3240	99	454	8	116	119	7	336	
3241	16	16	20	792	8	12	18	
3242	117	213	43	11	71	12	307	
3243	13	34	71	727	59	83	4	
3252	39	20	153	793	140	146	374	
3253	22	11	25	72	655	123	4	
3254	203	133	417	129	174	100	196	
3255	110	581	40	187	28	9	102	
3257	651	7	12	9	112	9	2	
3258	341	109	17	149	12	13	23	
3259	521	252	27	53	46	609	49	
3260	147	13	525	93	140	7	17	
3261	280	252	27	794	55	609	59	
3262	293	582	80	257	294	271	236	
3263	25	583	80	679	294	211	577	
3264	33	26	30	55	657	87	132	
3267	14	112	43	123	118	610	120	
3268	22	11	25	21	10	23	662	
3269	110	117	135	795	36	9	102	
3270	231	501	402	408	236	340	209	
3271	17	101	8	796	6	611	12	
3272	13	127	92	113	114	612	4	
3274	14	436	122	172	6	7	2	
3275	30	28	31	27	22	29	300	
3277	17	18	22	17	5	613	19	
3278	6	14	18	797	658	512	347	
3280	108	191	233	96	95	75	663	
3281	52	3	40	51	44	9	3	
3283	180	83	25	413	220	23	4	
3285	82	15	10	46	162	614	339	
3288	652	98	90	20	2	9	665	
3292	5	510	8	216	5	146	97	
3295	75	38	15	124	90	2	8	
3296	653	35	40	49	664	615	67	
3297	2	584	15	14	15	20	12	
3298	202	585	526	96	8	616	303	
3299	312	288	328	530	665	337	291	
3300	11	46	25	42	40	23	3	
3301	654	41	109	279	2	100	126	
3302	82	88	15	14	8	10	22	
3303	296	26	30	55	21	68	471	
3304	41	494	3	7	5	6	10	
3305	34	31	35	14	666	6	8	
3306	18	14	12	798	5	18	21	
3307	2	586	6	7	5	7	12	
3309	180	161	132	104	12	13	4	
3310	339	117	527	72	44	320	196	
3311	17	13	58	604	96	2	34	
3313	655	587	528	335	78	84	76	
3315	65	451	29	312	20	617	60	
3320	75	113	15	7	551	439	8	
3321	46	588	3	800	5	19	1	
3322	56	25	28	83	79	26	78	
3323	56	24	75	24	641	26	27	
3326	136	41	109	802	150	226	95	
3327	30	28	531	151	22	148	30	
3328	658	3	398	803	161	9	272	
3329	2	2	15	804	15	20	12	
3330	5	85	79	805	76	95	85	
3331	145	26	532	144	21	145	28	
3333	659	26	30	55	21	87	28	
3334	11	41	55	42	34	619	4	
3335	182	73	10	196	163	173	159	
3336	92	187	10	262	95	108	210	
3337	41	89	111	128	76	226	126	
3342	660	4	85	116	36	620	194	
3343	10	7	12	807	5	9	2	
3344	13	127	475	113	161	107	4	
3347	5	2	3	7	670	6	11	
3348	117	295	533	100	38	9	303	
3349	11	109	17	21	161	13	23	
3350	662	589	261	128	71	621	477	
3351	11	140	25	808	12	168	4	
3352	37	15	534	12	6	2	34	
3354	2	15	21	809	130	139	12	
3355	41	332	79	579	38	14	96	
3356	88	26	30	84	21	87	666	
3358	50	80	25	85	40	58	586	
3359	50	80	25	85	671	58	4	
3360	41	332	79	62	28	622	96	
3361	15	126	101	88	8	19	667	
3362	83	46	296	13	40	23	63	
3363	83	63	296	13	672	23	63	
3364	37	15	535	12	6	2	34	
3365	92	590	8	156	2	35	322	
3367	346	4	8	125	84	6	192	
3369	127	183	133	421	304	101	126	
3370	220	221	81	92	330	378	668	
3371	50	83	25	49	12	58	63	
3372	33	26	30	810	21	145	28	
3373	663	28	31	151	22	623	30	
3374	75	14	18	110	325	12	8	
3377	2	7	9	9	5	51	12	
3379	405	176	27	214	18	474	669	
3380	284	176	187	380	18	371	24	
3381	30	28	31	473	512	29	30	
3382	55	149	59	54	233	70	50	
3383	55	149	536	812	581	546	670	
3384	664	175	15	813	2	625	671	
3385	4	64	8	278	2	146	672	
3386	665	86	36	516	8	58	166	
3388	101	114	25	125	120	122	673	
3389	10	4	43	14	15	19	604	
3390	197	73	537	79	71	65	72	
3391	4	303	8	814	27	58	349	
3392	414	592	78	75	140	626	674	
3393	81	5	101	815	124	130	17	
3394	124	4	283	12	5	12	38	
3395	56	593	28	24	237	26	27	
3396	10	14	15	31	25	20	675	
3399	14	175	8	123	225	6	120	
3402	288	176	27	327	250	24	91	
3403	25	176	77	123	18	91	91	
3405	10	7	12	9	70	627	2	
3406	101	4	3	125	76	628	101	
3407	43	41	16	42	675	13	23	
3408	22	11	538	21	10	23	23	
3410	22	11	25	21	184	629	4	
3411	127	111	25	33	676	282	95	
3412	10	594	12	9	5	9	2	
3413	666	38	264	363	677	216	209	
3415	667	104	17	16	678	15	298	
3416	30	28	539	816	22	376	30	
3419	366	338	93	46	679	343	194	
3420	668	20	8	817	140	146	16	
3422	65	78	540	211	20	26	676	
3423	65	143	29	82	20	50	250	
3424	669	4	96	818	116	19	115	
3425	191	77	27	313	85	257	677	
3426	62	53	54	60	5	631	54	
3427	23	9	15	12	680	20	12	
3428	136	133	40	94	122	9	95	
3429	41	42	541	58	9	12	2	
3430	10	7	542	9	5	9	2	
3431	101	32	40	33	139	79	324	
3432	41	42	43	819	9	12	2	
3433	13	127	543	113	114	107	4	
3434	110	4	25	125	13	6	678	
3435	145	26	30	212	21	87	679	
3436	670	5	116	88	5	7	12	
3438	10	7	12	820	5	9	2	
3439	672	472	31	151	23	632	81	
3440	48	595	96	119	116	119	118	
3441	178	581	8	277	157	633	680	
3443	673	585	8	204	8	9	109	
3444	674	13	18	12	14	18	1	
3445	2	14	24	62	2	19	8	
3447	111	47	544	42	12	58	3	
3449	110	31	545	62	14	19	34	
3450	42	11	48	149	12	13	682	
3451	111	47	49	822	12	58	3	
3452	191	82	77	258	18	85	25	
3453	30	28	31	27	467	29	30	
3454	65	248	29	82	129	50	683	
3456	101	64	25	163	438	109	344	
3457	285	26	30	144	464	288	264	
3458	303	183	40	94	488	226	4	
3459	33	286	546	180	141	87	134	
3460	347	325	93	412	363	132	684	
3461	30	28	31	57	683	29	685	
3462	30	28	31	151	512	29	30	
3464	675	14	8	824	64	394	570	
3465	301	272	48	825	40	13	3	
3467	1	1	2	1	1	1	686	
3468	13	338	17	13	9	635	111	
3470	13	41	16	42	40	71	4	
3472	13	169	25	391	40	13	4	
3474	216	11	230	347	36	19	4	
3475	13	11	25	653	114	314	23	
3476	1	1	2	1	1	1	687	
3477	1	1	2	1	1	636	5	
3478	10	19	12	9	5	9	688	
3479	676	20	3	20	5	22	22	
3480	8	597	11	11	5	11	15	
3481	10	19	12	826	5	9	2	
3482	25	176	27	22	18	67	689	
3483	139	174	68	132	685	9	168	
3484	33	26	339	55	21	637	80	
3486	6	7	10	10	8	638	14	
3487	678	32	548	827	630	53	513	
3488	13	598	17	16	13	16	4	
3491	10	7	549	9	5	9	2	
3492	14	13	18	12	14	18	690	
3493	15	70	93	78	113	6	691	
3494	10	7	21	14	15	12	692	
3495	145	599	30	828	283	639	28	
3496	679	10	25	829	10	35	4	
3497	231	501	422	651	236	340	209	
3498	680	198	550	119	219	119	118	
3499	83	11	551	13	77	71	4	
3500	145	26	30	268	141	87	693	
3501	10	7	12	9	5	640	2	
3502	5	21	18	561	36	12	12	
3503	145	26	30	212	546	87	308	
3504	147	13	15	123	15	641	17	
3508	2	9	43	7	15	198	361	
3509	33	26	30	668	131	642	28	
3510	25	77	190	22	18	643	24	
3511	29	286	30	830	283	87	474	
3513	41	600	79	579	38	14	96	
3515	18	9	12	9	5	18	21	
3518	10	7	21	12	15	12	696	
3519	2	4	40	43	687	2	425	
3520	231	38	422	651	236	216	697	
3522	145	26	30	26	21	87	698	
3523	341	109	17	149	10	13	23	
3524	127	4	25	125	84	90	22	
3527	10	14	15	31	25	646	33	
3528	683	602	553	835	689	647	699	
3530	56	25	28	24	641	649	27	
3531	39	35	8	36	5	9	36	
3532	62	53	54	60	5	53	701	
3533	22	11	25	837	10	23	23	
3534	13	127	555	113	114	107	4	
3535	129	31	35	14	26	34	8	
3536	51	48	15	50	42	43	45	
3537	2	15	21	138	130	650	12	
3539	429	503	17	72	122	332	4	
3540	685	604	556	838	691	651	702	
3541	11	605	25	13	10	35	4	
3542	48	198	96	839	219	119	118	
3544	2	606	21	138	130	139	12	
3545	10	7	12	9	692	9	2	
3546	10	14	557	31	25	20	33	
3547	10	7	12	841	5	9	2	
3548	14	112	8	123	350	115	120	
3549	30	28	31	622	22	29	30	
3550	632	6	8	243	3	652	3	
3551	117	295	10	842	38	9	303	
3552	138	41	40	96	2	33	464	
3554	225	25	29	487	48	209	27	
3556	56	25	29	82	237	26	78	
3557	10	7	12	9	5	9	703	
3558	8	8	11	843	5	11	15	
3559	14	118	558	196	27	128	579	
3560	319	14	15	844	25	20	33	
3561	32	241	559	30	264	244	704	
3562	10	19	12	9	7	9	2	
3563	180	83	25	413	12	23	4	
3564	342	25	28	24	594	26	131	
3565	56	25	28	83	641	26	78	
3566	10	7	12	845	5	9	2	
3567	99	48	18	33	2	7	705	
3568	145	26	30	26	21	87	28	
3571	2	7	9	847	5	9	12	
3572	65	451	29	848	20	519	60	
3573	255	607	30	849	252	654	28	
3575	4	13	210	43	305	109	272	
3576	231	38	561	850	236	340	209	
3578	688	25	29	24	20	252	27	
3579	140	105	8	93	2	655	58	
3580	16	2	45	851	36	39	42	
3582	10	14	15	31	25	20	706	
3583	5	2	3	7	695	6	11	
3584	5	608	562	621	38	2	707	
3585	104	100	563	78	104	9	48	
3586	46	409	98	853	206	9	67	
3587	50	63	25	72	59	71	708	
3588	10	7	12	9	696	9	2	
3589	16	2	45	854	36	39	42	
3590	10	7	564	9	5	9	2	
3591	10	7	565	9	5	9	2	
3592	398	73	40	33	140	113	709	
3593	13	127	92	855	114	107	4	
3595	30	28	31	151	512	29	710	
3596	11	609	25	118	10	13	4	
3597	10	7	12	856	5	9	2	
3599	689	12	17	16	13	16	4	
3600	5	2	3	857	6	6	11	
3601	14	15	56	64	8	2	18	
3602	5	14	18	9	6	656	17	
3603	2	610	9	9	5	9	12	
3605	285	26	30	25	21	87	28	
3606	95	245	27	858	55	67	490	
3607	5	14	6	12	5	657	58	
3608	690	363	80	284	18	658	25	
3609	293	264	80	257	294	152	236	
3610	46	7	112	12	6	19	12	
3611	293	511	80	859	294	24	236	
3612	691	98	36	152	174	7	171	
3613	13	611	16	15	12	15	4	
3614	25	77	80	22	258	85	91	
3615	127	506	133	4	76	53	381	
3616	145	26	30	26	21	87	711	
3617	65	78	29	308	48	50	497	
3620	11	10	566	13	10	35	4	
3622	84	76	38	16	698	13	4	
3623	41	4	568	14	16	19	18	
3624	13	11	16	15	167	15	4	
3625	13	12	17	16	117	16	712	
3627	692	9	21	12	8	37	17	
3628	11	10	13	860	10	13	4	
3629	260	252	80	53	55	47	49	
3630	10	7	12	9	5	659	2	
3631	10	7	12	9	5	9	105	
3632	693	2	3	7	6	6	11	
3633	104	100	345	78	104	9	48	
3634	3	3	7	861	3	3	7	
3637	127	118	479	279	4	101	4	
3638	145	26	30	55	21	87	713	
3639	694	132	569	862	277	91	249	
3640	128	119	100	27	699	129	30	
3641	31	28	76	151	23	632	81	
3642	145	229	30	282	21	508	28	
3643	282	25	29	82	20	50	60	
3644	117	81	25	863	84	90	22	
3645	5	2	3	7	6	6	714	
3646	203	90	40	33	174	327	41	
3647	161	2	8	864	600	19	96	
3648	3	3	7	4	3	3	715	
3649	312	288	249	530	665	295	291	
3650	437	41	109	279	2	100	327	
3652	230	38	158	363	236	660	510	
3653	145	26	30	84	21	661	716	
3654	101	4	8	163	84	305	22	
3656	62	53	54	60	5	53	717	
3658	170	536	10	866	701	64	718	
3659	111	47	49	867	12	58	3	
3660	83	11	17	72	337	13	63	
3661	22	11	25	868	10	23	23	
3662	10	7	12	869	5	9	2	
3663	15	15	19	17	702	19	18	
3665	60	12	17	870	13	16	4	
3666	62	53	54	60	5	662	54	
3667	43	41	16	13	40	13	3	
3670	469	90	40	33	150	226	513	
3671	10	14	15	31	25	20	719	
3673	127	117	435	33	122	101	126	
3674	1	1	1	1	1	663	5	
3675	1	1	1	1	1	1	720	
3676	1	1	1	1	1	664	5	
3677	1	1	2	1	1	665	5	
3678	210	11	17	85	33	107	4	
3679	110	591	25	811	169	79	165	
3680	136	90	111	834	39	226	41	
3681	213	130	15	823	486	19	151	
3682	50	46	16	21	33	15	4	
3683	194	84	8	122	156	9	159	
3684	341	11	8	404	61	624	341	
3685	50	46	48	72	33	15	4	
3687	438	7	10	10	39	10	344	
3688	43	41	567	42	35	13	111	
3689	4	164	134	865	132	46	158	
3690	14	612	109	33	100	101	4	
3691	61	117	25	832	35	320	102	
3692	13	46	25	833	146	16	4	
3693	681	86	25	196	39	644	694	
3694	39	536	101	190	169	105	619	
3695	11	46	560	187	33	389	3	
3696	358	46	16	42	33	653	23	
3697	5	75	43	840	39	8	97	
3698	72	531	49	72	33	630	596	
3699	13	117	48	806	33	618	23	
3700	5	36	87	103	29	108	664	
3701	112	105	3	98	703	115	108	
3702	210	11	25	113	33	16	4	
