ST	POR	TBPB
8187	4911	267	
8188	555	29	
8189	4912	29	
8190	4913	27	
8191	4846	16	
8192	4849	49	
8193	4917	21	
8194	4918	110	
8195	4101	1509	
8196	4919	25	
8197	4920	129	
8198	4921	1510	
8199	4922	1511	
8200	723	441	
8201	4923	1334	
8202	4924	25	
8203	2161	980	
8204	4926	135	
8205	4927	137	
8206	4929	137	
8207	4928	4	
8208	4925	110	
8209	908	1513	
8210	147	1512	
8211	2190	165	
8212	1940	810	
8213	4546	1057	
8214	4930	1150	
8215	4932	281	
8216	4979	110	
8217	2678	1528	
8218	4980	316	
8219	4981	6	
8220	4982	234	
8221	4983	29	
8222	4984	24	
8223	4948	281	
8224	4950	894	
8225	4933	16	
8226	4934	4	
8227	4935	24	
8228	4546	782	
8229	4963	18	
8230	4940	18	
8231	4936	16	
8232	4011	28	
8233	4931	281	
8234	4941	18	
8235	2707	1061	
8236	4942	281	
8237	195	1514	
8238	289	782	
8239	554	4	
8240	4943	25	
8241	4953	29	
8242	4940	16	
8243	4944	16	
8244	4551	25	
8245	4945	29	
8246	4947	35	
8247	59	28	
8248	18	35	
8249	4969	76	
8250	395	76	
8251	4971	18	
8252	4954	18	
8253	14	1516	
8254	19	1516	
8255	4955	35	
8256	2233	1516	
8257	1577	5	
8258	14	1514	
8259	19	1514	
8260	356	124	
8261	119	5	
8262	4931	5	
8263	4934	3	
8264	28	5	
8265	4939	5	
8266	4943	1521	
8267	4956	18	
8268	4957	1057	
8269	4958	27	
8270	119	1022	
8271	4941	1519	
8272	4959	1516	
8273	4961	27	
8274	4962	35	
8275	61	182	
8276	4964	1522	
8277	3202	1150	
8278	14	1515	
8279	371	25	
8280	4965	35	
8281	4967	18	
8282	684	4	
8283	4966	1057	
8284	2209	1524	
8285	289	1525	
8286	119	1526	
8287	4972	124	
8288	4973	137	
8289	4974	29	
8290	4975	16	
8291	4976	1516	
8292	4941	3	
8293	4949	24	
8294	4937	208	
8295	4951	16	
8296	289	1520	
8297	4960	782	
8298	4960	18	
8299	4977	1057	
8300	4978	29	
8301	4938	3	
8302	4952	23	
8303	2961	1516	
8304	4931	18	
8305	4931	29	
8306	2836	4	
8307	4859	281	
8308	1808	1523	
8309	4968	1527	
8310	4970	182	
8311	343	1517	
8312	4937	16	
8313	4946	1057	
8314	4931	1518	
8315	4847	39	
8316	516	15	
8317	4829	1529	
8318	2835	454	
8319	105	16	
8320	1388	563	
8321	2582	4	
8322	348	743	
8323	2600	782	
8324	4985	29	
8325	2000	165	
8326	4987	137	
8327	3131	16	
8328	4988	27	
8329	4989	33	
8330	65	22	
8331	874	10	
8332	4992	29	
8333	4993	110	
8334	4994	16	
8335	5002	4	
8336	5003	24	
8337	19	1532	
8338	4890	28	
8339	343	782	
8340	5004	4	
8341	4567	19	
8342	5005	1530	
8343	266	110	
8344	4848	188	
8345	5008	110	
8346	5009	4	
8347	1907	1533	
8348	139	1534	
8349	5011	91	
8350	5012	4	
8351	5013	4	
8352	5014	4	
8353	5015	6	
8354	5016	110	
8355	5021	49	
8356	1445	1537	
8357	4270	1538	
8358	5010	372	
8359	2645	137	
8360	5018	1007	
8361	878	33	
8362	904	1408	
8363	5024	334	
8364	4143	982	
8365	5025	10	
8366	356	16	
8367	5005	1539	
8368	5005	25	
8369	5007	29	
8370	1808	22	
8371	5033	137	
8372	5036	33	
8373	292	263	
8374	5051	1540	
8375	2382	1541	
8376	96	350	
8377	5044	4	
8378	5039	4	
8379	3377	1312	
8380	3039	24	
8381	5042	4	
8382	147	24	
8383	5041	263	
8384	5052	110	
8385	5045	110	
8386	5048	110	
8387	5040	110	
8388	5040	1543	
8389	5049	1542	
8390	5049	29	
8391	5043	22	
8392	5050	263	
8393	5037	29	
8394	1808	21	
8395	5046	137	
8396	5047	1312	
8397	150	1544	
8398	908	1545	
8399	5038	4	
8400	150	1219	
8401	5035	399	
8402	5034	6	
8403	5053	29	
8404	5054	39	
8405	2298	9	
8406	904	1546	
8407	4101	1547	
8408	2952	1548	
8409	147	334	
8410	2002	33	
8411	1222	1334	
8412	5022	1344	
8413	5023	1549	
8414	970	1550	
8415	5055	26	
8416	4875	110	
8417	19	110	
8418	28	620	
8419	28	563	
8420	30	934	
8421	260	263	
8422	908	18	
8423	289	1508	
8424	292	743	
8425	300	4	
8426	908	953	
8427	908	1504	
8428	1489	16	
8429	1489	18	
8430	1489	25	
8431	1489	29	
8432	1489	136	
8433	1489	263	
8434	1489	894	
8435	1808	33	
8436	1808	563	
8437	2600	18	
8438	2600	208	
8439	2610	563	
8440	2622	29	
8441	2700	18	
8442	2708	18	
8443	3025	29	
8444	3059	18	
8445	3190	1505	
8446	3421	4	
8447	3421	1499	
8448	3741	263	
8449	3741	563	
8450	4340	33	
8451	4440	29	
8452	4544	29	
8453	4553	29	
8454	4735	1502	
8455	4745	29	
8456	4747	16	
8457	4752	110	
8458	4753	1066	
8459	4758	29	
8460	4857	1498	
8461	4858	29	
8462	4860	16	
8463	4861	35	
8464	4862	29	
8465	4864	18	
8466	4865	110	
8467	4866	5	
8468	4867	4	
8469	4869	894	
8470	4870	4	
8471	4871	4	
8472	4874	110	
8473	4875	1503	
8474	4876	29	
8475	4877	18	
8476	4878	110	
8477	4879	27	
8478	4880	29	
8479	4881	563	
8480	4882	35	
8481	4883	29	
8482	4884	18	
8483	4885	1436	
8484	4886	563	
8485	4889	33	
8486	4914	24	
8487	4915	4	
8488	4916	4	
8489	4986	19	
8490	4995	29	
8491	4996	33	
8492	4997	18	
8493	4998	18	
8494	4999	620	
8495	5000	563	
8496	5001	27	
8497	5017	4	
8498	5019	1535	
8499	5020	1536	
8500	5026	743	
8501	5027	29	
8502	5028	33	
8503	5029	563	
8504	5030	563	
8505	5031	182	
8506	5032	208	
8507	1205	110	
8508	908	1551	
8509	161	149	
8510	2043	1552	
8511	5056	1553	
8512	5057	440	
8513	489	446	
8514	4522	138	
8515	4990	1558	
8516	4991	507	
8517	1142	1531	
8518	5069	137	
8519	787	1556	
8520	2177	1557	
8521	5070	272	
8522	61	1439	
8523	5071	137	
8524	4	1559	
8525	5072	227	
8526	5073	29	
8527	1489	452	
8528	2	1506	
8529	2043	49	
8530	3997	27	
8531	3741	27	
8532	3997	24	
8533	4016	27	
8534	4732	110	
8535	4760	4	
8536	4868	29	
8537	4873	33	
8538	5014	1555	
8539	5058	4	
8540	5059	137	
8541	5060	16	
8542	5062	18	
8543	5061	5	
8544	5063	29	
8545	5064	29	
8546	5065	1554	
8547	5066	29	
8548	5067	25	
8549	5068	1554	
8550	90	1497	
8551	96	3	
8552	5079	953	
8553	5080	33	
8554	1715	752	
8555	5081	483	
8556	3530	1560	
8557	4112	1330	
8558	90	1329	
8559	3046	60	
8560	5074	1561	
8561	101	29	
8562	5075	129	
8563	5076	1344	
8564	4101	1343	
8565	5077	1129	
8566	5078	1469	
8567	3015	118	
8568	5082	137	
8569	161	1479	
8570	5083	1439	
8571	3402	29	
8572	4630	1331	
8573	161	1562	
8574	4772	29	
8575	4773	334	
8576	4383	4	
8577	5084	10	
8578	3275	137	
8579	4836	4	
8580	985	321	
8581	37	764	
8582	5085	29	
8583	1642	1418	
8584	433	961	
8585	745	672	
8586	37	187	
8587	2613	74	
8588	266	4	
8589	1737	135	
8590	4365	273	
8591	2501	6	
8592	1642	3	
8593	5095	4	
8594	5086	137	
8595	5087	1408	
8596	5088	137	
8597	3448	33	
8598	5089	110	
8599	5090	1129	
8600	5091	1284	
8601	5092	1329	
8602	5093	5	
8603	5094	21	
8604	5096	29	
8605	5098	263	
8606	5099	4	
8607	5100	851	
8608	147	1563	
8609	4382	33	
8610	5101	1564	
8611	1247	470	
8612	5102	10	
8613	3580	21	
8614	5097	1565	
8615	645	21	
8616	969	1566	
8617	1399	98	
8618	1891	466	
8619	2002	18	
8620	123	1567	
8621	1662	1568	
8622	1253	49	
8623	251	1569	
8624	5103	268	
8625	5105	110	
8626	5105	1360	
8627	5104	110	
8628	5106	75	
8629	5107	110	
8630	1228	1570	
8631	1228	32	
8632	5108	29	
8633	783	110	
8634	5109	26	
8635	5110	719	
8636	488	1571	
8637	5111	334	
8638	4568	563	
8639	14	563	
8640	5112	1491	
8641	5113	29	
8642	3059	27	
8643	5114	29	
8644	5115	4	
8645	5116	19	
8646	5117	321	
8647	5118	18	
8648	5119	4	
8649	5120	4	
8650	5121	260	
8651	5122	29	
8652	5130	35	
8653	5123	29	
8654	5124	58	
8655	5131	335	
8656	5125	110	
8657	3403	58	
8658	5126	115	
8659	5127	29	
8660	5128	135	
8661	5129	770	
8662	2281	1102	
8663	5129	21	
8664	5132	563	
8665	922	263	
8666	5133	1572	
8667	123	267	
8668	5134	29	
8669	5135	24	
8670	5136	21	
8671	225	1047	
8672	5137	32	
8673	5138	16	
8674	2731	1573	
8675	70	1574	
8676	53	719	
8677	5139	29	
8678	5140	29	
8679	1489	110	
8680	3223	110	
8681	5141	24	
8682	5142	29	
8683	90	522	
8684	5143	743	
8685	5144	29	
8686	5145	110	
8687	61	1575	
8688	90	1576	
8689	2043	1577	
8690	5146	4	
8691	5147	4	
8692	5148	10	
8693	5149	10	
8694	5150	29	
8695	1388	135	
8696	1884	1576	
8697	96	1548	
8698	5151	33	
8699	5152	137	
8700	5153	1330	
8701	947	16	
8702	70	138	
8703	59	61	
8704	5154	32	
8705	5155	345	
8706	35	1582	
8707	3016	137	
8708	5156	29	
8709	2656	1579	
8710	5157	563	
8711	5158	186	
8712	147	1580	
8713	5159	1581	
8714	1594	98	
8715	2430	858	
8716	5160	4	
8717	5161	110	
8718	5162	39	
8719	5163	24	
8720	1053	1583	
8721	5164	4	
8722	5070	1584	
8723	5165	1491	
8724	5166	33	
8725	5167	75	
8726	5168	858	
8727	1053	137	
8728	1422	33	
8729	5169	33	
8730	5169	1585	
8731	5170	107	
8732	5171	1586	
8733	5172	858	
8734	5173	4	
8735	5174	33	
8736	1785	850	
8737	5175	328	
8738	5174	526	
8739	2625	1355	
8740	1587	1132	
8741	1502	754	
8742	5176	1587	
8743	2894	566	
8744	5177	1588	
8745	5168	526	
8746	2184	1353	
8747	1132	620	
8748	5178	156	
8749	1336	21	
8750	5179	137	
8751	4	495	
8752	90	547	
8753	5180	33	
8754	1583	4	
8755	5181	1589	
8756	5182	75	
8757	1694	21	
8758	5183	730	
8759	5184	75	
8760	5185	526	
8761	1274	33	
8762	5186	186	
8763	5187	665	
8764	5188	498	
8765	130	566	
8766	5189	107	
8767	1123	477	
8768	242	107	
8769	1591	110	
8770	376	33	
8771	1707	547	
8772	206	665	
8773	206	1263	
8774	2725	75	
8775	5190	75	
8776	4199	479	
8777	5191	33	
8778	1274	137	
8779	505	156	
8780	5192	156	
8781	130	328	
8782	4197	547	
8783	1715	186	
8784	581	137	
8785	5193	156	
8786	1590	260	
8787	1135	21	
8788	130	1355	
8789	1591	206	
8790	5195	1592	
8791	1729	33	
8792	5196	1591	
8793	206	479	
8794	5197	498	
8795	5198	1593	
8796	5199	137	
8797	260	1590	
8798	1132	1587	
8799	206	1591	
8800	2035	1594	
8801	90	1595	
8802	5200	186	
8803	206	111	
8804	5186	33	
8805	1707	1596	
8806	5201	29	
8807	90	1597	
8808	315	12	
8809	164	1598	
8810	1794	33	
8811	5202	33	
8812	708	21	
8813	5203	287	
8814	5204	1599	
8815	5205	156	
8816	5206	156	
8817	5207	186	
8818	5209	29	
8819	96	1600	
8820	5210	4	
8821	266	367	
8822	5211	4	
8823	5212	4	
8824	301	1601	
8825	1686	72	
8826	5213	110	
8827	1574	66	
8828	4	136	
8829	90	1161	
8830	5214	137	
8831	908	1602	
8832	5215	27	
8833	5136	1578	
8834	953	1537	
8835	37	1603	
8836	3337	132	
8837	4856	131	
8838	1123	1604	
8839	5216	137	
8840	908	1577	
8841	5217	110	
8842	3402	33	
8843	3446	1605	
8844	908	1606	
8845	1808	4	
8846	5218	1607	
8847	1205	1608	
8848	5227	743	
8849	5228	4	
8850	5229	137	
8851	5230	156	
8852	5231	186	
8853	5233	27	
8854	5234	110	
8855	5235	29	
8856	5236	25	
8857	5237	4	
8858	5240	29	
8859	5242	29	
8860	5243	267	
8861	1907	1393	
8862	5245	1473	
8863	1142	281	
8864	5248	110	
8865	5249	110	
8866	4618	33	
8867	5219	21	
8868	5220	33	
8869	4620	1611	
8870	5221	1612	
8871	5222	455	
8872	206	32	
8873	124	1614	
8874	4798	1615	
8875	37	1616	
8876	5223	4	
8877	2280	455	
8878	2409	330	
8879	5224	33	
8880	5225	33	
8881	921	27	
8882	667	49	
8883	155	4	
8884	3216	1058	
8885	5251	1620	
8886	5252	4	
8887	5253	953	
8888	104	1621	
8889	5254	110	
8890	5255	29	
8891	105	138	
8892	201	1622	
8893	2161	5	
8894	90	1623	
8895	5256	96	
8896	5257	623	
8897	407	1624	
8898	4258	1625	
8899	5258	1626	
8900	4104	1627	
8901	5259	27	
8902	5260	4	
8903	5261	29	
8904	4672	1488	
8905	5262	349	
8906	5263	349	
8907	5264	743	
8908	5265	29	
8909	5266	27	
8910	555	137	
8911	5267	110	
8912	2852	16	
8913	5136	1139	
8914	2430	909	
8915	5268	29	
8916	5194	1628	
8917	5170	467	
8918	1903	27	
8919	4323	24	
8920	5269	137	
8921	5270	110	
8922	65	1100	
8923	251	1629	
8924	39	1630	
8925	4136	24	
8926	1808	1631	
8927	5271	858	
8928	5272	1632	
8929	5273	76	
8930	356	1633	
8931	5274	21	
8932	5275	16	
8933	5276	542	
8934	5278	10	
8935	5279	4	
8936	5280	278	
8937	406	6	
8938	406	1618	
8939	5281	10	
8940	5282	186	
8941	5283	4	
8942	5284	156	
8943	5285	29	
8944	3469	1634	
8945	1205	66	
8946	3615	15	
8947	1997	156	
8948	315	996	
8949	5286	15	
8950	5287	703	
8951	5289	110	
8952	5290	26	
8953	5291	110	
8954	147	1210	
8955	5298	4	
8956	2911	4	
8957	5301	18	
8958	5300	1641	
8959	4565	16	
8960	4934	18	
8961	5302	25	
8962	5303	28	
8963	4943	27	
8964	870	35	
8965	5304	182	
8966	5305	18	
8967	5306	16	
8968	5307	25	
8969	5308	18	
8970	935	1642	
8971	4941	1643	
8972	4941	1644	
8973	101	138	
8974	4976	1645	
8975	2836	27	
8976	289	563	
8977	5309	33	
8978	4924	1646	
8979	5307	35	
8980	4960	27	
8981	4965	1647	
8982	1808	27	
8983	5311	137	
8984	5312	110	
8985	3469	27	
8986	5314	110	
8987	5315	110	
8988	609	1491	
8989	5316	110	
8990	5317	110	
8991	5318	110	
8992	5319	110	
8993	3400	110	
8994	5313	1497	
8995	5320	25	
8996	952	555	
8997	5321	191	
8998	23	917	
8999	1226	1648	
9000	5322	10	
9001	5323	4	
9002	1489	1061	
9003	5324	29	
9004	1505	1649	
9005	5325	1650	
9006	28	27	
9007	5246	4	
9008	251	1638	
9009	5329	563	
9010	5330	29	
9011	5331	29	
9012	5332	29	
9013	5333	39	
9014	5334	29	
9015	5335	29	
9016	5336	60	
9017	5337	1557	
9018	5338	1554	
9019	5339	1557	
9020	5340	743	
9021	5341	996	
9022	5342	171	
9023	5343	25	
9024	5344	27	
9025	5345	4	
9026	95	1653	
9027	2494	856	
9028	1056	241	
9029	3599	241	
9030	916	241	
9031	2296	24	
9032	4424	10	
9033	854	10	
9034	2742	4	
9035	3986	361	
9036	4226	10	
9037	4266	10	
9038	161	137	
9039	5349	241	
9040	5347	10	
9041	5348	241	
9042	5350	241	
9043	5346	110	
9044	444	873	
9045	566	27	
9046	673	32	
9047	5351	29	
9048	5352	29	
9049	5353	29	
9050	5328	1652	
9051	5247	21	
9052	3258	4	
9053	54	1619	
9054	5250	4	
9055	870	1632	
9056	5360	268	
9057	5363	39	
9058	5364	110	
9059	5365	278	
9060	5366	28	
9061	5248	29	
9062	5366	27	
9063	2261	39	
9064	5361	21	
9065	5362	362	
9066	121	1610	
9067	123	360	
9068	5277	616	
9069	5355	623	
9070	5358	612	
9071	1320	21	
9072	5327	362	
9073	5232	1636	
9074	5299	616	
9075	5326	4	
9076	5226	1635	
9077	361	1651	
9078	123	154	
9079	5369	110	
9080	5369	10	
9081	5367	563	
9082	5368	110	
9083	5368	10	
9084	5368	4	
9085	5370	4	
9086	5371	4	
9087	5372	10	
9088	5373	110	
9089	5375	110	
9090	5376	1654	
9091	5377	110	
9092	2078	563	
9093	5359	61	
9094	395	19	
9095	5378	27	
9096	5379	24	
9097	5380	281	
9098	5381	1655	
9099	5382	19	
9100	5383	27	
9101	5384	1656	
9102	5385	338	
9103	5419	19	
9104	5386	1657	
9105	5387	16	
9106	5388	281	
9107	5389	18	
9108	18	18	
9109	5390	16	
9110	5391	16	
9111	5452	1657	
9112	5392	1660	
9113	5393	1659	
9114	5394	281	
9115	5404	16	
9116	395	1657	
9117	2699	281	
9118	39	1057	
9119	5405	19	
9120	2242	28	
9121	5406	16	
9122	2150	16	
9123	5409	1655	
9124	3741	16	
9125	5407	1057	
9126	5419	1658	
9127	5410	281	
9128	4557	28	
9129	1840	1661	
9130	5395	1662	
9131	5396	1129	
9132	5397	29	
9133	1903	1663	
9134	4101	1664	
9135	5398	29	
9136	5399	295	
9137	5400	29	
9138	5401	29	
9139	4101	1665	
9140	4101	1666	
9141	5402	29	
9142	4537	1129	
9143	5403	110	
9144	5453	27	
9145	1164	4	
9146	123	942	
9147	5457	29	
9148	5458	1634	
9149	209	563	
9150	2	1671	
9151	5459	86	
9152	5460	137	
9153	5461	110	
9154	5462	33	
9155	5463	33	
9156	5464	39	
9157	2600	137	
9158	4846	110	
9159	260	1672	
9160	30	1582	
9161	4837	507	
9162	4	604	
9163	908	39	
9164	2329	4	
9165	65	345	
9166	5466	29	
9167	5467	110	
9168	5468	4	
9169	5469	21	
9170	5470	10	
9171	888	743	
9172	316	4	
9173	1489	208	
9174	4700	27	
9175	1961	33	
9176	4197	110	
9177	5472	10	
9178	5473	10	
9179	251	262	
9180	1386	110	
9181	4247	10	
9182	4590	1673	
9183	5474	110	
9184	5475	563	
9185	5476	4	
9186	5477	16	
9187	1582	29	
9188	2	193	
9189	1095	193	
9190	5465	29	
9191	163	287	
9192	1923	719	
9193	5478	29	
9194	5471	1676	
9195	4734	1503	
9196	5481	29	
9197	5482	743	
9198	2600	743	
9199	5479	563	
9200	5480	29	
9201	59	137	
9202	300	1675	
9203	2613	4	
9204	5485	21	
9205	5484	263	
9206	5485	18	
9207	5486	24	
9208	1808	18	
9209	177	19	
9210	2613	563	
9211	5510	18	
9212	3223	25	
9213	111	155	
9214	1907	983	
9215	604	49	
9216	5487	22	
9217	1489	24	
9218	4545	24	
9219	1808	24	
9220	5488	27	
9221	2835	1677	
9222	5489	33	
9223	5491	338	
9224	5492	5	
9225	3642	743	
9226	908	743	
9227	3723	4	
9228	2836	5	
9229	1406	29	
9230	5493	29	
9231	1489	35	
9232	5495	16	
9233	5496	25	
9234	5497	29	
9235	1808	85	
9236	5498	4	
9237	908	1679	
9238	5499	18	
9239	4941	4	
9240	5500	1436	
9241	5501	4	
9242	5502	28	
9243	5494	263	
9244	5503	1432	
9245	5504	4	
9246	1908	136	
9247	5505	29	
9248	5506	1680	
9249	5507	29	
9250	5508	10	
9251	5509	29	
9252	5310	182	
9253	5512	25	
9254	5513	25	
9255	677	27	
9256	5302	16	
9257	4943	281	
9258	5514	281	
9259	289	1388	
9260	173	27	
9261	5513	16	
9262	5515	29	
9263	2708	25	
9264	5516	16	
9265	870	132	
9266	4973	35	
9267	2708	1646	
9268	5379	76	
9269	5518	1681	
9270	5519	25	
9271	1142	743	
9272	5520	18	
9273	4978	1683	
9274	5521	27	
9275	5522	29	
9276	30	1684	
9277	5523	35	
9278	5524	24	
9279	5525	27	
9280	28	1685	
9281	5526	563	
9282	96	27	
9283	5527	29	
9284	5528	29	
9285	1259	1678	
9286	2700	1057	
9287	5529	1073	
9288	4943	110	
9289	5386	1658	
9290	4943	19	
9291	39	1503	
9292	5444	281	
9293	5450	4	
9294	5434	16	
9295	3289	19	
9296	5432	281	
9297	173	16	
9298	30	281	
9299	7	28	
9300	395	281	
9301	5431	798	
9302	5407	19	
9303	5430	1582	
9304	5411	743	
9305	5394	28	
9306	289	28	
9307	4873	19	
9308	5429	1668	
9309	5414	110	
9310	5415	281	
9311	5419	1686	
9312	5418	281	
9313	5424	24	
9314	5413	281	
9315	5422	16	
9316	5419	16	
9317	2835	281	
9318	5530	1687	
9319	289	1221	
9320	14	16	
9321	586	1669	
9322	935	18	
9323	30	1688	
9324	5534	110	
9325	4581	24	
9326	5535	126	
9327	5533	563	
9328	39	30	
9329	5532	27	
9330	5531	28	
9331	4594	4	
9332	677	263	
9333	4931	27	
9334	5032	4	
9335	5517	27	
9336	5307	1690	
9337	5536	1682	
9338	4960	1689	
9339	5540	21	
9340	5541	1583	
9341	5542	10	
9342	5544	4	
9343	5545	4	
9344	5546	26	
9345	289	24	
9346	289	1693	
9347	5537	5	
9348	4865	29	
9349	5538	563	
9350	2161	563	
9351	5003	29	
9352	5548	29	
9353	5003	1694	
9354	5547	24	
9355	5535	1695	
9356	5539	129	
9357	1808	1696	
9358	5549	10	
9359	5270	1163	
9360	5516	24	
9361	1961	133	
9362	3846	1491	
9363	2043	563	
9364	4059	1698	
9365	4104	1330	
9366	4394	1699	
9367	5550	1700	
9368	2703	893	
9369	5551	1701	
9370	5552	137	
9371	5553	330	
9372	5554	241	
9373	5555	110	
9374	1808	1703	
9375	5556	349	
9376	5557	1702	
9377	5558	110	
9378	5543	10	
9379	2708	743	
9380	1516	4	
9381	5559	27	
9382	4288	4	
9383	35	110	
9384	5560	18	
9385	5561	110	
9386	5562	4	
9387	5563	110	
9388	30	782	
9389	4340	110	
9390	745	1704	
9391	5565	118	
9392	5564	291	
9393	5566	4	
9394	19	263	
9395	101	345	
9396	935	28	
9397	1873	563	
9398	5567	563	
9399	4700	1706	
9400	5568	110	
9401	3031	1707	
9402	5581	29	
9403	5582	26	
9404	5583	39	
9405	5584	29	
9406	5588	5	
9407	5585	60	
9408	5586	26	
9409	5587	10	
9410	61	165	
9411	2829	1670	
9412	2716	152	
9413	5454	135	
9414	5455	154	
9415	5456	49	
9416	5241	219	
9417	158	350	
9418	35	623	
9419	5589	21	
9420	361	616	
9421	5590	5	
9422	5591	110	
9423	5592	9	
9424	5593	10	
9425	5594	25	
9426	5595	98	
9427	5596	110	
9428	5597	563	
9429	5598	563	
9430	5599	563	
9431	5600	563	
9432	5601	186	
9433	5602	4	
9434	5603	49	
9435	1181	1709	
9436	260	1710	
9437	3400	1711	
9438	4016	29	
9439	5615	4	
9440	5616	21	
9441	15	522	
9442	90	129	
9443	147	1562	
9444	39	33	
9445	4581	35	
9446	5569	1697	
9447	5570	18	
9448	5571	4	
9449	5572	27	
9450	5573	27	
9451	5574	18	
9452	5575	241	
9453	1825	18	
9454	5576	33	
9455	586	19	
9456	5577	29	
9457	5578	27	
9458	2649	1712	
9459	5579	5	
9460	5614	4	
9461	5580	137	
9462	5604	29	
9463	5605	263	
9464	3409	25	
9465	5606	4	
9466	5607	563	
9467	5608	1057	
9468	5609	110	
9469	5610	137	
9470	5612	135	
9471	90	1713	
9472	5613	18	
9473	3503	4	
9474	1754	291	
9475	5618	174	
9476	5619	4	
9477	5620	321	
9478	5621	27	
9479	5622	4	
9480	5623	27	
9481	5624	127	
9482	5625	321	
9483	5626	1197	
9484	5627	27	
9485	3503	189	
9486	383	1714	
9487	5628	118	
9488	1417	27	
9489	3543	35	
9490	266	189	
9491	5629	189	
9492	5630	32	
9493	5631	25	
9494	5632	10	
9495	5633	10	
9496	5634	1473	
9497	5635	479	
9498	5636	1714	
9499	5637	4	
9500	3381	49	
9501	14	1715	
9502	5638	33	
9503	5639	29	
9504	430	1190	
9505	5640	96	
9506	5641	1498	
9507	5642	321	
9508	5643	597	
9509	5644	16	
9510	5645	563	
9511	5646	137	
9512	90	1716	
9513	5647	4	
9514	5648	563	
9515	147	1717	
9516	1808	1258	
9517	5649	27	
9518	5650	110	
9519	35	1720	
9520	1253	965	
9521	2053	601	
9522	4	1018	
9523	3611	119	
9524	1489	137	
9525	5653	4	
9526	5654	4	
9527	5655	1133	
9528	5656	1118	
9529	5657	263	
9530	5658	111	
9531	5659	107	
9532	1854	33	
9533	543	294	
9534	5660	186	
9535	1285	4	
9536	3530	4	
9537	5661	4	
9538	543	438	
9539	2890	1722	
9540	5665	563	
9541	5666	33	
9542	5664	10	
9543	5667	4	
9544	1259	1723	
9545	5668	1724	
9546	1164	137	
9547	1090	272	
9548	5592	110	
9549	53	110	
9550	4700	137	
9551	5669	10	
9552	5670	4	
9553	3726	997	
9554	908	95	
9555	3857	1491	
9556	5526	208	
9557	150	1632	
9558	132	1582	
9559	5671	4	
9560	5672	49	
9561	5526	1388	
9562	5674	32	
9563	5673	281	
9564	2624	1128	
9565	5251	110	
9566	535	620	
9567	3538	6	
9568	90	6	
9569	37	118	
9570	5675	27	
9571	266	1725	
9572	5676	1726	
9573	5677	4	
9574	406	118	
9575	5679	32	
9576	5680	27	
9577	2674	1727	
9578	5681	27	
9579	5682	16	
9580	73	1728	
9581	5408	5	
9582	5683	19	
9583	5412	16	
9584	30	1730	
9585	5416	16	
9586	2835	24	
9587	5420	1221	
9588	30	1733	
9589	2242	1221	
9590	4550	1734	
9591	5421	338	
9592	5440	894	
9593	5684	18	
9594	5407	24	
9595	5026	4	
9596	73	18	
9597	5407	1735	
9598	5426	33	
9599	5427	1736	
9600	73	1737	
9601	5686	16	
9602	5428	29	
9603	96	136	
9604	5433	16	
9605	5435	281	
9606	5422	27	
9607	5437	28	
9608	5438	27	
9609	5439	19	
9610	5409	18	
9611	18	24	
9612	5441	27	
9613	5419	563	
9614	868	16	
9615	5442	16	
9616	5394	16	
9617	4943	3	
9618	5443	18	
9619	5420	16	
9620	19	16	
9621	5445	894	
9622	5446	24	
9623	5430	18	
9624	2610	1738	
9625	8	16	
9626	5442	1739	
9627	61	22	
9628	5440	16	
9629	5683	1729	
9630	5440	18	
9631	5423	4	
9632	5425	1740	
9633	5685	16	
9634	73	1057	
9635	5428	1741	
9636	5436	1531	
9637	300	16	
9638	5447	743	
9639	5448	16	
9640	5687	1742	
9641	3408	18	
9642	5688	27	
9643	5449	1658	
9644	5451	16	
9645	2835	16	
9646	105	455	
9647	336	29	
9648	5689	135	
9649	5690	16	
9650	787	4	
9651	5691	110	
9652	5692	4	
9653	5557	1743	
9654	1808	1744	
9655	5694	137	
9656	5693	25	
9657	5695	1745	
9658	5696	1491	
9659	2978	21	
9660	5678	6	
9661	5697	6	
9662	5154	4	
9663	5698	1746	
9664	3286	110	
9665	1388	33	
9666	5699	10	
9667	4	677	
9668	5700	33	
9669	5701	110	
9670	23	1674	
9671	4016	862	
9672	258	862	
9673	1416	328	
9674	5702	455	
9675	4801	33	
9676	5703	186	
9677	5704	21	
9678	37	455	
9679	543	1692	
9680	5705	4	
9681	5706	4	
9682	5707	1336	
9683	5708	21	
9684	5709	21	
9685	5710	135	
9686	5711	1747	
9687	5712	330	
9688	5713	470	
9689	2816	32	
9690	5716	446	
9691	5717	1491	
9692	5718	294	
9693	5715	1154	
9694	5652	190	
9695	123	1708	
9696	5714	1718	
9697	5719	263	
9698	5720	25	
9699	5721	110	
9700	5722	33	
9701	1819	49	
9702	5723	110	
9703	5724	39	
9704	5725	39	
9705	715	316	
9706	5726	4	
9707	1819	4	
9708	3038	49	
9709	3039	4	
9710	421	4	
9711	4262	1748	
9712	5727	129	
9713	5728	548	
9714	1808	1178	
9715	5729	110	
9716	516	1749	
9717	1399	129	
9718	5727	1538	
9719	617	1750	
9720	5730	137	
9721	5731	137	
9722	5732	21	
9723	5733	1700	
9724	5734	1161	
9725	5735	110	
9726	5736	263	
9727	5737	25	
9728	5740	29	
9729	232	1753	
9730	421	1445	
