ST	abcZ	adk	aroE	fumC	gdh	pdhC	pgm	clonal_complex
4972	10	6	18	5	9	6	9	ST-41/44 complex
4973	4	10	15	92	8	11	9	ST-269 complex
4974	7	8	10	17	8	1	2	ST-18 complex
4975	9	6	339	9	5	6	9	ST-41/44 complex
4976	2	203	4	3	8	4	6	ST-11 complex
4977	2	3	6	3	8	4	6	ST-11 complex
4978	165	2	34	25	17	68	21	
4979	324	232	34	25	365	5	21	
4980	222	3	53	275	30	21	255	ST-4821 complex
4981	8	3	13	53	366	41	11	
4982	12	5	20	35	60	22	17	ST-461 complex
4983	315	4	6	17	5	18	9	ST-103 complex
4984	12	17	4	39	364	22	8	
4985	4	10	2	5	5	11	9	ST-269 complex
4986	17	233	19	17	369	26	2	ST-60 complex
4987	6	5	6	17	5	349	17	ST-174 complex
4988	10	5	18	9	11	9	346	ST-23 complex
4989	12	6	379	9	9	6	9	ST-41/44 complex
4990	4	10	19	4	6	3	8	ST-32 complex
4991	331	3	1	1	1	23	13	ST-1 complex
4992	42	26	46	24	9	20	8	ST-282 complex
4993	2	3	4	3	8	22	6	ST-11 complex
4994	7	8	10	26	10	332	2	ST-18 complex
4995	24	8	10	16	25	35	2	
4996	24	2	10	19	25	35	2	
4997	7	8	10	5	10	1	2	ST-18 complex
4998	7	8	10	39	10	1	16	ST-18 complex
4999	1	27	6	3	8	18	9	ST-226 complex
5000	7	8	10	26	370	350	16	
5001	12	6	12	352	9	18	9	
5002	2	5	9	9	9	6	8	ST-41/44 complex
5003	9	5	6	143	5	119	18	
5004	7	8	185	26	10	1	16	ST-18 complex
5005	7	8	10	19	10	351	16	ST-18 complex
5006	13	8	10	19	10	1	9	ST-18 complex
5007	7	8	10	3	9	15	20	
5008	12	7	381	91	5	21	16	
5009	187	8	10	116	10	15	20	
5010	7	8	10	17	10	1	9	ST-18 complex
5011	7	3	72	26	10	1	16	
5012	3	234	10	26	10	1	348	
5013	7	8	10	26	287	1	16	ST-18 complex
5014	10	8	10	116	10	352	20	
5015	12	5	6	16	8	13	3	
5016	6	3	148	40	3	8	9	
5017	12	7	4	8	5	11	16	
5018	7	8	10	19	10	1	78	ST-18 complex
5019	12	27	124	3	371	18	9	ST-226 complex
5020	7	8	10	19	58	1	2	ST-18 complex
5021	20	6	72	58	5	11	347	
5022	17	5	19	17	3	26	33	ST-60 complex
5023	4	16	47	17	6	11	12	
5024	10	5	18	315	11	9	17	ST-23 complex
5025	10	5	18	9	318	9	17	ST-23 complex
5026	10	195	18	9	11	9	17	ST-23 complex
5027	277	5	18	9	11	9	17	ST-23 complex
5028	10	5	18	14	319	9	17	ST-23 complex
5029	7	106	10	19	10	11	2	ST-18 complex
5030	2	3	6	19	10	1	2	ST-18 complex
5031	7	8	10	26	10	1	182	ST-18 complex
5032	7	8	4	26	10	11	8	
5033	4	3	47	17	6	4	12	
5034	2	5	7	6	8	8	2	ST-8 complex
5035	132	5	19	17	62	18	32	
5036	2	3	4	3	8	21	6	ST-11 complex
5037	2	3	7	6	8	232	2	ST-8 complex
5038	132	4	19	17	62	2	2	
5039	13	25	15	9	3	26	18	
5040	20	25	13	93	6	26	77	
5041	13	5	15	9	3	53	18	ST-334 complex
5042	2	3	4	24	8	155	6	ST-11 complex
5043	2	5	219	35	3	2	7	
5044	132	3	17	17	62	4	32	
5045	8	3	19	17	26	11	2	
5046	8	4	6	17	5	6	2	ST-103 complex
5047	16	2	6	25	17	4	6	ST-53 complex
5048	42	26	46	24	2	10	17	ST-282 complex
5049	7	5	1	13	36	6	12	ST-213 complex
5050	20	3	13	93	6	6	77	
5051	4	10	47	17	6	4	6	
5052	2	3	4	3	8	11	6	ST-11 complex
5053	4	10	2	21	8	137	20	
5054	12	6	9	17	9	3	9	ST-41/44 complex
5055	4	10	47	17	6	2	2	
5056	4	10	11	18	6	10	32	ST-35 complex
5057	3	3	9	60	9	6	6	ST-41/44 complex
5058	27	3	9	3	9	6	2	
5059	2	6	4	3	8	4	2	ST-11 complex
5060	4	10	15	9	8	11	18	ST-269 complex
5061	7	3	6	8	26	137	77	
5062	4	10	15	3	8	11	9	ST-269 complex
5063	2	5	219	35	3	18	7	
5064	7	26	6	8	26	137	15	
5065	8	3	9	24	26	20	18	ST-212 complex
5066	4	10	4	3	8	4	6	ST-11 complex
5067	2	10	5	4	6	53	8	ST-32 complex
5068	4	3	2	17	9	11	20	
5069	2	10	4	3	8	4	6	ST-11 complex
5070	4	10	2	17	9	11	20	
5071	7	26	1	13	36	53	15	ST-213 complex
5072	20	5	6	12	8	226	21	
5073	2	25	4	3	11	4	6	ST-11 complex
5074	2	3	4	3	21	4	49	ST-11 complex
5075	8	3	7	17	8	26	49	ST-1157 complex
5076	8	5	17	17	8	18	21	ST-865 complex
5077	332	6	9	17	9	20	9	ST-41/44 complex
5078	8	26	9	24	26	6	349	ST-212 complex
5079	1	1	2	1	30	2	3	ST-5 complex
5080	333	3	1	1	1	23	13	ST-1 complex
5081	222	3	374	275	30	5	255	ST-4821 complex
5082	1	1	2	4	3	2	19	ST-5 complex
5083	1	1	382	1	3	2	19	ST-5 complex
5084	1	1	383	1	3	2	19	ST-5 complex
5085	8	92	12	11	3	22	6	
5086	4	10	2	5	15	11	15	
5087	6	6	9	8	9	6	9	ST-41/44 complex
5088	4	10	7	17	8	11	20	ST-269 complex
5089	4	3	7	2	8	5	2	ST-8 complex
5090	2	3	12	35	60	5	17	ST-461 complex
5091	2	3	4	2	8	4	2	ST-11 complex
5092	2	3	6	3	8	4	2	ST-11 complex
5093	7	8	10	59	10	9	2	ST-18 complex
5094	12	6	9	12	9	10	9	ST-41/44 complex
5095	8	5	6	15	26	2	17	
5096	8	10	36	4	6	3	8	ST-32 complex
5097	3	6	9	5	11	6	21	ST-41/44 complex
5098	4	6	9	5	9	6	9	ST-41/44 complex
5099	4	10	5	4	14	3	8	ST-32 complex
5100	1	10	6	16	8	56	20	
5101	8	10	5	12	6	3	8	ST-32 complex
5102	9	6	9	1	9	6	9	ST-41/44 complex
5103	17	5	19	3	3	26	2	ST-60 complex
5104	27	6	9	3	26	6	16	
5105	44	6	9	9	9	6	9	ST-41/44 complex
5106	313	16	55	10	3	56	46	ST-178 complex
5107	27	6	9	353	9	6	16	ST-41/44 complex
5108	27	6	384	3	9	6	8	
5109	9	6	18	9	9	6	32	ST-41/44 complex
5110	9	5	9	9	9	6	9	ST-41/44 complex
5111	9	6	9	9	9	6	32	ST-41/44 complex
5112	8	10	385	4	6	3	8	ST-32 complex
5113	9	3	386	354	373	11	9	
5114	1	1	2	1	3	354	19	ST-5 complex
5115	10	6	9	5	9	25	9	ST-41/44 complex
5116	2	3	4	5	256	4	6	ST-11 complex
5117	4	10	2	5	77	11	9	ST-269 complex
5118	4	3	2	5	38	11	9	
5119	4	10	2	17	374	10	12	ST-35 complex
5120	9	6	9	9	9	6	350	ST-41/44 complex
5121	2	3	4	3	8	355	6	ST-11 complex
5122	276	4	6	17	5	18	2	ST-103 complex
5123	276	4	4	17	5	18	2	ST-103 complex
5124	9	6	9	9	5	6	351	ST-41/44 complex
5125	4	5	2	5	8	11	9	ST-269 complex
5126	10	6	63	199	9	6	12	
5127	2	16	12	11	8	17	7	ST-254 complex
5128	7	5	1	356	36	53	15	ST-213 complex
5129	2	5	9	36	9	6	40	
5130	9	5	9	17	9	6	9	ST-41/44 complex
5131	12	2	33	39	9	22	2	
5132	12	92	6	39	9	22	8	
5133	9	4	9	17	5	6	2	ST-103 complex
5134	24	8	10	19	25	35	10	
5135	7	8	10	5	258	1	16	ST-18 complex
5136	9	141	9	5	375	6	21	
5137	9	6	9	9	249	6	18	ST-41/44 complex
5138	4	10	5	264	6	3	8	ST-32 complex
5139	10	5	18	9	11	9	6	ST-23 complex
5140	12	5	6	9	26	78	2	
5141	10	5	18	9	11	9	20	ST-23 complex
5142	8	92	12	11	3	22	9	
5143	10	5	18	9	11	9	8	ST-23 complex
5144	10	5	18	14	11	9	2	ST-23 complex
5145	10	6	18	14	11	9	17	ST-23 complex
5146	7	6	1	13	9	53	15	ST-213 complex
5147	4	10	6	16	8	11	2	ST-269 complex
5148	4	236	5	4	6	3	8	ST-32 complex
5149	2	3	4	3	8	356	6	ST-11 complex
5150	3	6	9	5	9	291	297	ST-41/44 complex
5151	8	10	77	25	6	3	22	
5152	4	10	5	4	26	3	28	ST-32 complex
5153	8	6	9	4	9	6	17	ST-41/44 complex
5154	46	10	5	4	6	3	8	ST-32 complex
5155	4	10	387	4	6	3	8	ST-32 complex
5156	335	7	4	242	26	10	28	
5157	9	6	388	9	376	9	16	
5158	10	6	63	5	9	212	12	
5159	2	7	6	17	16	357	8	ST-167 complex
5160	42	26	46	24	2	335	17	ST-282 complex
5161	3	6	9	5	9	336	9	ST-41/44 complex
5162	2	3	4	3	357	4	6	ST-11 complex
5163	17	223	19	17	3	26	2	ST-60 complex
5164	2	3	4	3	8	337	6	ST-11 complex
5165	80	45	48	96	3	46	56	ST-613 complex (lactamica)
5166	20	5	12	3	1	21	20	
5167	20	3	6	12	5	226	21	
5168	219	6	275	17	11	8	21	
5169	2	3	4	175	8	4	6	ST-11 complex
5170	2	3	4	3	53	4	6	ST-11 complex
5171	8	5	7	17	5	78	2	ST-103 complex
5172	2	3	4	129	53	4	6	ST-11 complex
5173	12	10	5	357	6	3	8	ST-32 complex
5174	3	6	12	5	9	6	7	ST-41/44 complex
5175	3	116	9	8	9	22	2	
5176	7	8	10	26	41	1	16	ST-18 complex
5177	7	106	10	19	10	11	21	ST-18 complex
5178	6	8	10	19	10	1	2	ST-18 complex
5179	7	3	10	26	10	1	6	ST-18 complex
5180	3	106	10	19	10	11	2	ST-18 complex
5181	4	10	2	43	8	11	54	ST-269 complex
5182	7	8	34	26	10	1	16	ST-18 complex
5183	12	27	3	37	8	1	9	ST-226 complex
5184	13	5	389	40	3	8	18	ST-334 complex
5185	319	106	10	19	10	1	21	ST-18 complex
5186	7	8	72	26	10	1	352	ST-18 complex
5187	4	10	15	5	8	358	9	ST-269 complex
5188	4	237	34	358	8	11	15	
5189	319	106	10	19	10	1	2	ST-18 complex
5190	12	17	6	39	377	22	8	
5191	7	8	185	26	10	205	16	
5192	20	238	4	35	3	21	9	
5193	8	8	10	26	5	2	16	
5194	7	8	10	26	8	1	16	ST-18 complex
5195	9	8	10	26	187	1	16	
5196	7	8	10	26	58	1	16	ST-18 complex
5197	7	106	10	19	10	1	7	ST-18 complex
5198	7	18	10	26	10	1	16	ST-18 complex
5199	25	5	4	32	21	13	20	ST-116 complex
5200	9	3	166	17	5	21	9	
5201	7	6	10	359	378	359	16	
5202	7	5	10	26	10	1	16	ST-18 complex
5203	12	17	6	112	5	22	8	
5204	7	8	6	26	9	1	9	
5205	12	17	4	39	364	22	22	
5206	7	8	12	26	8	1	7	
5207	7	8	390	26	10	1	16	ST-18 complex
5208	7	18	391	13	10	6	20	
5209	7	8	27	26	10	360	16	
5210	336	106	10	19	10	11	2	ST-18 complex
5211	7	8	4	26	10	361	16	
5212	25	5	4	40	21	13	20	
5213	12	5	18	26	5	24	2	
5214	7	106	10	19	10	11	15	ST-18 complex
5215	8	4	18	17	5	18	2	ST-103 complex
5216	9	6	9	9	24	6	73	ST-41/44 complex
5217	7	17	10	19	10	1	2	ST-18 complex
5218	7	8	10	26	10	13	16	ST-18 complex
5219	7	8	10	360	10	1	16	ST-18 complex
5220	7	8	10	26	117	1	16	ST-18 complex
5221	7	8	10	26	117	11	16	
5222	7	8	10	26	8	1	20	ST-18 complex
5223	7	8	10	26	10	1	353	ST-18 complex
5224	7	8	4	17	10	1	16	ST-18 complex
5225	7	8	10	26	10	1	354	ST-18 complex
5226	7	106	10	26	10	1	16	ST-18 complex
5227	7	106	10	359	10	13	9	
5228	12	5	9	40	9	6	9	ST-41/44 complex
5229	7	4	10	26	47	18	16	
5230	7	8	10	54	10	1	16	ST-18 complex
5231	12	5	4	54	8	21	20	
5232	20	8	10	26	10	24	16	
5233	337	5	6	9	10	34	2	
5234	7	8	4	17	10	25	16	
5235	7	8	10	17	10	332	356	ST-18 complex
5236	7	8	10	54	10	1	46	ST-18 complex
5237	2	3	392	1	24	11	357	
5238	6	5	393	17	21	24	2	
5239	1	3	1	1	3	23	13	ST-1 complex
5240	1	3	1	1	379	23	13	ST-1 complex
5241	145	3	1	1	1	23	13	ST-1 complex
5242	1	3	3	1	1	23	13	ST-1 complex
5243	1	3	1	1	1	23	19	ST-1 complex
5244	1	1	1	1	379	23	13	
5245	1	3	1	5	1	23	13	ST-1 complex
5246	1	1	2	1	3	2	131	ST-5 complex
5247	1	1	208	1	3	2	3	ST-5 complex
5248	338	14	15	361	3	6	31	
5249	1	14	1	1	1	6	13	ST-1 complex
5250	1	3	1	22	1	23	13	ST-1 complex
5251	1	1	2	1	3	51	3	ST-5 complex
5252	20	3	13	53	6	155	77	
5253	1	3	53	259	259	6	358	
5254	1	14	1	1	1	23	13	ST-1 complex
5255	1	1	1	1	1	23	139	ST-1 complex
5256	1	1	2	1	3	2	2	ST-5 complex
5257	1	3	58	1	3	5	13	
5258	1	3	1	24	1	23	13	ST-1 complex
5259	1	3	10	26	10	1	355	
5260	8	6	5	4	5	3	7	
5261	2	16	12	5	340	60	7	ST-254 complex
5262	3	6	108	5	9	6	74	ST-41/44 complex
5263	3	20	9	5	9	6	9	ST-41/44 complex
5264	3	6	9	9	50	6	9	ST-41/44 complex
5265	3	5	9	5	9	21	9	ST-41/44 complex
5266	134	10	15	9	8	11	9	ST-269 complex
5267	9	6	9	2	9	6	16	ST-41/44 complex
5268	134	6	9	9	58	6	16	ST-41/44 complex
5269	17	6	9	5	298	22	290	
5270	8	10	5	264	5	3	8	ST-32 complex
5271	17	5	11	17	3	26	2	ST-60 complex
5272	3	6	9	25	9	6	8	ST-41/44 complex
5273	27	6	9	17	9	9	16	
5274	3	7	9	5	9	24	9	ST-41/44 complex
5275	9	6	9	13	58	6	16	ST-41/44 complex
5276	3	6	9	35	9	22	9	ST-41/44 complex
5277	3	6	9	92	9	6	9	ST-41/44 complex
5278	3	6	9	350	9	25	9	ST-41/44 complex
5279	13	3	15	40	3	8	18	
5280	17	10	19	27	3	26	2	ST-60 complex
5281	9	6	9	60	9	6	9	ST-41/44 complex
5282	3	219	9	8	9	6	9	ST-41/44 complex
5283	4	10	373	17	6	2	9	
5284	7	8	10	19	359	1	2	ST-18 complex
5285	316	10	5	4	358	3	8	ST-32 complex
5286	6	7	6	17	26	21	334	
5287	4	10	5	4	5	338	2	ST-32 complex
5288	7	5	1	345	36	53	15	ST-213 complex
5289	17	226	19	17	3	26	2	ST-60 complex
5290	320	6	9	5	9	6	9	ST-41/44 complex
5291	8	224	6	17	5	342	2	ST-103 complex
5292	4	10	5	4	143	3	335	ST-32 complex
5293	3	6	9	5	361	6	12	ST-41/44 complex
5294	10	10	9	1	6	362	12	
5295	10	10	9	5	9	10	9	ST-41/44 complex
5296	8	4	6	17	5	9	2	ST-103 complex
5297	12	5	6	16	8	13	16	
5298	1	8	10	26	10	18	355	
5299	6	41	118	359	50	129	120	
5300	7	8	10	17	10	333	169	ST-18 complex
5301	2	3	4	3	1	4	6	ST-11 complex
5302	12	17	27	39	9	22	53	
5303	25	17	4	32	21	13	20	
5304	4	8	15	9	8	11	74	ST-269 complex
5305	9	8	9	5	47	6	20	
5306	6	6	4	9	21	128	169	
5307	20	8	10	26	10	1	2	ST-18 complex
5308	9	2	9	140	47	6	20	
5309	340	2	394	5	9	24	9	
5310	6	239	2	359	50	129	15	
5311	25	5	395	32	21	4	20	
5312	3	10	396	5	8	11	2	
5313	20	5	7	363	13	22	20	
5314	8	5	339	362	8	21	8	ST-865 complex
5315	9	4	9	17	5	6	360	
5316	7	8	10	26	10	1	151	ST-18 complex
5317	12	29	15	5	13	21	21	ST-37 complex
5318	25	5	4	32	21	13	21	ST-116 complex
5319	25	5	4	32	8	13	20	
5320	6	41	2	359	9	129	15	
5321	6	41	2	359	50	129	15	
5322	20	238	4	35	3	21	7	
5323	9	6	9	9	249	6	30	ST-41/44 complex
5324	8	5	9	17	5	31	8	
5325	9	5	9	17	5	6	2	
5326	6	18	2	54	5	129	15	
5327	9	6	9	35	9	6	9	ST-41/44 complex
5328	4	10	15	9	5	32	9	ST-269 complex
5329	4	10	343	9	9	11	20	ST-269 complex
5330	8	6	19	5	3	18	9	
5331	4	10	11	4	6	3	8	ST-32 complex
5332	9	6	9	75	9	6	2	ST-41/44 complex
5333	4	10	5	4	5	3	18	ST-32 complex
5334	3	6	19	5	3	6	17	ST-41/44 complex
5335	4	10	34	5	38	6	9	
5336	2	3	4	3	8	4	63	ST-11 complex
5337	4	10	34	5	16	11	9	ST-269 complex
5338	8	4	9	17	5	18	2	ST-103 complex
5339	3	3	9	5	9	6	156	ST-41/44 complex
5340	12	5	9	17	6	22	17	ST-461 complex
5341	3	6	9	5	9	325	9	ST-41/44 complex
5342	8	10	5	4	5	6	8	ST-32 complex
5343	339	10	5	4	6	10	8	ST-32 complex
5344	8	10	2	4	6	3	8	ST-32 complex
5345	7	106	10	19	13	11	2	ST-18 complex
5346	12	5	9	9	5	6	9	ST-41/44 complex
5347	12	6	9	12	9	363	9	ST-41/44 complex
5348	24	8	397	19	25	35	33	
5349	12	16	15	5	5	21	20	ST-37 complex
5350	10	6	9	8	9	18	9	ST-41/44 complex
5351	2	3	4	38	8	4	6	ST-11 complex
5352	2	3	4	3	8	4	187	ST-11 complex
5353	8	10	5	4	34	3	12	ST-32 complex
5354	27	16	9	3	9	6	16	
5355	3	6	9	15	5	6	9	ST-41/44 complex
5356	11	2	9	9	194	54	10	
5357	3	206	9	5	9	6	9	ST-41/44 complex
5358	42	26	18	24	2	20	17	ST-282 complex
5359	4	10	5	4	37	3	8	ST-32 complex
5360	11	5	12	12	12	13	10	
5361	1	5	1	13	36	53	15	ST-213 complex
5362	4	10	15	9	8	6	54	ST-269 complex
5363	8	5	6	24	26	20	18	ST-212 complex
5364	27	7	9	3	9	20	16	
5365	11	5	18	8	239	24	21	ST-22 complex
5366	2	16	12	11	169	60	17	ST-254 complex
5367	8	10	5	364	6	3	8	ST-32 complex
5368	2	3	4	3	8	64	6	ST-11 complex
5369	7	8	4	26	10	1	151	ST-18 complex
5370	20	5	75	5	1	21	20	
5371	6	18	2	54	5	11	15	
5372	4	10	2	9	38	11	16	ST-269 complex
5373	2	26	4	3	8	4	6	ST-11 complex
5374	11	26	18	8	11	4	21	ST-22 complex
5375	8	4	6	4	5	18	2	ST-103 complex
5376	2	3	7	2	8	5	49	ST-8 complex
5377	2	5	1	13	36	4	15	ST-213 complex
5378	12	5	4	35	60	22	17	ST-461 complex
5379	8	10	15	9	5	11	17	ST-269 complex
5380	17	5	19	24	3	26	18	ST-60 complex
5381	3	6	5	5	9	6	9	ST-41/44 complex
5382	3	6	9	5	9	348	9	ST-41/44 complex
5383	4	10	5	4	6	3	5	ST-32 complex
5384	12	6	348	351	9	6	9	ST-41/44 complex
5385	8	5	7	17	3	26	2	ST-60 complex
5386	330	10	15	9	8	11	17	ST-269 complex
5387	9	20	380	9	9	6	2	ST-41/44 complex
5388	13	3	4	174	3	53	9	ST-364 complex
5389	11	5	18	8	11	9	21	ST-22 complex
5390	4	10	2	5	38	53	9	
5391	3	5	4	5	9	26	156	
5392	11	5	18	153	11	24	21	ST-22 complex
5393	2	29	4	26	26	24	338	
5394	20	7	6	187	368	11	62	
5395	3	6	159	9	9	6	9	ST-41/44 complex
5396	11	235	18	8	11	4	21	ST-22 complex
5397	4	10	15	9	8	38	9	ST-269 complex
5398	4	10	5	4	6	353	8	ST-32 complex
5399	4	10	12	5	3	11	9	ST-269 complex
5400	9	20	9	9	13	6	2	ST-41/44 complex
5401	4	10	2	355	38	11	9	ST-269 complex
5402	2	3	4	3	158	4	6	ST-11 complex
5403	47	3	58	365	24	87	13	
5404	1	3	10	13	117	11	27	
5405	12	5	19	17	384	26	2	ST-60 complex
5406	3	6	9	5	9	18	362	ST-41/44 complex
5407	342	2	359	5	216	2	12	
5408	10	6	63	5	9	365	12	
5409	4	10	15	9	385	292	9	ST-269 complex
5410	43	5	399	21	5	366	9	
5411	4	10	5	4	6	367	8	ST-32 complex
5412	2	3	4	3	8	4	363	ST-11 complex
5413	3	240	9	5	9	6	9	ST-41/44 complex
5414	3	6	400	9	9	6	9	ST-41/44 complex
5415	3	6	9	5	9	368	9	ST-41/44 complex
5416	3	6	9	5	9	6	364	ST-41/44 complex
5417	25	29	401	26	26	65	53	
5418	3	241	4	9	8	18	120	ST-92 complex
5419	6	6	63	9	9	3	9	ST-41/44 complex
5420	47	3	58	31	346	59	49	
5421	2	4	12	35	77	18	112	
5422	4	6	2	5	38	11	12	
5423	4	10	72	9	6	1	12	ST-35 complex
5424	4	35	15	37	8	26	1	
5425	4	10	11	17	118	10	22	ST-35 complex
5426	5	4	17	15	14	7	14	ST-198 complex
5427	7	16	55	24	3	56	46	ST-178 complex
5428	7	10	1	13	36	9	15	ST-213 complex
5429	9	20	9	4	9	6	2	ST-41/44 complex
5430	11	5	18	8	11	24	18	ST-22 complex
5431	11	5	18	25	11	24	21	ST-22 complex
5432	16	6	63	9	9	11	9	ST-41/44 complex
5433	16	2	6	25	5	25	22	ST-53 complex
5434	16	2	6	25	17	25	13	ST-53 complex
5435	46	7	94	56	8	63	8	
5436	219	5	4	17	11	8	21	
5437	219	5	275	40	11	8	21	
5438	311	2	53	259	259	6	9	
5439	17	6	6	17	3	26	124	ST-60 complex
5440	3	6	9	5	9	6	22	ST-41/44 complex
5441	4	10	5	4	38	3	8	ST-32 complex
5442	4	6	9	5	8	6	9	ST-41/44 complex
5443	4	10	15	9	9	38	9	ST-269 complex
5444	3	6	9	5	9	6	16	ST-41/44 complex
5445	3	6	9	5	9	22	2	ST-41/44 complex
5446	5	6	9	5	9	6	9	ST-41/44 complex
5447	3	141	9	5	9	22	9	ST-41/44 complex
5448	3	6	9	5	9	369	9	ST-41/44 complex
5449	9	6	9	17	58	6	16	ST-41/44 complex
5450	2	3	4	3	8	4	8	ST-11 complex
5451	4	10	217	4	6	3	365	ST-32 complex
5452	3	6	9	5	9	22	109	ST-41/44 complex
5453	3	242	4	37	8	18	8	ST-92 complex
5454	3	6	108	9	16	6	9	ST-41/44 complex
5455	8	6	5	4	5	3	8	ST-32 complex
5456	4	10	15	9	16	11	9	ST-269 complex
5457	13	3	16	21	3	11	9	ST-364 complex
5458	4	6	9	9	58	6	16	ST-41/44 complex
5459	10	6	9	5	9	6	74	ST-41/44 complex
5460	3	6	34	5	9	6	9	ST-41/44 complex
5461	8	4	6	17	11	24	2	ST-103 complex
5462	1	5	13	367	26	41	3	ST-162 complex
5463	222	3	58	92	30	5	255	ST-4821 complex
5464	1	3	1	368	1	2	13	ST-1 complex
5465	1	3	402	369	3	370	366	
5466	1	1	2	1	3	18	19	ST-5 complex
5467	8	4	6	9	3	18	241	ST-103 complex
5468	2	3	17	3	8	4	17	ST-11 complex
5469	4	10	2	9	6	11	9	ST-269 complex
5470	2	6	4	3	8	4	21	ST-11 complex
5471	12	3	9	9	9	6	9	ST-41/44 complex
5472	8	73	6	15	244	138	12	
5473	222	3	374	4	26	5	255	ST-4821 complex
5474	9	3	58	275	8	18	255	ST-4821 complex
5475	343	2	34	3	365	18	21	
5476	12	2	285	40	11	21	2	
5477	12	17	6	112	9	22	8	
5478	7	106	10	366	10	13	9	
5479	9	4	1	17	5	6	2	ST-103 complex
5480	11	6	9	5	11	6	9	ST-41/44 complex
5481	2	10	15	9	8	11	224	ST-269 complex
5482	7	5	18	13	82	53	15	ST-213 complex
5483	10	5	18	9	381	9	17	ST-23 complex
5484	10	10	18	9	380	9	17	ST-23 complex
5485	6	10	34	14	5	24	17	ST-174 complex
5486	4	10	2	5	38	11	239	
5487	27	7	19	17	3	341	2	ST-60 complex
5488	2	3	4	3	38	4	6	ST-11 complex
5489	4	10	15	9	8	50	9	ST-269 complex
5490	4	10	15	9	6	5	9	ST-269 complex
5491	3	6	9	5	11	6	321	ST-41/44 complex
5492	4	10	2	5	372	11	1	
5493	3	6	9	9	9	38	9	ST-41/44 complex
5494	4	10	15	9	8	11	15	ST-269 complex
5495	6	5	12	154	11	13	14	
5496	3	6	19	8	3	6	9	ST-41/44 complex
5497	17	16	19	17	3	26	2	ST-60 complex
5498	2	6	19	5	3	6	9	ST-41/44 complex
5499	3	10	4	5	9	6	156	ST-41/44 complex
5500	9	6	9	9	6	6	9	ST-41/44 complex
5501	334	10	5	4	9	3	8	ST-32 complex
5502	295	10	15	9	8	11	9	ST-269 complex
5503	288	6	9	5	9	7	9	ST-41/44 complex
5504	4	10	2	5	38	11	18	
5505	4	10	15	9	8	11	309	ST-269 complex
5506	42	26	46	24	6	4	17	ST-282 complex
5507	15	3	133	17	8	19	15	
5508	7	8	10	175	10	1	2	ST-18 complex
5509	3	6	19	11	9	22	9	ST-41/44 complex
5510	10	5	342	9	11	9	17	ST-23 complex
5511	3	6	9	5	9	25	9	ST-41/44 complex
5512	88	43	43	333	65	42	37	ST-1494 complex (lactamica)
5513	3	6	6	5	3	6	9	ST-41/44 complex
5514	4	10	15	331	8	11	17	ST-269 complex
5515	3	6	9	5	9	20	315	ST-41/44 complex
5516	9	6	9	11	9	6	2	ST-41/44 complex
5517	2	3	4	3	8	11	9	ST-11 complex
5518	8	6	5	9	6	3	8	ST-32 complex
5519	2	5	18	8	8	17	24	
5520	7	8	10	19	10	24	2	ST-18 complex
5521	7	8	10	19	10	4	2	ST-18 complex
5522	8	6	9	17	9	20	9	ST-41/44 complex
5523	7	8	10	7	10	1	2	ST-18 complex
5524	4	10	11	251	6	21	12	ST-35 complex
5525	8	10	5	4	5	3	320	ST-32 complex
5526	13	3	2	1	3	11	9	ST-364 complex
5527	7	8	10	8	10	1	2	ST-18 complex
5528	10	10	15	9	8	11	30	ST-269 complex
5529	7	8	10	19	5	1	2	ST-18 complex
5530	4	10	11	9	6	18	9	ST-35 complex
5531	4	10	47	17	6	2	178	
5532	4	10	15	9	8	11	316	ST-269 complex
5533	43	5	338	9	215	11	7	
5534	3	6	9	5	9	6	6	ST-41/44 complex
5535	3	3	9	5	3	6	9	ST-41/44 complex
5536	3	6	352	5	3	6	9	ST-41/44 complex
5537	3	6	341	5	9	6	9	ST-41/44 complex
5538	7	5	1	13	36	304	15	ST-213 complex
5539	8	10	5	4	6	62	8	ST-32 complex
5540	46	18	52	56	9	18	8	
5541	344	2	34	25	365	68	370	
5542	343	2	34	25	365	68	21	
5543	7	5	1	13	215	53	15	ST-213 complex
5544	10	6	18	9	11	9	17	ST-23 complex
5545	10	5	18	9	11	46	17	ST-23 complex
5546	8	2	6	17	5	18	2	ST-103 complex
5547	3	6	9	25	9	22	74	ST-41/44 complex
5548	3	6	108	15	9	6	74	ST-41/44 complex
5549	3	6	9	5	9	3	9	ST-41/44 complex
5550	3	6	9	10	9	6	9	ST-41/44 complex
5551	3	6	108	5	9	25	9	ST-41/44 complex
5552	9	6	9	9	58	68	9	ST-41/44 complex
5553	27	6	9	371	9	6	16	ST-41/44 complex
5554	9	6	9	5	9	21	9	ST-41/44 complex
5555	1	3	1	1	1	5	13	ST-1 complex
5556	343	2	34	25	259	68	21	
5557	9	6	9	9	9	6	58	ST-41/44 complex
5558	345	5	12	35	5	22	17	ST-461 complex
5559	346	5	6	76	3	19	15	
5560	11	5	18	8	11	372	21	ST-22 complex
5561	3	6	19	5	3	9	9	ST-41/44 complex
5562	4	5	2	5	3	11	9	
5563	7	5	13	13	2	53	15	ST-213 complex
5564	6	5	4	9	5	6	9	
5565	1	5	68	53	26	41	3	ST-162 complex
5566	9	3	9	17	26	21	8	
5567	8	3	4	17	11	12	4	
5568	20	3	13	53	6	371	77	
5569	347	2	6	4	8	68	368	
