ST	acsA	aroE	guaA	mutL	nuoD	ppsA	trpE	clonal_complex
3941	18	4	5	3	153	17	13	
3942	28	5	11	5	4	4	315	
3943	19	94	12	212	3	14	1	
3944	11	3	11	3	61	14	3	
3948	16	5	20	218	1	28	8	
3949	5	4	3	3	1	5	18	
3950	16	5	83	11	4	7	7	
3951	103	8	5	5	1	6	11	
3952	39	166	26	34	4	6	7	
3953	11	76	5	1	61	14	3	
3954	6	5	6	11	4	4	7	
3955	125	5	11	7	61	12	7	
3956	19	5	11	7	1	15	26	
3957	16	4	2	5	4	28	10	
3958	39	5	9	11	27	11	2	
3959	280	5	12	3	11	15	18	
3960	15	348	11	3	61	15	14	
3961	28	288	1	3	3	6	7	
3962	17	5	12	3	14	209	7	
3963	15	5	36	3	3	4	246	
3964	17	24	5	5	52	91	7	
3965	5	4	3	3	1	11	7	
3966	28	5	219	11	4	12	7	
3967	15	5	30	72	3	25	68	
3968	11	76	4	3	1	15	1	
3969	28	52	11	85	59	15	10	
3970	15	10	11	7	4	38	14	
3971	11	5	30	3	3	38	7	
3972	36	5	12	3	3	13	7	
3973	35	5	5	72	4	42	7	
3974	163	5	11	3	3	15	1	
3975	36	27	28	306	4	13	7	
3976	141	30	64	26	28	210	32	
3977	16	185	11	5	1	142	1	
3978	11	5	83	2	4	6	316	
3979	5	18	17	5	4	4	9	
3980	17	1	109	54	1	1	47	
3981	11	10	1	3	4	87	14	
3982	111	30	64	58	48	24	187	
3983	6	5	11	3	3	15	1	
3984	28	5	91	5	4	1	14	
3985	5	23	5	3	4	1	11	
3986	67	349	65	31	1	6	26	
3987	6	5	11	29	3	15	318	
3988	6	5	11	3	155	4	319	
3989	125	5	6	3	154	13	23	
3990	13	350	9	3	1	6	9	
3991	2	4	220	3	1	6	11	
3992	16	23	221	61	4	1	11	
3993	125	5	6	3	4	13	317	
3994	11	5	1	7	9	4	320	
3995	6	5	6	11	3	4	112	
3996	28	5	11	3	3	13	61	
3997	36	5	5	3	1	15	7	
3998	5	16	25	5	12	104	4	
3999	17	5	222	5	2	38	37	
4000	38	352	3	13	1	2	4	
4001	6	10	5	11	156	15	2	
4002	18	8	25	13	12	211	26	
4003	22	22	91	29	4	4	7	
4004	15	135	36	11	44	13	10	
4005	11	136	11	3	1	6	45	
4006	39	5	12	11	1	15	2	
4007	11	133	11	307	3	15	19	
4008	11	76	36	11	61	4	2	
4009	17	353	11	308	1	4	14	
4010	15	354	36	3	4	12	5	
4012	23	355	11	7	1	12	190	
4013	23	355	11	7	1	111	7	
4014	1	101	11	3	1	40	7	
4015	11	5	11	2	4	15	1	
4016	16	5	11	72	157	7	52	
4017	4	4	16	12	1	212	3	
4018	16	5	3	72	4	13	7	
4019	89	30	64	26	4	24	32	
4020	35	5	12	11	4	15	10	
4021	18	8	223	3	1	6	9	
4022	19	22	26	5	3	10	85	
4023	152	5	5	3	1	6	3	
4024	17	24	37	5	3	38	25	
4025	15	5	12	7	9	4	7	
4026	89	30	64	26	48	24	140	
4027	1	134	11	3	4	38	7	
4028	16	5	17	5	4	13	7	
4029	47	8	7	1	64	12	226	
4030	6	14	3	11	1	15	1	
4031	15	5	12	3	4	4	7	
4032	16	122	36	11	4	4	19	
4033	111	30	194	183	48	4	96	
4034	28	5	26	11	4	4	18	
4035	22	20	122	3	2	3	7	
4036	11	5	1	7	4	15	10	
4037	6	5	1	11	4	4	2	
4038	28	24	11	3	4	4	19	
4039	17	5	36	11	4	42	7	
4040	40	14	30	67	1	15	14	
4041	281	356	3	11	4	26	11	
4042	36	222	29	7	4	10	322	
4043	282	5	1	11	4	10	10	
4044	17	5	147	18	4	7	3	
4045	28	5	61	11	3	15	44	
4046	11	5	11	11	158	6	27	
4047	14	5	10	7	159	13	7	
4049	36	27	28	3	4	13	323	
4050	17	22	4	3	27	6	2	
4051	16	3	20	71	4	7	1	
4052	125	5	5	11	4	15	19	
4053	142	152	65	165	16	16	198	
4054	28	5	11	5	4	164	7	
4055	7	5	11	5	4	198	7	
4056	17	5	57	6	1	4	7	
4057	284	8	3	11	1	15	1	
4058	111	30	9	287	160	24	325	
4059	28	345	3	28	1	20	5	
4060	17	357	11	11	1	20	34	
4061	89	30	42	58	30	24	55	
4062	5	5	3	310	11	4	290	
4063	20	30	64	171	161	24	32	
4064	89	60	64	26	162	214	156	
4065	6	5	1	309	1	12	1	
4066	118	106	85	86	72	73	324	
4067	283	1	5	5	13	20	7	
4068	20	167	64	26	126	122	32	
4069	89	165	64	26	30	24	32	
4070	39	358	26	77	1	20	7	
4071	89	303	64	26	48	24	32	
4072	15	5	11	3	3	4	3	
4073	16	271	11	5	2	4	220	
4074	35	11	25	5	1	162	23	
4075	17	5	83	3	94	4	7	
4076	220	5	7	3	3	38	68	
4077	28	22	5	311	3	14	19	
4078	17	5	36	72	4	15	14	
4079	11	19	19	3	4	213	7	
4080	68	144	85	86	60	54	90	
4081	4	4	16	312	1	6	3	
4082	11	5	6	3	4	15	7	
4083	11	13	109	5	1	15	47	
4084	40	5	12	11	4	15	10	
4085	68	106	85	92	42	73	123	
4086	194	5	11	3	1	7	10	
4087	6	5	11	3	4	6	7	
4088	40	5	1	5	1	4	68	
4089	6	28	4	11	3	4	7	
4090	11	10	6	11	4	15	7	
4091	89	30	64	58	48	24	32	
4092	15	5	127	7	1	15	164	
4093	40	5	91	4	146	1	60	
4094	15	2	11	3	3	38	3	
4095	23	5	11	40	1	12	7	
4096	17	3	6	74	4	15	1	
4097	23	5	28	30	1	4	7	
4098	17	5	5	3	11	4	7	
4099	16	166	4	7	11	4	3	
4100	39	5	20	11	4	6	31	
4101	11	5	12	12	4	4	20	
4102	17	5	4	5	4	4	19	
4103	23	10	1	3	4	6	1	
4104	40	10	11	5	1	3	19	
4105	11	5	4	198	15	15	1	
4106	36	27	28	30	4	13	7	
4107	17	5	5	3	3	10	56	
4108	16	6	12	3	2	15	18	
4109	17	5	11	5	2	42	7	
4110	6	5	1	3	2	15	7	
4111	6	5	26	3	1	10	3	
4112	16	166	5	3	4	4	10	
4113	11	5	225	313	1	112	7	
4114	68	106	85	86	60	54	326	
4115	44	359	60	33	1	6	26	
4116	28	5	226	18	1	4	10	
4117	41	360	1	5	3	4	7	
4118	89	361	64	26	48	24	156	
4119	5	362	3	3	1	20	42	
4120	89	30	64	314	102	24	156	
4121	2	4	5	3	163	6	11	
4122	285	5	36	3	3	13	7	
4123	16	5	1	3	1	90	1	
4124	22	20	11	3	3	215	7	
4125	16	20	94	315	1	4	10	
4126	39	5	9	316	27	5	2	
4127	28	5	238	18	4	13	3	
4128	17	5	11	317	4	10	327	
4130	87	363	118	89	53	109	129	
4131	209	5	12	3	14	4	7	
4132	15	5	11	3	2	217	3	
4133	6	347	26	2	4	6	10	
4134	142	152	229	318	1	16	198	
4135	40	5	1	3	4	12	2	
4136	16	5	230	3	1	4	7	
4137	1	5	6	11	2	218	166	
4138	38	11	3	319	1	2	4	
4139	207	5	1	320	4	4	17	
4140	11	20	1	321	4	4	10	
4141	140	30	42	270	48	24	32	
4142	17	8	5	4	4	4	3	
4143	5	151	9	20	1	10	5	
4144	142	152	65	13	1	16	198	
4145	11	5	11	11	4	6	1	
4146	6	20	1	322	4	4	2	
4147	6	28	227	3	3	4	7	
4148	28	133	5	11	3	15	44	
4149	11	55	4	3	4	218	2	
4150	208	28	4	3	3	4	7	
4151	11	302	3	3	1	6	80	
4152	11	302	3	98	1	6	80	
4153	11	133	11	11	3	4	19	
4154	28	5	11	11	4	12	328	
4155	140	153	194	69	48	24	32	
4156	29	8	36	67	1	243	3	
4157	5	3	25	3	1	6	47	
4158	11	5	247	11	4	4	20	
4159	18	11	57	332	1	20	139	
4160	35	8	27	68	15	7	3	
4161	142	152	65	165	1	16	198	
4162	40	5	5	72	3	4	7	
4163	28	3	12	3	1	135	7	
4164	6	48	112	3	1	242	5	
4165	11	5	5	11	1	241	8	
4166	28	5	78	3	11	6	7	
4167	210	30	64	58	28	24	32	
4168	39	5	9	11	27	5	358	
4169	13	364	5	5	12	7	329	
4170	41	5	73	11	1	219	330	
4171	89	382	64	26	48	24	156	
4172	105	5	30	323	1	4	14	
4173	5	208	60	10	1	220	8	
4174	28	5	5	3	1	91	9	
4177	38	11	3	13	1	2	332	
4178	87	272	231	60	164	108	144	
4179	215	371	9	3	1	6	9	
4180	2	365	5	3	1	6	11	
4182	11	76	5	3	61	14	333	
4183	11	366	11	18	3	4	3	
4184	28	367	1	3	27	91	5	
4185	6	5	6	7	165	6	334	
4186	11	5	11	3	27	4	335	
4187	15	5	11	324	4	4	1	
4188	17	5	5	4	4	4	336	
4189	4	4	16	12	1	221	3	
4190	6	28	4	3	166	4	7	
4191	28	5	11	18	4	222	3	
4192	11	3	26	325	4	4	117	
4193	17	5	232	4	4	4	3	
4194	212	368	11	7	4	15	26	
4196	87	70	79	80	53	48	288	
4197	1	130	6	7	4	218	166	
4198	213	34	43	60	53	223	203	
4199	214	5	1	1	1	12	1	
4200	17	5	12	3	14	240	7	
4202	18	8	233	5	1	6	8	
4203	13	369	5	5	12	7	15	
4204	111	30	64	26	48	24	337	
4206	89	203	234	260	48	24	32	
4207	39	6	12	11	3	15	338	
4208	291	5	235	3	2	12	314	
4209	89	203	64	90	48	59	32	
4210	28	22	5	2	27	4	10	
4211	32	4	5	3	2	6	3	
4212	16	20	83	3	1	225	339	
4213	134	8	57	27	1	6	340	
4214	13	4	5	5	12	224	15	
4215	5	1	59	6	1	226	42	
4216	17	5	12	3	14	225	7	
4217	17	166	6	157	4	25	13	
4218	17	166	6	157	4	227	341	
4219	7	5	12	3	4	1	342	
4220	303	106	85	86	3	54	71	
4221	15	5	1	3	2	12	314	
4222	15	5	5	5	50	225	1	
4223	15	5	5	5	50	225	343	
4224	15	101	5	3	4	25	7	
4225	15	5	5	5	50	4	343	
4226	11	20	1	65	4	4	339	
4227	17	5	12	3	14	225	342	
4228	36	27	28	3	4	13	314	
4229	28	5	36	3	3	13	314	
4230	11	5	11	3	1	15	14	
4231	17	5	91	3	4	15	19	
4232	6	5	236	3	4	4	1	
4233	4	4	16	12	179	6	3	
4234	11	5	11	3	167	15	14	
4235	5	1	9	3	40	7	344	
4236	39	166	41	5	4	4	345	
4237	39	166	41	5	4	4	9	
4238	6	5	6	333	4	6	7	
4239	29	383	9	54	25	7	198	
4240	36	27	28	3	4	13	346	
4243	11	1	208	3	24	1	47	
4244	87	370	79	37	53	160	248	
4245	16	5	11	11	1	4	347	
4246	6	2	12	7	1	228	68	
4247	87	272	237	60	53	223	144	
4248	87	262	114	87	53	109	348	
4249	297	381	239	326	168	230	349	
4250	6	5	6	7	4	6	79	
4251	1	14	3	11	4	15	1	
4252	6	76	11	13	1	4	3	
4253	11	5	5	3	3	28	3	
4254	15	5	17	3	13	6	7	
4255	15	5	83	3	4	4	7	
4256	15	48	20	5	4	7	14	
4257	15	187	7	46	4	4	1	
4258	16	5	11	7	27	15	7	
4259	17	5	36	63	4	15	2	
4260	23	29	1	3	1	15	9	
4261	25	27	11	7	4	4	7	
4262	28	5	4	11	3	15	19	
4263	28	5	6	11	4	1	18	
4264	28	5	11	29	3	7	1	
4265	111	30	64	26	134	59	55	
4266	140	30	31	141	48	24	55	
4267	163	5	5	3	3	10	10	
4268	173	1	5	3	1	6	9	
4269	39	13	224	3	10	20	23	
4270	40	5	65	5	3	10	9	
4271	28	49	11	77	4	4	92	
4273	28	373	22	18	3	232	314	
4274	292	374	12	327	169	233	350	
4275	293	375	241	18	3	15	314	
4276	11	177	11	328	170	4	352	
4277	18	376	242	329	171	234	353	
4280	296	379	244	330	174	237	355	
4281	300	380	57	331	175	238	356	
4282	111	30	64	78	54	24	55	
4283	89	203	64	26	48	24	156	
4284	17	5	1	11	1	64	19	
4285	11	351	127	13	4	13	10	
4286	5	1	79	5	1	7	47	
4287	2	4	5	3	1	6	357	
4288	38	11	3	13	176	2	4	
4289	301	30	64	26	30	59	55	
4290	29	1	79	28	129	1	124	
4291	15	5	6	3	4	4	118	
4292	23	5	7	30	1	4	310	
4293	99	89	98	5	3	10	86	
4294	16	5	1	218	74	6	12	
4295	185	5	1	8	9	4	7	
4296	87	198	114	123	86	93	7	
4297	99	89	1	7	9	87	7	
4298	105	89	30	43	3	4	9	
4299	185	89	62	43	9	20	7	
4300	17	20	37	62	1	7	25	
4301	6	5	5	302	1	6	3	
4302	18	261	1	337	3	3	14	
4303	5	4	5	335	5	7	8	
4304	5	384	65	6	12	6	26	
4305	38	4	5	5	1	6	359	
4306	17	18	17	336	4	4	21	
4307	105	5	30	3	1	4	14	
4308	16	5	3	77	11	4	18	
4309	6	5	225	3	1	244	1	
4310	29	141	113	5	1	1	122	
4311	28	10	11	3	4	15	360	
4312	39	4	5	5	52	162	47	
4313	39	3	6	3	4	15	9	
4314	22	5	248	3	3	10	56	
4315	19	5	1	7	55	12	3	
4316	13	8	9	3	1	17	361	
4317	17	22	5	145	1	14	3	
4318	28	8	94	13	3	4	10	
4319	118	346	85	86	72	54	362	
4320	304	5	1	7	9	4	7	
4321	305	3	65	3	10	1	42	
4322	89	30	64	136	48	128	187	
4323	2	4	5	338	1	6	11	
4324	16	385	36	11	4	4	19	
4325	28	5	11	7	3	6	7	
4326	6	5	1	11	3	6	113	
4327	6	5	11	11	2	15	363	
4328	6	10	5	3	4	4	61	
4329	199	386	79	3	12	162	124	
4330	306	5	26	3	4	4	26	
4331	17	5	11	5	4	47	286	
4332	17	24	11	11	4	15	14	
4333	111	30	64	26	48	24	366	
4334	17	24	11	11	4	15	367	
4335	39	387	20	5	1	6	31	
4336	28	5	11	3	85	6	364	
4337	6	28	4	3	3	4	365	
4338	6	55	1	5	1	3	45	
4339	11	5	5	3	61	14	3	
4340	16	5	20	5	1	4	25	
4341	5	13	9	20	10	7	34	
4342	89	203	42	26	48	24	55	
4343	33	8	115	3	40	7	5	
4344	16	5	11	2	27	15	10	
4345	38	16	5	3	1	17	15	
4346	28	5	36	3	3	200	7	
4347	23	5	36	292	1	12	7	
4348	17	5	12	4	14	4	7	
4349	40	389	1	5	44	4	7	
4350	16	14	249	3	1	7	368	
4351	5	4	5	272	5	11	8	
4352	17	5	1	3	4	4	2	
4353	18	390	5	3	1	17	13	
4354	17	5	37	5	1	7	25	
4355	17	5	12	341	14	4	7	
4356	16	134	250	7	4	15	19	
4357	17	5	12	342	4	7	10	
4358	19	391	12	61	3	4	3	
4359	39	5	251	11	27	5	2	
4360	16	392	26	3	2	4	1	
4361	1	5	252	3	4	88	112	
4362	307	24	37	5	3	7	25	
4363	2	4	5	3	1	6	369	
4364	11	3	11	3	1	245	60	
4365	32	8	5	3	182	6	26	
4366	6	393	6	7	4	4	7	
4367	15	5	253	7	11	86	4	
4368	3	5	36	3	1	92	1	
4369	11	5	5	11	3	15	18	
4370	17	66	11	3	29	4	9	
4371	28	20	11	3	4	4	10	
4372	5	4	5	5	181	20	4	
4373	28	23	5	61	183	1	11	
4374	11	394	5	28	4	246	1	
4375	16	28	4	3	3	4	7	
4376	17	5	12	77	1	4	18	
4377	39	5	11	3	4	12	112	
4378	14	5	10	7	1	13	7	
4379	9	8	78	54	3	20	7	
4380	17	3	6	231	4	15	19	
4381	6	177	1	18	3	53	3	
4382	27	24	36	11	4	15	14	
4383	39	74	6	334	3	4	184	
4384	11	3	11	3	1	247	60	
4385	5	146	23	20	1	7	24	
4386	11	5	17	3	4	10	10	
4387	119	10	11	3	3	6	77	
4389	310	1	255	6	6	7	5	
4390	5	1	9	3	40	7	370	
4391	38	11	3	13	1	2	7	
4392	13	395	5	5	12	7	15	
4393	47	4	5	343	1	6	40	
4394	28	3	256	7	1	4	174	
4396	6	5	11	29	4	1	63	
4397	84	3	20	71	4	4	53	
4398	211	6	9	11	3	3	2	
4399	38	11	3	318	1	2	4	
4400	28	3	94	318	1	4	10	
4401	2	4	5	54	1	6	11	
4402	5	1	109	344	1	1	47	
4403	15	24	17	11	4	33	7	
4404	15	5	3	11	1	15	1	
4406	23	5	11	7	1	111	7	
4407	11	6	1	7	4	6	1	
4408	107	4	3	33	12	7	9	
4409	6	130	1	4	4	4	17	
4410	312	8	26	5	12	7	15	
4411	16	5	30	345	4	31	41	
4412	140	30	9	69	48	24	371	
4413	36	27	28	346	4	13	7	
4414	28	5	11	347	4	15	92	
4415	11	5	30	11	1	4	246	
4416	23	5	11	348	1	12	137	
4417	25	5	11	3	4	4	8	
4418	40	5	11	70	3	7	19	
4419	11	4	11	3	1	63	23	
4420	6	5	6	11	184	248	19	
4421	28	5	112	7	3	76	80	
4422	19	8	7	3	4	13	7	
4423	35	24	36	11	4	6	14	
4424	16	8	11	3	1	55	61	
4425	39	3	6	3	1	15	9	
4426	99	89	98	5	3	10	85	
4427	83	4	96	93	93	6	226	
4428	9	131	3	6	1	17	8	
4429	317	5	11	7	3	12	19	
4430	5	12	65	28	10	60	78	
4431	28	5	11	3	4	12	70	
4432	315	5	20	5	4	4	52	
4433	316	4	5	5	12	7	15	
4434	11	5	59	11	1	249	7	
4435	318	4	134	33	1	6	4	
4436	99	89	9	93	94	94	7	
4437	11	19	9	93	94	94	7	
4438	2	4	5	3	93	6	11	
4439	11	57	7	3	4	250	1	
4440	35	5	36	11	4	15	171	
4441	32	4	139	48	1	15	3	
4442	6	396	11	11	4	12	27	
4443	6	28	259	3	3	4	7	
4444	11	136	11	5	4	4	3	
4445	87	398	258	350	185	109	146	
4446	17	397	1	11	4	4	45	
4447	47	4	5	349	1	6	40	
4448	15	135	36	11	44	4	10	
4449	40	8	26	119	1	4	7	
4450	11	5	1	72	2	10	10	
4451	87	272	43	35	53	223	203	
4452	125	131	6	3	2	4	19	
4453	47	8	257	6	8	11	40	
4454	1	5	11	5	1	4	37	
4455	40	143	1	5	2	4	10	
4456	18	4	5	5	1	17	13	
4457	16	10	11	11	4	14	52	
4458	28	3	11	7	1	4	174	
4459	6	130	5	3	3	218	26	
4460	11	5	5	11	1	15	8	
4461	11	8	5	3	15	6	26	
4462	16	3	1	18	1	55	61	
4463	19	28	11	5	1	38	3	
4464	11	5	11	3	4	38	10	
4465	16	267	94	71	4	7	53	
4466	28	5	12	11	4	1	18	
4467	32	4	139	3	1	18	26	
4468	16	22	215	5	4	18	10	
4469	16	5	11	77	11	4	18	
4470	11	8	19	115	4	13	18	
4471	6	5	36	11	4	15	19	
4472	9	5	26	11	2	28	53	
4473	16	17	1	146	3	15	5	
4474	6	5	6	3	1	64	19	
4475	11	3	6	231	4	15	19	
4476	41	187	36	231	4	4	1	
4477	5	8	1	3	73	6	4	
4478	5	8	110	3	1	7	5	
4479	16	3	11	5	1	55	61	
4480	6	166	60	3	1	12	3	
4481	16	5	1	11	4	38	1	
4482	32	159	57	28	5	6	219	
4483	1	27	7	61	4	15	2	
4484	11	10	1	30	3	4	10	
4485	11	3	94	13	3	13	10	
4486	47	4	99	5	1	6	40	
4487	31	5	12	98	4	14	18	
4488	16	5	36	3	3	13	7	
4489	40	14	30	67	3	15	14	
4490	31	13	17	33	4	4	28	
4491	6	5	6	3	4	4	1	
4492	16	5	20	5	4	42	10	
4493	16	3	11	5	4	4	164	
4494	15	5	17	3	3	15	19	
4495	28	5	91	5	4	38	7	
4496	1	4	11	3	1	29	1	
4497	28	8	94	3	4	1	3	
4498	32	399	3	5	1	20	25	
4499	17	400	11	3	4	4	53	
4500	16	5	6	30	186	4	10	
4501	6	5	260	11	3	4	37	
4502	319	5	1	4	4	1	9	
4503	1	401	11	351	4	15	10	
4504	11	6	6	3	4	252	7	
4505	84	162	261	71	4	1	10	
4506	1	5	6	34	4	6	372	
4507	35	402	262	6	8	20	124	
4508	16	17	11	3	187	15	5	
4509	87	403	118	89	53	109	146	
4510	17	5	36	3	3	7	373	
4511	18	5	5	352	1	251	40	
4512	113	402	12	3	16	20	26	
4513	17	182	37	5	1	7	25	
4514	26	135	11	3	4	42	2	
4515	6	5	5	5	3	4	26	
4516	38	11	3	353	1	2	4	
4517	28	14	7	7	1	4	174	
4518	5	71	1	3	13	7	34	
4519	16	22	5	74	4	6	10	
4520	28	5	11	5	3	12	1	
4521	17	5	12	3	14	4	374	
4522	320	5	12	11	4	4	20	
4523	111	30	64	26	28	24	143	
4524	11	404	26	3	4	4	14	
4525	28	5	12	3	64	15	68	
4526	16	3	1	5	1	13	61	
4527	11	5	5	354	4	4	26	
4528	11	84	11	3	4	253	7	
4529	17	5	1	72	27	15	7	
4530	5	1	79	5	1	20	47	
4531	321	5	1	3	4	15	7	
4532	5	141	65	151	1	16	50	
4533	6	28	4	3	3	4	376	
4534	6	5	6	34	27	3	377	
4535	6	5	6	11	4	15	7	
4536	13	406	9	3	1	6	9	
4537	19	187	6	3	4	4	27	
4538	142	152	65	318	1	16	198	
4539	6	6	4	356	3	4	7	
4540	111	30	31	357	30	24	140	
4541	11	22	11	46	4	18	7	
4542	11	10	1	28	3	10	14	
4543	252	22	11	3	4	4	7	
4544	1	5	6	7	2	218	166	
4545	5	1	25	5	1	7	47	
4546	36	5	11	30	4	147	7	
4547	33	407	25	358	1	4	378	
4548	27	408	25	3	16	258	124	
4549	11	5	36	3	4	4	14	
4550	36	3	1	3	2	6	1	
4551	5	311	3	3	188	18	5	
4552	74	22	5	5	1	14	3	
4553	17	3	5	93	1	71	26	
4554	140	167	64	26	78	24	32	
4555	74	5	12	3	14	4	7	
4556	81	4	134	33	93	6	4	
4557	63	5	5	11	3	15	44	
4558	17	5	94	93	14	4	7	
4559	83	52	11	85	59	15	10	
4560	6	8	26	119	1	4	9	
4561	28	5	36	327	3	13	7	
4562	11	76	12	3	61	14	3	
4563	99	22	4	3	1	92	2	
4564	28	5	36	359	3	13	7	
4565	39	143	36	29	4	47	379	
4566	15	5	94	11	11	4	20	
4567	63	89	5	4	4	4	3	
4568	64	5	5	11	3	15	19	
4569	7	5	11	3	2	4	3	
4570	11	5	72	3	4	1	7	
4571	16	5	94	3	4	7	37	
4572	28	74	5	11	3	15	44	
4573	17	3	5	4	4	4	244	
4574	11	409	36	46	4	4	9	
4575	11	76	11	3	61	14	3	
4576	44	5	11	3	4	4	5	
4577	107	8	3	3	12	6	4	
4578	324	410	12	3	4	12	3	
4579	6	5	1	3	3	28	3	
4580	89	30	9	78	48	24	32	
4581	39	5	36	3	3	29	2	
4582	22	5	36	29	4	4	7	
4583	36	5	4	61	4	4	10	
4584	18	4	5	3	1	17	7	
4585	6	5	11	148	4	23	1	
4586	6	14	12	11	1	4	380	
4587	11	5	1	160	9	259	7	
4588	15	5	20	3	1	4	25	
4589	6	5	55	3	3	12	10	
4590	5	20	26	5	2	42	381	
4591	175	5	1	11	189	15	7	
4592	28	22	5	360	3	14	19	
4593	89	30	64	78	48	24	7	
4594	40	57	7	3	4	4	382	
4595	3	143	36	29	4	15	7	
4596	196	17	1	11	7	15	5	
4597	16	5	11	72	44	7	383	
4598	325	5	4	5	4	92	19	
4599	325	411	4	5	4	92	19	
4600	28	5	32	77	4	15	384	
4601	13	412	9	3	1	17	15	
4602	13	326	9	3	1	17	15	
4603	17	1	11	11	4	4	7	
4604	11	6	1	7	4	76	1	
4605	40	5	17	3	3	15	2	
4606	5	56	65	5	1	10	49	
4607	15	5	11	3	3	4	7	
4608	6	5	1	11	2	13	7	
4609	5	54	26	240	1	33	15	
4610	20	30	264	26	78	24	32	
4611	15	5	4	11	3	15	19	
4612	23	413	11	7	1	12	7	
4613	36	5	12	11	4	4	52	
4614	6	5	6	7	4	6	385	
4615	40	414	11	5	2	4	37	
4616	16	208	9	3	1	4	9	
4617	5	4	5	28	1	1	158	
4618	5	4	5	28	190	1	158	
4619	11	5	6	72	1	15	61	
4620	17	57	11	5	4	28	37	
4621	326	27	28	3	4	13	7	
4622	17	5	12	55	14	4	7	
4623	6	10	60	13	29	94	3	
4624	28	415	36	3	3	13	7	
4625	11	5	11	362	3	6	27	
4626	28	5	36	3	3	13	398	
4627	36	5	29	7	4	10	386	
4628	17	5	12	3	14	260	7	
4629	11	416	1	7	9	4	7	
4630	1	74	11	5	4	12	320	
4631	17	5	5	6	52	91	7	
4632	28	5	265	363	3	13	7	
4633	28	5	36	363	3	13	7	
4634	70	5	11	11	4	4	2	
4635	327	27	28	3	4	13	387	
4636	327	27	28	3	4	13	7	
4637	22	5	91	364	4	15	1	
4638	17	5	11	3	4	12	56	
4639	11	3	6	18	4	15	19	
4640	11	5	36	3	4	25	7	
4641	6	28	4	3	192	4	7	
4642	17	418	11	3	81	38	3	
4643	6	5	1	1	1	12	388	
4644	28	404	12	5	4	6	10	
4645	17	5	1	1	3	12	19	
4646	89	201	64	26	90	24	55	
4647	16	5	266	3	4	15	7	
4648	4	4	3	186	5	15	80	
4649	1	10	11	11	4	4	10	
4650	103	337	61	273	1	6	8	
4651	328	3	9	2	1	6	11	
4652	28	339	5	3	3	197	299	
4653	130	67	5	3	1	4	165	
4654	17	5	11	119	4	4	26	
4655	16	5	152	209	27	4	10	
4656	22	20	11	3	3	199	7	
4657	28	22	163	180	4	4	7	
4658	1	22	252	3	4	88	112	
4659	36	27	28	274	4	13	7	
4660	16	5	30	11	4	31	1	
4661	265	28	65	271	3	4	7	
4662	11	5	1	7	9	198	152	
4663	11	5	1	7	9	4	152	
4664	6	28	65	3	3	4	152	
4665	6	5	209	7	4	6	82	
4666	22	20	210	3	3	3	7	
4667	38	4	5	33	1	6	40	
4668	5	5	57	13	1	74	297	
4669	11	5	6	7	3	10	310	
4670	16	5	1	5	4	15	7	
4671	266	5	11	7	1	12	7	
4672	17	5	5	320	4	4	3	
4673	41	5	1	269	11	13	112	
4674	6	28	65	272	3	4	298	
4675	28	338	5	3	3	197	19	
4676	11	18	36	61	3	29	2	
4677	17	10	11	7	4	40	9	
4678	36	27	28	275	4	13	7	
4679	28	22	5	3	3	197	19	
4680	41	5	6	13	2	4	26	
4681	17	5	11	2	52	4	2	
4682	6	28	65	3	3	4	298	
4683	15	55	6	7	1	12	7	
4684	23	340	11	7	1	12	7	
4685	35	1	95	5	1	6	47	
4686	40	177	11	18	1	4	3	
4687	16	5	30	3	3	10	14	
4688	16	5	10	11	4	4	7	
4689	17	3	11	11	1	33	14	
4690	125	3	62	5	1	15	10	
4691	15	5	36	72	3	42	19	
4692	39	5	11	5	3	4	7	
4693	11	71	77	3	1	198	2	
4694	22	143	1	3	4	4	10	
4695	15	6	1	3	4	76	1	
4696	6	5	6	7	193	6	7	
4697	6	5	6	7	4	25	7	
4698	6	5	267	7	4	6	7	
4699	4	4	3	186	1	6	80	
4700	28	10	3	6	13	4	5	
4701	118	144	85	39	57	73	72	
4702	17	150	11	7	27	6	1	
4703	16	5	6	11	4	13	7	
4704	41	23	11	7	1	38	7	
4705	119	8	3	11	1	15	1	
4706	6	122	1	18	3	4	3	
4707	36	5	1	3	4	4	1	
4708	23	5	11	7	1	12	390	
4709	329	5	10	7	4	13	7	
4710	28	5	58	11	4	10	44	
4711	330	5	6	7	4	6	7	
4712	16	3	94	13	3	13	10	
4713	15	420	36	11	27	4	2	
4714	331	5	5	11	3	15	44	
4715	89	153	31	26	161	261	143	
4716	17	5	12	3	14	4	391	
4717	6	5	11	3	4	262	1	
4718	121	5	11	3	4	4	10	
4719	16	5	19	3	1	13	3	
4720	28	5	11	308	4	29	7	
4721	11	5	1	3	1	29	2	
4722	15	5	1	7	3	12	1	
4723	28	5	36	3	194	263	7	
4724	38	421	3	13	1	2	4	
4725	17	138	11	3	11	4	9	
4726	6	5	11	3	4	264	1	
4727	39	5	9	11	195	5	2	
4728	11	10	6	11	4	3	7	
4729	28	410	12	3	4	12	3	
4730	140	30	64	56	48	24	55	
4731	32	13	24	6	1	6	25	
4732	28	5	36	3	4	29	7	
4733	11	10	1	7	3	91	2	
4734	16	5	11	1	2	7	2	
4735	111	30	64	26	48	59	55	
